fecha;provincia;siglas;grupo_edad;hombres;mujeres;tasa_hombres_x1000;tasa_mujeres_x1000;enfermos
11/05/2020;Castilla y León;CyL;70-79;2718;2613;2.490.379.329;2.131.008.498;5331
11/05/2020;Ávila;AV;80->80;356;559;6.007.424.907;6.198.026.389;915
11/05/2020;Burgos;BU;80->80;500;861;4.536.381.782;4.630.027.963;1361
11/05/2020;Salamanca;SA;80->80;671;1156;5.397.795.833;5.791.002.906;1827
11/05/2020;Segovia;SE;80->80;531;816;1.106.480.517;1.019.617.643;1347
11/05/2020;Soria;SO;80->80;330;600;904.109.589;1.055.408.971;930
12/05/2020;Ávila;AV;0-9;108;91;1.857.265.692;1.704.439.034;199
12/05/2020;Valladolid;VA;0-9;351;300;1.662.167.922;1.496.931.291;651
12/05/2020;Zamora;ZA;0-9;166;157;3.395.377.378;3.499.777.084;323
12/05/2020;Burgos;BU;10-19;151;162;933.423.997;1.058.546.785;313
12/05/2020;Segovia;SE;10-19;68;66;9.371.554.576;9.579.100.145;134
12/05/2020;Valladolid;VA;10-19;212;222;8.594.826.887;950.668.037;434
12/05/2020;Castilla y León;CyL;10-19;964;971;9.421.883.399;9.981.701.926;1935
12/05/2020;Palencia;PA;20-29;124;137;1.806.263.656;2.095.762.582;261
12/05/2020;Zamora;ZA;20-29;59;87;8.880.192.655;1.423.429.319;146
12/05/2020;Salamanca;SA;30-39;503;788;2.773.030.487;4.236.103.645;1291
12/05/2020;Soria;SO;30-39;142;223;268.329.554;4.505.050.505;365
12/05/2020;Valladolid;VA;30-39;622;928;1.987.093.476;2.969.885.109;1550
12/05/2020;Burgos;BU;40-49;738;1002;2.589.655.414;3.704.936.217;1740
12/05/2020;Salamanca;SA;40-49;680;1014;2.985.074.627;4.306.463.943;1694
12/05/2020;Castilla y León;CyL;40-49;4384;6459;2.441.265.404;3.640.083.183;10843
12/05/2020;Ávila;AV;50-59;324;512;2.719.717.955;4.418.363.825;836
12/05/2020;Burgos;BU;50-59;652;974;2.335.410.846;3.646.437.797;1626
12/05/2020;León;LE;50-59;658;989;1.883.228.392;2.775.049.805;1647
12/05/2020;Zamora;ZA;50-59;179;283;1.390.723.332;2.270.721.335;462
12/05/2020;León;LE;60-69;568;714;1.876.507.318;2.375.249.501;1282
12/05/2020;Soria;SO;60-69;198;256;3.643.724.696;5.214.911.387;454
12/05/2020;Valladolid;VA;60-69;592;772;190.023.753;2.294.614.196;1364
12/05/2020;Salamanca;SA;70-79;429;458;2.862.480.817;2.610.727.926;887
12/05/2020;Soria;SO;70-79;145;118;3.601.589.667;2.907.836.373;263
12/05/2020;Valladolid;VA;70-79;475;502;1.982.222.593;1.830.379.931;977
12/05/2020;Zamora;ZA;70-79;119;116;1.350.277.998;1.172.901.921;235
12/05/2020;Ávila;AV;80->80;362;565;6.108.673.642;6.264.552.611;927
12/05/2020;Zamora;ZA;80->80;181;276;2.312.803.476;2.226.165.511;457
12/05/2020;Castilla y León;CyL;80->80;4018;7069;4.921.124.829;5.213.588.223;11087
13/05/2020;Burgos;BU;0-9;189;143;1.325.943.595;1.063.197.026;332
13/05/2020;Salamanca;SA;0-9;246;272;2.198.587.899;2.562.411.682;518
13/05/2020;Segovia;SE;0-9;102;85;1.719.487.525;1.512.993.948;187
13/05/2020;Valladolid;VA;10-19;213;224;8.635.368.523;9.592.326.139;437
13/05/2020;Ávila;AV;20-29;131;184;1.834.220.106;2.788.723.856;315
13/05/2020;Segovia;SE;20-29;162;232;2.100.350.058;3.223.565.374;394
13/05/2020;Valladolid;VA;20-29;355;534;1.478.058.123;2.272.147.051;889
13/05/2020;Valladolid;VA;30-39;627;933;2.003.066.897;2.985.886.645;1560
13/05/2020;Zamora;ZA;30-39;110;168;1.283.846.872;213.713.268;278
13/05/2020;Ávila;AV;40-49;343;499;3.139.013.453;4.659.197.012;842
13/05/2020;León;LE;40-49;665;1039;2.079.164.582;3.174.845.688;1704
13/05/2020;Segovia;SE;40-49;418;619;3.674.079.283;5.373.730.359;1037
13/05/2020;Soria;SO;40-49;221;377;326.488.403;6.065.969.429;598
13/05/2020;Valladolid;VA;40-49;878;1316;1.956.284.397;300.394.896;2194
13/05/2020;Ávila;AV;50-59;323;514;2.711.323.764;4.435.623.058;837
13/05/2020;Zamora;ZA;50-59;179;289;1.390.723.332;2.318.863.837;468
13/05/2020;Ávila;AV;60-69;296;350;2.933.306.907;3.873.824.018;646
13/05/2020;Burgos;BU;60-69;478;564;2.050.534.083;2.599.797.179;1042
13/05/2020;Palencia;PA;60-69;225;240;1.929.508.618;2.217.704.676;465
13/05/2020;Salamanca;SA;60-69;642;739;3.200.558.353;3.616.521.484;1381
13/05/2020;Zamora;ZA;60-69;173;186;1.492.279.824;1.735.074.627;359
13/05/2020;Palencia;PA;70-79;154;164;2.069.614.299;2.082.539.683;318
13/05/2020;Soria;SO;70-79;147;119;3.651.266.766;2.932.479.054;266
13/05/2020;Ávila;AV;80->80;365;565;6.159.298.009;6.264.552.611;930
13/05/2020;León;LE;80->80;673;1207;3.891.748.106;4.080.321.828;1880
13/05/2020;Salamanca;SA;80->80;691;1195;5.558.683.935;5.986.374.111;1886
14/05/2020;Ávila;AV;0-9;109;92;1.874.462.597;1.723.169.133;201
14/05/2020;Palencia;PA;0-9;57;29;1.017.130.621;5.552.364.541;86
14/05/2020;Salamanca;SA;0-9;251;274;2.243.274.645;2.581.252.944;525
14/05/2020;Valladolid;VA;0-9;351;308;1.662.167.922;1.536.849.459;659
14/05/2020;Zamora;ZA;0-9;170;166;34.771.937;3.700.401.248;336
14/05/2020;Castilla y León;CyL;0-9;1499;1332;1.730.866.935;1.635.800.953;2831
14/05/2020;León;LE;10-19;136;147;7.971.396.753;9.038.922.708;283
14/05/2020;Palencia;PA;10-19;68;51;1.082.457.816;8.616.320.324;119
14/05/2020;Salamanca;SA;10-19;156;166;1.102.863.203;1.209.031.318;322
14/05/2020;Segovia;SE;10-19;68;67;9.371.554.576;9.724.238.026;135
14/05/2020;Zamora;ZA;10-19;58;62;1.001.381.215;1.104.775.481;120
14/05/2020;Castilla y León;CyL;10-19;986;988;9.636.905.635;1.015.645.881;1974
14/05/2020;Salamanca;SA;20-29;302;477;1.852.760.736;2.754.677.755;779
14/05/2020;Zamora;ZA;20-29;62;88;9.331.727.875;1.439.790.576;150
14/05/2020;Castilla y León;CyL;20-29;1813;2565;1.685.852.969;247.582.093;4378
14/05/2020;Ávila;AV;30-39;235;326;282.962.071;3.985.817.337;561
14/05/2020;Salamanca;SA;30-39;514;801;2.833.673.301;4.305.988.603;1315
14/05/2020;Soria;SO;30-39;146;240;275.888.133;4.848.484.848;386
14/05/2020;Valladolid;VA;30-39;627;941;2.003.066.897;3.011.489.103;1568
14/05/2020;Burgos;BU;40-49;797;1025;2.796.687.487;3.789.979.664;1822
14/05/2020;Soria;SO;40-49;225;379;3.323.976.954;6.098.149.638;604
14/05/2020;León;LE;50-59;676;995;1.934.745.278;2.791.885.294;1671
14/05/2020;Palencia;PA;50-59;267;406;2.102.031.176;3.336.346.454;673
14/05/2020;Soria;SO;50-59;294;459;4.027.949.034;7.168.514.759;753
14/05/2020;Zamora;ZA;50-59;182;294;1.414.031.544;2.358.982.588;476
14/05/2020;Castilla y León;CyL;50-59;4531;7013;2.467.045.263;3.849.193.717;11544
14/05/2020;Palencia;PA;60-69;224;245;1.920.933.025;2.263.906.856;469
14/05/2020;Segovia;SE;60-69;453;509;5.153.583.618;6.256.914.567;962
14/05/2020;Zamora;ZA;60-69;173;190;1.492.279.824;177.238.806;363
14/05/2020;Palencia;PA;70-79;155;168;2.083.053.353;2.133.333.333;323
14/05/2020;Salamanca;SA;70-79;433;468;2.889.170.615;2.667.730.719;901
14/05/2020;Segovia;SE;70-79;321;283;5.658.381.809;4.517.158.819;604
14/05/2020;Valladolid;VA;70-79;486;508;2.028.126.695;1.852.256.982;994
14/05/2020;Soria;SO;80->80;332;603;9.095.890.411;1.060.686.016;935
14/05/2020;Valladolid;VA;80->80;576;1185;420.131.291;5.088.676.085;1761
15/05/2020;Salamanca;SA;0-9;252;276;2.252.211.994;2.600.094.206;528
15/05/2020;Segovia;SE;0-9;107;87;1.803.776.129;1.548.593.806;194
15/05/2020;Valladolid;VA;0-9;356;309;1.685.845.527;154.183.923;665
15/05/2020;Zamora;ZA;0-9;174;166;3.559.010.022;3.700.401.248;340
15/05/2020;Valladolid;VA;10-19;216;226;8.756.993.432;9.677.971.908;442
15/05/2020;Castilla y León;CyL;10-19;997;996;9.744.416.752;1.023.869.734;1993
15/05/2020;Ávila;AV;20-29;135;187;1.890.226.827;2.834.192.179;322
15/05/2020;León;LE;20-29;254;356;1.377.365.653;206.472.567;610
15/05/2020;Salamanca;SA;20-29;307;479;1.883.435.583;2.766.227.766;786
15/05/2020;Valladolid;VA;20-29;360;548;1.498.875.843;233.171.645;908
15/05/2020;Ávila;AV;30-39;242;331;2.913.907.285;4.046.949.505;573
15/05/2020;León;LE;30-39;434;721;1.777.887.018;2.937.461.805;1155
15/05/2020;Palencia;PA;30-39;198;270;2.143.553.102;313.225.058;468
15/05/2020;Segovia;SE;30-39;264;382;2.968.960.864;4.344.364.836;646
15/05/2020;Valladolid;VA;30-39;632;945;2.019.040.317;3.024.290.332;1577
15/05/2020;León;LE;40-49;679;1044;2.122.936.468;319.012.406;1723
15/05/2020;Salamanca;SA;40-49;702;1055;3.081.650.571;4.480.591.183;1757
15/05/2020;Segovia;SE;40-49;433;638;3.805.924.233;5.538.675.232;1071
15/05/2020;Zamora;ZA;40-49;178;260;1.616.124.932;2.396.976.122;438
15/05/2020;León;LE;50-59;679;1006;1.943.331.425;2.822.750.358;1685
15/05/2020;Salamanca;SA;50-59;818;1302;3.291.485.595;5.145.228.216;2120
15/05/2020;Soria;SO;50-59;296;467;4.055.350.048;7.293.456.192;763
15/05/2020;Zamora;ZA;50-59;182;302;1.414.031.544;2.423.172.591;484
15/05/2020;Castilla y León;CyL;50-59;4567;7094;2.486.646.593;3.893.651.822;11661
15/05/2020;Salamanca;SA;60-69;650;753;32.404.407;3.685.034.746;1403
15/05/2020;Segovia;SE;60-69;459;513;5.221.843.003;6.306.084.819;972
15/05/2020;Valladolid;VA;60-69;599;786;1.922.706.555;233.622.637;1385
15/05/2020;Burgos;BU;70-79;358;332;2.201.045.189;1.932.254.685;690
15/05/2020;Palencia;PA;70-79;154;171;2.069.614.299;2.171.428.571;325
15/05/2020;Salamanca;SA;70-79;434;467;2.895.843.064;2.662.030.439;901
15/05/2020;Soria;SO;70-79;149;120;3.700.943.865;2.957.121.735;269
15/05/2020;Castilla y León;CyL;70-79;2797;2719;2.562.763.423;2.217.455.838;5516
15/05/2020;Segovia;SE;80->80;540;829;1.125.234.424;1.035.861.552;1369
15/05/2020;Zamora;ZA;80->80;201;313;2.568.361.871;2.524.600.742;514
16/05/2020;Burgos;BU;0-9;195;148;1.368.037.042;1.100.371.747;343
16/05/2020;Palencia;PA;0-9;58;29;1.034.975.018;5.552.364.541;87
16/05/2020;Soria;SO;0-9;52;43;1.541.197.392;1.328.800.989;95
16/05/2020;Zamora;ZA;0-9;174;166;3.559.010.022;3.700.401.248;340
16/05/2020;Castilla y León;CyL;0-9;1521;1347;1.756.269.918;1.654.222.135;2868
16/05/2020;Salamanca;SA;10-19;162;170;1.145.281.018;1.238.164.603;332
16/05/2020;Segovia;SE;10-19;68;68;9.371.554.576;9.869.375.907;136
16/05/2020;Ávila;AV;20-29;135;188;1.890.226.827;2.849.348.287;323
16/05/2020;León;LE;20-29;254;357;1.377.365.653;2.070.525.461;611
16/05/2020;Zamora;ZA;20-29;64;88;9.632.751.355;1.439.790.576;152
16/05/2020;Castilla y León;CyL;20-29;1829;2607;1.700.730.877;2.516.360.688;4436
16/05/2020;Ávila;AV;30-39;242;331;2.913.907.285;4.046.949.505;573
16/05/2020;León;LE;30-39;437;723;179.017.656;2.945.610.104;1160
16/05/2020;Palencia;PA;30-39;199;269;2.154.379.127;3.120.649.652;468
16/05/2020;Soria;SO;30-39;150;247;283.446.712;498.989.899;397
16/05/2020;Burgos;BU;40-49;802;1044;2.814.232.578;3.860.232.945;1846
16/05/2020;Salamanca;SA;40-49;702;1058;3.081.650.571;4.493.332.201;1760
16/05/2020;Soria;SO;40-49;227;386;3.353.523.416;621.078.037;613
16/05/2020;Ávila;AV;50-59;325;527;2.728.112.146;4.547.808.077;852
16/05/2020;León;LE;50-59;679;1010;1.943.331.425;2.833.974.017;1689
16/05/2020;Palencia;PA;50-59;271;406;213.352.228;3.336.346.454;677
16/05/2020;Castilla y León;CyL;50-59;4582;7125;2.494.813.815;3.910.666.652;11707
16/05/2020;Ávila;AV;60-69;301;351;298.285.601;3.884.892.086;652
16/05/2020;Zamora;ZA;70-79;131;122;1.486.440.486;1.233.569.262;253
16/05/2020;León;LE;80->80;676;1219;3.909.096.166;4.120.888.408;1895
16/05/2020;Salamanca;SA;80->80;696;1198;5.598.905.961;6.001.402.665;1894
16/05/2020;Zamora;ZA;80->80;201;314;2.568.361.871;2.532.666.559;515
16/05/2020;Castilla y León;CyL;80->80;4090;7196;500.930.825;5.307.254.329;11286
17/05/2020;Ávila;AV;0-9;112;92;192.605.331;1.723.169.133;204
17/05/2020;Burgos;BU;0-9;196;149;1.375.052.617;1.107.806.691;345
17/05/2020;Segovia;SE;0-9;108;87;182.063.385;1.548.593.806;195
17/05/2020;Valladolid;VA;0-9;357;311;1.690.581.048;1.551.818.772;668
17/05/2020;Segovia;SE;10-19;69;68;9.509.371.555;9.869.375.907;137
17/05/2020;Zamora;ZA;10-19;57;64;9.841.160.221;11.404.134;121
17/05/2020;Palencia;PA;20-29;126;140;1.835.396.941;2.141.655.194;266
17/05/2020;Salamanca;SA;20-29;310;480;1.901.840.491;2.772.002.772;790
17/05/2020;Valladolid;VA;20-29;360;549;1.498.875.843;2.335.971.407;909
17/05/2020;Zamora;ZA;20-29;64;88;9.632.751.355;1.439.790.576;152
17/05/2020;León;LE;30-39;438;724;1.794.273.074;2.949.684.253;1162
17/05/2020;Salamanca;SA;30-39;517;808;285.021.225;4.343.618.966;1325
17/05/2020;Valladolid;VA;30-39;635;947;2.028.624.369;3.030.690.946;1582
17/05/2020;León;LE;40-49;679;1048;2.122.936.468;3.202.346.758;1727
17/05/2020;Soria;SO;40-49;228;385;3.368.296.646;6.194.690.265;613
17/05/2020;Valladolid;VA;40-49;901;1333;2.007.531.026;3.042.753.772;2234
17/05/2020;Zamora;ZA;40-49;179;260;1.625.204.285;2.396.976.122;439
17/05/2020;Palencia;PA;50-59;272;406;2.141.395.056;3.336.346.454;678
17/05/2020;Castilla y León;CyL;50-59;4589;7136;2.498.625.184;3.916.704.172;11725
17/05/2020;Burgos;BU;60-69;487;592;2.089.142.465;2.728.865.124;1079
17/05/2020;Palencia;PA;60-69;225;245;1.929.508.618;2.263.906.856;470
17/05/2020;Salamanca;SA;60-69;650;755;32.404.407;3.694.822.355;1405
17/05/2020;Valladolid;VA;60-69;602;788;1.932.336.137;2.342.170.967;1390
17/05/2020;Zamora;ZA;60-69;175;197;1.509.531.614;1.837.686.567;372
17/05/2020;Castilla y León;CyL;60-69;3696;4435;2.425.801.709;2.967.488.107;8131
17/05/2020;Palencia;PA;70-79;154;172;2.069.614.299;2.184.126.984;326
17/05/2020;Valladolid;VA;70-79;492;516;2.053.165.296;1.881.426.384;1008
17/05/2020;Burgos;BU;80->80;510;876;4.627.109.418;4.710.690.471;1386
17/05/2020;Soria;SO;80->80;336;606;9.205.479.452;1.065.963.061;942
17/05/2020;Zamora;ZA;80->80;201;313;2.568.361.871;2.524.600.742;514
18/05/2020;Burgos;BU;10-19;160;166;9.890.585.399;1.084.683.743;326
18/05/2020;Valladolid;VA;10-19;221;230;8.959.701.614;9.849.263.446;451
18/05/2020;Castilla y León;CyL;10-19;1017;1007;9.939.891.512;1.035.177.532;2024
18/05/2020;León;LE;20-29;252;357;1.366.520.254;2.070.525.461;609
18/05/2020;Segovia;SE;20-29;172;252;2.230.001.297;3.501.458.941;424
18/05/2020;Soria;SO;20-29;100;149;2.271.178.742;362.618.642;249
18/05/2020;Ávila;AV;30-39;244;332;2.937.989.163;4.059.175.938;576
18/05/2020;Burgos;BU;30-39;553;728;2.652.405.391;3.640.546.082;1281
18/05/2020;Salamanca;SA;30-39;521;816;2.872.264.182;4.386.625.094;1337
18/05/2020;Segovia;SE;30-39;267;397;3.002.699.055;4.514.955.078;664
18/05/2020;Castilla y León;CyL;30-39;3140;4650;2.326.012.075;3.501.664.232;7790
18/05/2020;León;LE;40-49;687;1054;2.147.948.974;3.220.680.804;1741
18/05/2020;Palencia;PA;40-49;302;370;2.661.027.403;3.356.313.498;672
18/05/2020;Salamanca;SA;40-49;717;1066;3.147.497.805;4.527.308.248;1783
18/05/2020;Burgos;BU;50-59;717;1042;2.568.235.547;3.901.014.563;1759
18/05/2020;Palencia;PA;50-59;274;410;2.157.140.608;3.369.216.863;684
18/05/2020;Salamanca;SA;50-59;826;1304;3.323.676.163;5.153.131.792;2130
18/05/2020;Soria;SO;50-59;300;475;4.110.152.076;7.418.397.626;775
18/05/2020;Soria;SO;60-69;204;261;3.754.140.596;5.316.765.125;465
18/05/2020;Castilla y León;CyL;60-69;3718;4482;2.440.241.005;299.893.612;8200
18/05/2020;Ávila;AV;70-79;233;246;3.289.102.202;32.351.394;479
18/05/2020;León;LE;70-79;532;469;254.691.689;1.893.037.336;1001
18/05/2020;Valladolid;VA;70-79;493;522;2.057.338.397;1.903.303.435;1015
18/05/2020;Zamora;ZA;70-79;133;126;1.509.134.234;1.274.014.156;259
18/05/2020;León;LE;80->80;681;1224;3.938.009.599;413.779.115;1905
18/05/2020;Soria;SO;80->80;338;608;9.260.273.973;1.069.481.091;946
18/05/2020;Zamora;ZA;80->80;204;314;260.669.563;2.532.666.559;518
19/05/2020;Burgos;BU;0-9;196;150;1.375.052.617;1.115.241.636;346
19/05/2020;Segovia;SE;0-9;108;89;182.063.385;1.584.193.663;197
19/05/2020;Soria;SO;0-9;51;44;151.155.898;1.359.703.337;95
19/05/2020;Zamora;ZA;0-9;178;173;3.640.826.345;3.856.442.265;351
19/05/2020;Burgos;BU;10-19;163;167;1.007.603.388;1.091.217.982;330
19/05/2020;Segovia;SE;10-19;74;70;1.019.845.645;1.015.965.167;144
19/05/2020;Zamora;ZA;10-19;59;67;1.018.646.409;1.193.870.278;126
19/05/2020;Salamanca;SA;20-29;316;486;1.938.650.307;2.806.652.807;802
19/05/2020;Segovia;SE;20-29;175;254;2.268.896.668;3.529.248.298;429
19/05/2020;Palencia;PA;30-39;207;272;2.240.987.334;3.155.452.436;479
19/05/2020;Zamora;ZA;30-39;117;177;1.365.546.218;2.251.621.931;294
19/05/2020;Castilla y León;CyL;30-39;3171;4708;2.348.975.888;3.545.340.904;7879
19/05/2020;Castilla y León;CyL;50-59;4678;7307;254.708.403;4.010.560.172;11985
19/05/2020;León;LE;60-69;595;737;196.570.749;245.176.314;1332
19/05/2020;Castilla y León;CyL;60-69;3752;4542;246.255.628;3.039.082.521;8294
19/05/2020;Palencia;PA;70-79;156;172;2.096.492.407;2.184.126.984;328
19/05/2020;Segovia;SE;70-79;333;296;58.699.101;4.724.660.814;629
19/05/2020;Castilla y León;CyL;70-79;2841;2774;2.603.078.615;2.262.310.591;5615
19/05/2020;Ávila;AV;80->80;366;567;6.176.172.798;6.286.728.019;933
19/05/2020;Salamanca;SA;80->80;693;1204;5.574.772.746;6.031.459.774;1897
19/05/2020;Segovia;SE;80->80;545;849;1.135.653.261;106.085.218;1394
19/05/2020;Zamora;ZA;80->80;208;315;2.657.807.309;2.540.732.376;523
20/05/2020;Ávila;AV;0-9;114;94;196.044.712;1.760.629.331;208
20/05/2020;Zamora;ZA;0-9;182;174;3.722.642.667;3.878.733.839;356
20/05/2020;Castilla y León;CyL;0-9;1563;1382;1.804.766.523;1.697.204.893;2945
20/05/2020;Burgos;BU;10-19;165;172;1.019.966.619;1.123.889.179;337
20/05/2020;Zamora;ZA;10-19;62;67;1.070.441.989;1.193.870.278;129
20/05/2020;Castilla y León;CyL;10-19;1050;1032;1.026.242.486;1.060.877.074;2082
20/05/2020;Palencia;PA;20-29;134;143;195.193.008;2.187.547.805;277
20/05/2020;Valladolid;VA;20-29;373;563;1.553.001.915;2.395.540.805;936
20/05/2020;Castilla y León;CyL;20-29;1896;2674;1.763.032.118;2.581.031.254;4570
20/05/2020;Ávila;AV;30-39;248;340;298.615.292;4.156.987.407;588
20/05/2020;Segovia;SE;30-39;267;410;3.002.699.055;4.662.799.955;677
20/05/2020;Soria;SO;30-39;156;267;2.947.845.805;5.393.939.394;423
20/05/2020;Zamora;ZA;30-39;118;176;1.377.217.554;2.238.900.903;294
20/05/2020;Zamora;ZA;40-49;194;280;1.761.394.589;2.581.358.901;474
20/05/2020;Castilla y León;CyL;40-49;4749;6835;2.644.518.568;3.851.984.603;11584
20/05/2020;Burgos;BU;50-59;736;1061;2.636.291.998;3.972.146.307;1797
20/05/2020;Castilla y León;CyL;50-59;4729;7381;2.574.852.582;4.051.176.219;12110
20/05/2020;Ávila;AV;60-69;310;378;3.072.044.396;4.183.729.939;688
20/05/2020;Burgos;BU;60-69;497;618;2.132.040.667;284.871.393;1115
20/05/2020;León;LE;60-69;596;739;19.690.112;24.584.165;1335
20/05/2020;Palencia;PA;60-69;232;252;1.989.537.775;2.328.589.909;484
20/05/2020;Segovia;SE;60-69;481;540;5.472.127.418;663.798.402;1021
20/05/2020;Ávila;AV;70-79;236;247;3.331.451.158;3.248.290.373;483
20/05/2020;Burgos;BU;70-79;364;339;2.237.934.215;1.972.994.995;703
20/05/2020;Salamanca;SA;70-79;439;475;2.929.205.311;2.707.632.674;914
20/05/2020;Valladolid;VA;70-79;503;527;2.099.069.399;1.921.534.311;1030
20/05/2020;Zamora;ZA;70-79;137;129;1.554.521.729;1.304.347.826;266
20/05/2020;Burgos;BU;80->80;515;889;4.672.473.235;4.780.597.978;1404
20/05/2020;Palencia;PA;80->80;198;385;3.967.140.854;4.250.855.692;583
20/05/2020;Castilla y León;CyL;80->80;4147;7278;5.079.120.125;5.367.731.658;11425
21/05/2020;León;LE;0-9;220;200;1.524.601.525;1.490.312.966;420
21/05/2020;Palencia;PA;0-9;61;29;1.088.508.208;5.552.364.541;90
21/05/2020;Valladolid;VA;0-9;377;328;1.785.291.471;1.636.644.878;705
21/05/2020;Burgos;BU;10-19;167;174;1.032.329.851;1.136.957.658;341
21/05/2020;Salamanca;SA;10-19;169;177;1.194.768.469;1.289.147.851;346
21/05/2020;Segovia;SE;10-19;75;72;1.033.627.343;1.044.992.743;147
21/05/2020;Zamora;ZA;10-19;62;67;1.070.441.989;1.193.870.278;129
21/05/2020;Castilla y León;CyL;10-19;1060;1048;1.036.016.224;1.077.324.781;2108
21/05/2020;Segovia;SE;20-29;181;262;2.346.687.411;3.640.405.725;443
21/05/2020;Valladolid;VA;20-29;378;566;1.573.819.635;2.408.305.676;944
21/05/2020;Palencia;PA;30-39;210;272;2.273.465.411;3.155.452.436;482
21/05/2020;Salamanca;SA;30-39;532;825;2.932.906.996;4.435.006.988;1357
21/05/2020;Segovia;SE;30-39;269;416;3.025.191.183;4.731.036.051;685
21/05/2020;Valladolid;VA;30-39;654;969;2.089.323.366;3.101.097.705;1623
21/05/2020;Castilla y León;CyL;30-39;3219;4759;238.453.276;3.583.746.254;7978
21/05/2020;Palencia;PA;40-49;313;375;2.757.952.242;3.401.669.086;688
21/05/2020;Segovia;SE;40-49;469;693;4.122.352.114;6.016.147.235;1162
21/05/2020;Castilla y León;CyL;40-49;4793;6884;266.902.032;3.879.599.416;11677
21/05/2020;Burgos;BU;50-59;747;1069;2.675.693.101;4.002.096.515;1816
21/05/2020;León;LE;50-59;702;1030;2.009.158.558;2.890.092.315;1732
21/05/2020;Soria;SO;50-59;305;485;417.865.461;7.574.574.418;790
21/05/2020;Valladolid;VA;50-59;769;1252;1.947.969.704;310.154.334;2021
21/05/2020;Zamora;ZA;50-59;193;329;1.499.494.989;2.639.813.849;522
21/05/2020;Ávila;AV;60-69;312;379;3.091.864.037;4.194.798.008;691
21/05/2020;Salamanca;SA;60-69;666;779;3.320.205.394;3.812.273.662;1445
21/05/2020;Segovia;SE;60-69;484;548;550.625.711;6.736.324.524;1032
21/05/2020;Soria;SO;60-69;208;264;3.827.751.196;5.377.877.368;472
21/05/2020;Valladolid;VA;60-69;622;815;199.653.335;2.422.423.017;1437
21/05/2020;Palencia;PA;70-79;161;173;2.163.687.676;2.196.825.397;334
21/05/2020;Segovia;SE;70-79;337;301;5.940.419.531;4.804.469.274;638
21/05/2020;Zamora;ZA;70-79;138;130;1.565.868.603;131.445.905;268
21/05/2020;León;LE;80->80;686;1240;3.966.923.032;4.191.879.923;1926
21/05/2020;Palencia;PA;80->80;201;386;4.027.249.048;4.261.896.875;587
21/05/2020;Zamora;ZA;80->80;208;317;2.657.807.309;255.686.401;525
22/05/2020;Salamanca;SA;0-9;256;283;2.287.961.391;2.666.038.625;539
22/05/2020;Ávila;AV;10-19;95;73;1.362.007.168;1.122.558.819;168
22/05/2020;León;LE;10-19;150;161;8.791.981.713;989.977.249;311
22/05/2020;Zamora;ZA;10-19;63;70;1.087.707.182;1.247.327.156;133
22/05/2020;Ávila;AV;20-29;141;198;1.974.236.908;3.000.909.366;339
22/05/2020;Burgos;BU;20-29;336;433;2.097.902.098;2.888.785.109;769
22/05/2020;León;LE;20-29;267;374;1.447.860.745;2.169.121.912;641
22/05/2020;Salamanca;SA;20-29;324;493;1.987.730.061;2.847.077.847;817
22/05/2020;Segovia;SE;20-29;182;262;2.359.652.535;3.640.405.725;444
22/05/2020;Ávila;AV;30-39;252;344;3.034.316.677;4.205.893.141;596
22/05/2020;Burgos;BU;30-39;570;755;2.733.944.074;3.775.566.335;1325
22/05/2020;Palencia;PA;30-39;210;278;2.273.465.411;3.225.058.005;488
22/05/2020;Soria;SO;30-39;156;268;2.947.845.805;5.414.141.414;424
22/05/2020;Ávila;AV;40-49;367;531;3.358.652.878;4.957.983.193;898
22/05/2020;León;LE;40-49;706;1100;2.207.353.677;3.361.241.826;1806
22/05/2020;Salamanca;SA;50-59;842;1332;3.388.057.299;5.263.781.861;2174
22/05/2020;Valladolid;VA;50-59;774;1255;1.960.635.307;3.108.975.153;2029
22/05/2020;León;LE;60-69;614;766;2.028.477.981;254.823.686;1380
22/05/2020;Segovia;SE;60-69;488;556;5.551.763.367;6.834.665.028;1044
22/05/2020;Soria;SO;60-69;211;266;3.882.959.146;5.418.618.863;477
22/05/2020;Castilla y León;CyL;60-69;3873;4688;2.541.972.408;3.136.772.096;8561
22/05/2020;Palencia;PA;70-79;162;173;217.712.673;2.196.825.397;335
22/05/2020;Salamanca;SA;70-79;443;483;2.955.895.109;2.753.234.909;926
22/05/2020;Soria;SO;70-79;153;125;3.800.298.063;308.033.514;278
22/05/2020;Zamora;ZA;70-79;137;131;1.554.521.729;1.324.570.273;268
22/05/2020;Valladolid;VA;80->80;592;1213;4.318.016.047;5.208.914.845;1805
22/05/2020;Zamora;ZA;80->80;208;319;2.657.807.309;2.572.995.644;527
23/05/2020;Burgos;BU;0-9;199;154;1.396.099.341;1.144.981.413;353
23/05/2020;León;LE;0-9;222;201;1.538.461.538;1.497.764.531;423
23/05/2020;Salamanca;SA;0-9;256;283;2.287.961.391;2.666.038.625;539
23/05/2020;Ávila;AV;10-19;95;73;1.362.007.168;1.122.558.819;168
23/05/2020;Segovia;SE;10-19;78;75;1.074.972.437;1.088.534.107;153
23/05/2020;León;LE;20-29;267;377;1.447.860.745;2.186.521.285;644
23/05/2020;Palencia;PA;20-29;134;145;195.193.008;2.218.142.879;279
