año;mes;valor;sigla;provincia;CCAA;Pacientes desplazados;mes_numero;mes_ano
2020;Marzo;activos;ZA;Zamora;C. VALENCIANA;58;03;2020-03
2020;Marzo;activos;ZA;Zamora;NAVARRA;19;03;2020-03
2020;Abril;activos;AV;Ávila;ANDALUCIA;58;04;2020-04
2020;Abril;activos;AV;Ávila;BALEARES;16;04;2020-04
2020;Abril;activos;AV;Ávila;NAVARRA;10;04;2020-04
2020;Abril;activos;BU;Burgos;MELILLA;1;04;2020-04
2020;Abril;activos;BU;Burgos;GALICIA;53;04;2020-04
2020;Abril;activos;BU;Burgos;CANTABRIA;132;04;2020-04
2020;Abril;activos;LE;León;MELILLA;4;04;2020-04
2020;Abril;activos;LE;León;BALEARES;57;04;2020-04
2020;Abril;activos;LE;León;CEUTA;0;04;2020-04
2020;Abril;activos;LE;León;MURCIA;17;04;2020-04
2020;Abril;activos;LE;León;CASTILLA-LA MANCHA;50;04;2020-04
2020;Abril;activos;LE;León;ARAGON;23;04;2020-04
2020;Abril;activos;LE;León;EXTREMADURA;43;04;2020-04
2020;Abril;activos;PA;Palencia;MADRID;280;04;2020-04
2020;Abril;activos;PA;Palencia;ANDALUCIA;53;04;2020-04
2020;Abril;activos;PA;Palencia;LA RIOJA;12;04;2020-04
2020;Abril;activos;PA;Palencia;CANTABRIA;163;04;2020-04
2020;Abril;activos;SA;Salamanca;CANARIAS;60;04;2020-04
2020;Abril;activos;SA;Salamanca;MELILLA;1;04;2020-04
2020;Abril;activos;SA;Salamanca;ANDALUCIA;87;04;2020-04
2020;Abril;activos;SA;Salamanca;LA RIOJA;26;04;2020-04
2020;Abril;activos;SA;Salamanca;CEUTA;7;04;2020-04
2020;Abril;activos;SA;Salamanca;GALICIA;94;04;2020-04
2020;Abril;activos;SA;Salamanca;CANTABRIA;58;04;2020-04
2020;Abril;activos;SA;Salamanca;PAIS VASCO;343;04;2020-04
2020;Abril;activos;SA;Salamanca;ARAGON;24;04;2020-04
2020;Abril;activos;SA;Salamanca;EXTREMADURA;351;04;2020-04
2020;Abril;activos;SE;Segovia;CANARIAS;12;04;2020-04
2020;Abril;activos;SE;Segovia;MADRID;1613;04;2020-04
2020;Abril;activos;SE;Segovia;ANDALUCIA;35;04;2020-04
2020;Abril;activos;SE;Segovia;CEUTA;2;04;2020-04
2020;Abril;activos;SE;Segovia;MURCIA;6;04;2020-04
2020;Abril;activos;SE;Segovia;GALICIA;32;04;2020-04
2020;Abril;activos;SE;Segovia;CANTABRIA;10;04;2020-04
2020;Abril;activos;SE;Segovia;ARAGON;11;04;2020-04
2020;Abril;activos;SE;Segovia;NAVARRA;8;04;2020-04
2020;Abril;activos;SO;Soria;CATALUÑA;117;04;2020-04
2020;Abril;activos;SO;Soria;ANDALUCIA;48;04;2020-04
2020;Abril;activos;SO;Soria;GALICIA;22;04;2020-04
2020;Abril;activos;SO;Soria;C. VALENCIANA;25;04;2020-04
2020;Abril;activos;SO;Soria;ARAGON;166;04;2020-04
2020;Abril;activos;SO;Soria;EXTREMADURA;22;04;2020-04
2020;Abril;activos;SO;Soria;NAVARRA;32;04;2020-04
2020;Abril;activos;VA;Valladolid;CATALUÑA;54;04;2020-04
2020;Abril;activos;VA;Valladolid;ANDALUCIA;80;04;2020-04
2020;Abril;activos;VA;Valladolid;NAVARRA;17;04;2020-04
2020;Abril;activos;ZA;Zamora;LA RIOJA;9;04;2020-04
2020;Abril;activos;ZA;Zamora;ASTURIAS;127;04;2020-04
2020;Abril;activos;ZA;Zamora;BALEARES;5;04;2020-04
2020;Abril;activos;ZA;Zamora;CASTILLA-LA MANCHA;29;04;2020-04
2020;Mayo;activos;AV;Ávila;MELILLA;4;05;2020-05
2020;Mayo;activos;AV;Ávila;ANDALUCIA;52;05;2020-05
2020;Mayo;activos;AV;Ávila;LA RIOJA;1;05;2020-05
2020;Mayo;activos;AV;Ávila;CASTILLA-LA MANCHA;135;05;2020-05
2020;Mayo;activos;AV;Ávila;ARAGON;8;05;2020-05
2020;Mayo;activos;AV;Ávila;EXTREMADURA;73;05;2020-05
2020;Mayo;activos;BU;Burgos;CANARIAS;19;05;2020-05
2020;Mayo;activos;BU;Burgos;MELILLA;0;05;2020-05
2020;Mayo;activos;BU;Burgos;CATALUÑA;120;05;2020-05
2020;Mayo;activos;BU;Burgos;LA RIOJA;80;05;2020-05
2020;Mayo;activos;BU;Burgos;BALEARES;13;05;2020-05
2020;Mayo;activos;BU;Burgos;CASTILLA-LA MANCHA;28;05;2020-05
2020;Mayo;activos;BU;Burgos;PAIS VASCO;1513;05;2020-05
2020;Mayo;activos;BU;Burgos;EXTREMADURA;38;05;2020-05
2020;Mayo;activos;LE;León;MELILLA;3;05;2020-05
2020;Mayo;activos;LE;León;CATALUÑA;262;05;2020-05
2020;Mayo;activos;LE;León;CASTILLA-LA MANCHA;52;05;2020-05
2020;Mayo;activos;LE;León;CANTABRIA;65;05;2020-05
2020;Mayo;activos;LE;León;PAIS VASCO;283;05;2020-05
2020;Mayo;activos;LE;León;ARAGON;24;05;2020-05
2020;Mayo;activos;LE;León;EXTREMADURA;43;05;2020-05
2020;Mayo;activos;PA;Palencia;CATALUÑA;47;05;2020-05
2020;Mayo;activos;PA;Palencia;MURCIA;6;05;2020-05
2020;Mayo;activos;PA;Palencia;CANTABRIA;158;05;2020-05
2020;Mayo;activos;PA;Palencia;PAIS VASCO;307;05;2020-05
2020;Mayo;activos;SA;Salamanca;ANDALUCIA;76;05;2020-05
2020;Mayo;activos;SA;Salamanca;LA RIOJA;19;05;2020-05
2020;Mayo;activos;SA;Salamanca;CEUTA;5;05;2020-05
2020;Mayo;activos;SA;Salamanca;C. VALENCIANA;73;05;2020-05
2020;Mayo;activos;SA;Salamanca;ARAGON;17;05;2020-05
2020;Mayo;activos;SA;Salamanca;EXTREMADURA;301;05;2020-05
2020;Mayo;activos;SA;Salamanca;NAVARRA;39;05;2020-05
2020;Mayo;activos;SE;Segovia;CEUTA;0;05;2020-05
2020;Mayo;activos;SE;Segovia;MURCIA;6;05;2020-05
2020;Mayo;activos;SE;Segovia;GALICIA;27;05;2020-05
2020;Mayo;activos;SE;Segovia;CASTILLA-LA MANCHA;47;05;2020-05
2020;Mayo;activos;SE;Segovia;C. VALENCIANA;21;05;2020-05
2020;Mayo;activos;SE;Segovia;PAIS VASCO;35;05;2020-05
2020;Mayo;activos;SO;Soria;CANARIAS;3;05;2020-05
2020;Mayo;activos;SO;Soria;LA RIOJA;44;05;2020-05
2020;Mayo;activos;SO;Soria;BALEARES;14;05;2020-05
2020;Mayo;activos;SO;Soria;MURCIA;5;05;2020-05
2020;Mayo;activos;SO;Soria;CASTILLA-LA MANCHA;35;05;2020-05
2020;Mayo;activos;SO;Soria;PAIS VASCO;65;05;2020-05
2020;Mayo;activos;SO;Soria;ARAGON;158;05;2020-05
2020;Mayo;activos;SO;Soria;NAVARRA;32;05;2020-05
2020;Mayo;activos;VA;Valladolid;MELILLA;0;05;2020-05
2020;Mayo;activos;VA;Valladolid;CATALUÑA;46;05;2020-05
2020;Mayo;activos;VA;Valladolid;BALEARES;15;05;2020-05
2020;Mayo;activos;VA;Valladolid;GALICIA;48;05;2020-05
2020;Mayo;activos;VA;Valladolid;PAIS VASCO;141;05;2020-05
2020;Mayo;activos;ZA;Zamora;CANARIAS;9;05;2020-05
2020;Mayo;activos;ZA;Zamora;CEUTA;0;05;2020-05
2020;Mayo;activos;ZA;Zamora;ARAGON;9;05;2020-05
2020;Mayo;activos;ZA;Zamora;NAVARRA;24;05;2020-05
2020;Marzo;variación activos respecto a mes anterior;AV;Ávila;CANARIAS;1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;AV;Ávila;LA RIOJA;-1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;AV;Ávila;ASTURIAS;3;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;AV;Ávila;GALICIA;-5;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;AV;Ávila;CASTILLA-LA MANCHA;-37;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;AV;Ávila;PAIS VASCO;2;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;AV;Ávila;EXTREMADURA;-2;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;BU;Burgos;CANARIAS;-7;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;BU;Burgos;MADRID;64;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;BU;Burgos;ANDALUCIA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;BU;Burgos;BALEARES;-7;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;BU;Burgos;PAIS VASCO;43;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;BU;Burgos;EXTREMADURA;2;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;MELILLA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;BALEARES;-25;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;MURCIA;-7;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;GALICIA;-56;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;CANTABRIA;-19;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;C. VALENCIANA;-9;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;PAIS VASCO;-13;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;ARAGON;-7;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;LE;León;NAVARRA;-1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;PA;Palencia;MADRID;55;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;PA;Palencia;BALEARES;-3;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;PA;Palencia;CANTABRIA;-25;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;MADRID;174;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;ANDALUCIA;-12;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;ASTURIAS;-8;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;BALEARES;-5;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;GALICIA;1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;C. VALENCIANA;-10;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;PAIS VASCO;19;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SA;Salamanca;EXTREMADURA;-36;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SE;Segovia;MELILLA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SE;Segovia;ANDALUCIA;-11;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SE;Segovia;LA RIOJA;-2;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SE;Segovia;MURCIA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SE;Segovia;GALICIA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SE;Segovia;CASTILLA-LA MANCHA;6;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SE;Segovia;ARAGON;4;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SO;Soria;LA RIOJA;1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SO;Soria;ASTURIAS;1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SO;Soria;CEUTA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SO;Soria;CASTILLA-LA MANCHA;2;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SO;Soria;CANTABRIA;1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SO;Soria;PAIS VASCO;-5;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;SO;Soria;EXTREMADURA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;CATALUÑA;-11;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;MADRID;38;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;ANDALUCIA;-14;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;LA RIOJA;11;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;GALICIA;-18;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;CANTABRIA;-7;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;C. VALENCIANA;-11;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;VA;Valladolid;NAVARRA;3;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;ZA;Zamora;CATALUÑA;-16;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;ZA;Zamora;MADRID;152;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;ZA;Zamora;BALEARES;-8;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;ZA;Zamora;CEUTA;0;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;ZA;Zamora;CANTABRIA;-1;03;2020-03
2020;Marzo;variación activos respecto a mes anterior;ZA;Zamora;EXTREMADURA;-1;03;2020-03
2020;Abril;variación activos respecto a mes anterior;AV;Ávila;MELILLA;0;04;2020-04
2020;Abril;variación activos respecto a mes anterior;AV;Ávila;ANDALUCIA;-20;04;2020-04
2020;Abril;variación activos respecto a mes anterior;AV;Ávila;LA RIOJA;0;04;2020-04
2020;Abril;variación activos respecto a mes anterior;AV;Ávila;ASTURIAS;-10;04;2020-04
2020;Abril;variación activos respecto a mes anterior;AV;Ávila;CANTABRIA;-2;04;2020-04
2020;Abril;variación activos respecto a mes anterior;AV;Ávila;C. VALENCIANA;-18;04;2020-04
2020;Abril;variación activos respecto a mes anterior;BU;Burgos;CATALUÑA;-33;04;2020-04
2020;Abril;variación activos respecto a mes anterior;BU;Burgos;ASTURIAS;-12;04;2020-04
2020;Abril;variación activos respecto a mes anterior;BU;Burgos;BALEARES;-11;04;2020-04
2020;Abril;variación activos respecto a mes anterior;BU;Burgos;C. VALENCIANA;-30;04;2020-04
2020;Abril;variación activos respecto a mes anterior;BU;Burgos;ARAGON;-18;04;2020-04
2020;Abril;variación activos respecto a mes anterior;LE;León;MELILLA;2;04;2020-04
2020;Abril;variación activos respecto a mes anterior;LE;León;BALEARES;-31;04;2020-04
2020;Abril;variación activos respecto a mes anterior;LE;León;PAIS VASCO;-39;04;2020-04
2020;Abril;variación activos respecto a mes anterior;LE;León;EXTREMADURA;-12;04;2020-04
2020;Abril;variación activos respecto a mes anterior;LE;León;NAVARRA;-9;04;2020-04
2020;Abril;variación activos respecto a mes anterior;PA;Palencia;CANARIAS;-9;04;2020-04
2020;Abril;variación activos respecto a mes anterior;PA;Palencia;CATALUÑA;-12;04;2020-04
2020;Abril;variación activos respecto a mes anterior;PA;Palencia;GALICIA;-11;04;2020-04
2020;Abril;variación activos respecto a mes anterior;PA;Palencia;C. VALENCIANA;-7;04;2020-04
2020;Abril;variación activos respecto a mes anterior;PA;Palencia;EXTREMADURA;-1;04;2020-04
2020;Abril;variación activos respecto a mes anterior;PA;Palencia;NAVARRA;-7;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;CANARIAS;-8;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;CATALUÑA;-18;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;LA RIOJA;-11;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;ASTURIAS;-19;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;MURCIA;-19;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;CASTILLA-LA MANCHA;-20;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;CANTABRIA;-20;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SA;Salamanca;PAIS VASCO;-34;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SE;Segovia;CANARIAS;1;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SE;Segovia;MELILLA;0;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SE;Segovia;MADRID;75;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SE;Segovia;ANDALUCIA;-22;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SE;Segovia;EXTREMADURA;-3;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;CATALUÑA;-46;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;ANDALUCIA;-12;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;ASTURIAS;-3;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;MURCIA;-1;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;GALICIA;5;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;CASTILLA-LA MANCHA;-8;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;C. VALENCIANA;-3;04;2020-04
2020;Abril;variación activos respecto a mes anterior;SO;Soria;PAIS VASCO;-9;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;CANARIAS;-6;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;LA RIOJA;-4;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;BALEARES;-10;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;CEUTA;0;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;CANTABRIA;-13;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;C. VALENCIANA;-24;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;PAIS VASCO;-22;04;2020-04
2020;Abril;variación activos respecto a mes anterior;VA;Valladolid;EXTREMADURA;-19;04;2020-04
2020;Abril;variación activos respecto a mes anterior;ZA;Zamora;MADRID;-7;04;2020-04
2020;Abril;variación activos respecto a mes anterior;ZA;Zamora;ANDALUCIA;-8;04;2020-04
2020;Abril;variación activos respecto a mes anterior;ZA;Zamora;MURCIA;1;04;2020-04
2020;Abril;variación activos respecto a mes anterior;ZA;Zamora;CASTILLA-LA MANCHA;-4;04;2020-04
2020;Abril;variación activos respecto a mes anterior;ZA;Zamora;CANTABRIA;1;04;2020-04
2020;Mayo;variación activos respecto a mes anterior;AV;Ávila;BALEARES;-1;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;AV;Ávila;CEUTA;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;AV;Ávila;MURCIA;-3;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;AV;Ávila;CASTILLA-LA MANCHA;-8;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;AV;Ávila;C. VALENCIANA;-8;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;BU;Burgos;CANARIAS;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;BU;Burgos;MADRID;19;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;BU;Burgos;ANDALUCIA;2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;BU;Burgos;GALICIA;-4;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;BU;Burgos;CANTABRIA;4;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;BU;Burgos;C. VALENCIANA;-27;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;LE;León;ANDALUCIA;-24;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;LE;León;LA RIOJA;-10;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;LE;León;GALICIA;-28;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;LE;León;CASTILLA-LA MANCHA;2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;LE;León;PAIS VASCO;-27;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;LE;León;EXTREMADURA;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;ANDALUCIA;-8;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;LA RIOJA;-2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;BALEARES;-1;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;CEUTA;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;MURCIA;-3;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;GALICIA;1;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;PAIS VASCO;-5;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;ARAGON;-4;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;PA;Palencia;EXTREMADURA;-7;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SA;Salamanca;LA RIOJA;-7;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SA;Salamanca;BALEARES;-2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SA;Salamanca;CANTABRIA;-8;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SA;Salamanca;C. VALENCIANA;2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SE;Segovia;CATALUÑA;-3;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SE;Segovia;ASTURIAS;-1;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SE;Segovia;BALEARES;-2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SE;Segovia;GALICIA;-5;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SE;Segovia;CASTILLA-LA MANCHA;1;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SE;Segovia;CANTABRIA;-4;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SE;Segovia;ARAGON;-6;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;CANARIAS;-5;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;MELILLA;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;CATALUÑA;-26;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;MADRID;45;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;CEUTA;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;MURCIA;-4;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;GALICIA;-6;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;CASTILLA-LA MANCHA;2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;ARAGON;-8;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;SO;Soria;NAVARRA;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;VA;Valladolid;LA RIOJA;-3;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;VA;Valladolid;BALEARES;-7;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;VA;Valladolid;CANTABRIA;-2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;VA;Valladolid;C. VALENCIANA;-15;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;VA;Valladolid;ARAGON;-7;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;ZA;Zamora;CANARIAS;-6;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;ZA;Zamora;ANDALUCIA;-2;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;ZA;Zamora;ASTURIAS;5;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;ZA;Zamora;CEUTA;0;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;ZA;Zamora;C. VALENCIANA;-7;05;2020-05
2020;Mayo;variación activos respecto a mes anterior;ZA;Zamora;PAIS VASCO;17;05;2020-05
2020;Enero;altas;AV;Ávila;CATALUÑA;25;01;2020-01
2020;Enero;altas;AV;Ávila;BALEARES;7;01;2020-01
2020;Enero;altas;AV;Ávila;EXTREMADURA;36;01;2020-01
2020;Enero;altas;AV;Ávila;NAVARRA;3;01;2020-01
2020;Enero;altas;BU;Burgos;BALEARES;12;01;2020-01
2020;Enero;altas;BU;Burgos;MURCIA;14;01;2020-01
2020;Enero;altas;BU;Burgos;CANTABRIA;55;01;2020-01
2020;Enero;altas;LE;León;ANDALUCIA;73;01;2020-01
2020;Enero;altas;LE;León;ASTURIAS;330;01;2020-01
2020;Enero;altas;LE;León;MURCIA;14;01;2020-01
2020;Enero;altas;LE;León;GALICIA;162;01;2020-01
2020;Enero;altas;LE;León;CASTILLA-LA MANCHA;35;01;2020-01
2020;Enero;altas;LE;León;C. VALENCIANA;70;01;2020-01
2020;Enero;altas;LE;León;ARAGON;15;01;2020-01
2020;Enero;altas;LE;León;NAVARRA;15;01;2020-01
2020;Enero;altas;PA;Palencia;LA RIOJA;2;01;2020-01
2020;Enero;altas;PA;Palencia;BALEARES;7;01;2020-01
2020;Enero;altas;PA;Palencia;CEUTA;0;01;2020-01
2020;Enero;altas;PA;Palencia;MURCIA;4;01;2020-01
2020;Enero;altas;PA;Palencia;CANTABRIA;83;01;2020-01
2020;Enero;altas;PA;Palencia;C. VALENCIANA;9;01;2020-01
2020;Enero;altas;PA;Palencia;NAVARRA;10;01;2020-01
2020;Enero;altas;SA;Salamanca;MELILLA;0;01;2020-01
2020;Enero;altas;SA;Salamanca;CATALUÑA;58;01;2020-01
2020;Enero;altas;SA;Salamanca;LA RIOJA;10;01;2020-01
2020;Enero;altas;SA;Salamanca;ASTURIAS;36;01;2020-01
2020;Enero;altas;SA;Salamanca;CEUTA;2;01;2020-01
2020;Enero;altas;SA;Salamanca;GALICIA;41;01;2020-01
2020;Enero;altas;SA;Salamanca;CASTILLA-LA MANCHA;39;01;2020-01
2020;Enero;altas;SA;Salamanca;C. VALENCIANA;33;01;2020-01
2020;Enero;altas;SA;Salamanca;EXTREMADURA;160;01;2020-01
2020;Enero;altas;SA;Salamanca;NAVARRA;17;01;2020-01
2020;Enero;altas;SE;Segovia;CANARIAS;6;01;2020-01
2020;Enero;altas;SE;Segovia;CATALUÑA;11;01;2020-01
2020;Enero;altas;SE;Segovia;MADRID;428;01;2020-01
2020;Enero;altas;SE;Segovia;ANDALUCIA;28;01;2020-01
2020;Enero;altas;SE;Segovia;BALEARES;4;01;2020-01
2020;Enero;altas;SE;Segovia;CEUTA;2;01;2020-01
2020;Enero;altas;SE;Segovia;C. VALENCIANA;17;01;2020-01
2020;Enero;altas;SE;Segovia;NAVARRA;0;01;2020-01
2020;Enero;altas;SO;Soria;CATALUÑA;57;01;2020-01
2020;Enero;altas;SO;Soria;CASTILLA-LA MANCHA;16;01;2020-01
2020;Enero;altas;SO;Soria;C. VALENCIANA;16;01;2020-01
2020;Enero;altas;SO;Soria;NAVARRA;23;01;2020-01
2020;Enero;altas;VA;Valladolid;CEUTA;1;01;2020-01
2020;Enero;altas;VA;Valladolid;GALICIA;42;01;2020-01
2020;Enero;altas;VA;Valladolid;C. VALENCIANA;42;01;2020-01
2020;Enero;altas;VA;Valladolid;EXTREMADURA;23;01;2020-01
2020;Enero;altas;ZA;Zamora;CANARIAS;11;01;2020-01
2020;Enero;altas;ZA;Zamora;MELILLA;0;01;2020-01
2020;Enero;altas;ZA;Zamora;CATALUÑA;47;01;2020-01
2020;Enero;altas;ZA;Zamora;MADRID;176;01;2020-01
2020;Enero;altas;ZA;Zamora;MURCIA;4;01;2020-01
2020;Enero;altas;ZA;Zamora;CASTILLA-LA MANCHA;17;01;2020-01
2020;Enero;altas;ZA;Zamora;CANTABRIA;2;01;2020-01
