año;mes;valor;sigla;provincia;CCAA;Pacientes desplazados;mes_numero;mes_ano
2020;Enero;altas;ZA;Zamora;EXTREMADURA;8;01;2020-01
2020;Enero;altas;ZA;Zamora;NAVARRA;7;01;2020-01
2020;Febrero;altas;AV;Ávila;CANARIAS;3;02;2020-02
2020;Febrero;altas;AV;Ávila;MELILLA;0;02;2020-02
2020;Febrero;altas;AV;Ávila;CATALUÑA;24;02;2020-02
2020;Febrero;altas;AV;Ávila;BALEARES;9;02;2020-02
2020;Febrero;altas;AV;Ávila;CEUTA;0;02;2020-02
2020;Febrero;altas;AV;Ávila;GALICIA;11;02;2020-02
2020;Febrero;altas;AV;Ávila;PAIS VASCO;19;02;2020-02
2020;Febrero;altas;AV;Ávila;NAVARRA;2;02;2020-02
2020;Febrero;altas;BU;Burgos;CANARIAS;15;02;2020-02
2020;Febrero;altas;BU;Burgos;CATALUÑA;48;02;2020-02
2020;Febrero;altas;BU;Burgos;ANDALUCIA;46;02;2020-02
2020;Febrero;altas;BU;Burgos;ASTURIAS;17;02;2020-02
2020;Febrero;altas;BU;Burgos;BALEARES;6;02;2020-02
2020;Febrero;altas;BU;Burgos;CEUTA;0;02;2020-02
2020;Febrero;altas;BU;Burgos;C. VALENCIANA;22;02;2020-02
2020;Febrero;altas;BU;Burgos;ARAGON;25;02;2020-02
2020;Febrero;altas;LE;León;LA RIOJA;14;02;2020-02
2020;Febrero;altas;LE;León;CEUTA;0;02;2020-02
2020;Febrero;altas;LE;León;GALICIA;158;02;2020-02
2020;Febrero;altas;PA;Palencia;ANDALUCIA;15;02;2020-02
2020;Febrero;altas;PA;Palencia;CEUTA;0;02;2020-02
2020;Febrero;altas;PA;Palencia;GALICIA;12;02;2020-02
2020;Febrero;altas;PA;Palencia;PAIS VASCO;122;02;2020-02
2020;Febrero;altas;PA;Palencia;EXTREMADURA;12;02;2020-02
2020;Febrero;altas;PA;Palencia;NAVARRA;10;02;2020-02
2020;Febrero;altas;SA;Salamanca;CANARIAS;23;02;2020-02
2020;Febrero;altas;SA;Salamanca;ASTURIAS;40;02;2020-02
2020;Febrero;altas;SA;Salamanca;BALEARES;29;02;2020-02
2020;Febrero;altas;SA;Salamanca;MURCIA;17;02;2020-02
2020;Febrero;altas;SA;Salamanca;GALICIA;52;02;2020-02
2020;Febrero;altas;SA;Salamanca;C. VALENCIANA;39;02;2020-02
2020;Febrero;altas;SA;Salamanca;PAIS VASCO;127;02;2020-02
2020;Febrero;altas;SE;Segovia;CANARIAS;5;02;2020-02
2020;Febrero;altas;SE;Segovia;MADRID;353;02;2020-02
2020;Febrero;altas;SE;Segovia;ANDALUCIA;15;02;2020-02
2020;Febrero;altas;SE;Segovia;ASTURIAS;6;02;2020-02
2020;Febrero;altas;SE;Segovia;BALEARES;4;02;2020-02
2020;Febrero;altas;SE;Segovia;CEUTA;0;02;2020-02
2020;Febrero;altas;SE;Segovia;GALICIA;18;02;2020-02
2020;Febrero;altas;SE;Segovia;CASTILLA-LA MANCHA;20;02;2020-02
2020;Febrero;altas;SE;Segovia;PAIS VASCO;14;02;2020-02
2020;Febrero;altas;SE;Segovia;ARAGON;3;02;2020-02
2020;Febrero;altas;SE;Segovia;EXTREMADURA;10;02;2020-02
2020;Febrero;altas;SO;Soria;BALEARES;4;02;2020-02
2020;Febrero;altas;SO;Soria;CEUTA;0;02;2020-02
2020;Febrero;altas;SO;Soria;CASTILLA-LA MANCHA;15;02;2020-02
2020;Febrero;altas;SO;Soria;CANTABRIA;5;02;2020-02
2020;Febrero;altas;SO;Soria;PAIS VASCO;34;02;2020-02
2020;Febrero;altas;SO;Soria;EXTREMADURA;4;02;2020-02
2020;Febrero;altas;VA;Valladolid;MELILLA;0;02;2020-02
2020;Febrero;altas;VA;Valladolid;ANDALUCIA;37;02;2020-02
2020;Febrero;altas;VA;Valladolid;LA RIOJA;8;02;2020-02
2020;Febrero;altas;VA;Valladolid;ASTURIAS;27;02;2020-02
2020;Febrero;altas;VA;Valladolid;MURCIA;4;02;2020-02
2020;Febrero;altas;VA;Valladolid;NAVARRA;5;02;2020-02
2020;Febrero;altas;ZA;Zamora;CANARIAS;4;02;2020-02
2020;Febrero;altas;ZA;Zamora;MELILLA;0;02;2020-02
2020;Febrero;altas;ZA;Zamora;LA RIOJA;2;02;2020-02
2020;Febrero;altas;ZA;Zamora;ASTURIAS;30;02;2020-02
2020;Febrero;altas;ZA;Zamora;BALEARES;0;02;2020-02
2020;Febrero;altas;ZA;Zamora;CANTABRIA;10;02;2020-02
2020;Febrero;altas;ZA;Zamora;ARAGON;4;02;2020-02
2020;Marzo;altas;AV;Ávila;CATALUÑA;13;03;2020-03
2020;Marzo;altas;AV;Ávila;MADRID;1421;03;2020-03
2020;Marzo;altas;AV;Ávila;LA RIOJA;0;03;2020-03
2020;Marzo;altas;AV;Ávila;ASTURIAS;5;03;2020-03
2020;Marzo;altas;AV;Ávila;CASTILLA-LA MANCHA;47;03;2020-03
2020;Marzo;altas;AV;Ávila;EXTREMADURA;27;03;2020-03
2020;Marzo;altas;BU;Burgos;MELILLA;0;03;2020-03
2020;Marzo;altas;BU;Burgos;CATALUÑA;45;03;2020-03
2020;Marzo;altas;BU;Burgos;CEUTA;0;03;2020-03
2020;Marzo;altas;BU;Burgos;MURCIA;5;03;2020-03
2020;Marzo;altas;BU;Burgos;CASTILLA-LA MANCHA;11;03;2020-03
2020;Marzo;altas;BU;Burgos;EXTREMADURA;18;03;2020-03
2020;Marzo;altas;BU;Burgos;NAVARRA;16;03;2020-03
2020;Marzo;altas;LE;León;ANDALUCIA;46;03;2020-03
2020;Marzo;altas;LE;León;CEUTA;0;03;2020-03
2020;Marzo;altas;LE;León;GALICIA;113;03;2020-03
2020;Marzo;altas;LE;León;C. VALENCIANA;41;03;2020-03
2020;Marzo;altas;PA;Palencia;MELILLA;1;03;2020-03
2020;Marzo;altas;PA;Palencia;MADRID;129;03;2020-03
2020;Marzo;altas;PA;Palencia;ANDALUCIA;18;03;2020-03
2020;Marzo;altas;PA;Palencia;LA RIOJA;4;03;2020-03
2020;Marzo;altas;PA;Palencia;C. VALENCIANA;14;03;2020-03
2020;Marzo;altas;PA;Palencia;PAIS VASCO;109;03;2020-03
2020;Marzo;altas;PA;Palencia;ARAGON;3;03;2020-03
2020;Marzo;altas;PA;Palencia;EXTREMADURA;1;03;2020-03
2020;Marzo;altas;SA;Salamanca;MELILLA;1;03;2020-03
2020;Marzo;altas;SA;Salamanca;MADRID;366;03;2020-03
2020;Marzo;altas;SA;Salamanca;C. VALENCIANA;22;03;2020-03
2020;Marzo;altas;SA;Salamanca;PAIS VASCO;125;03;2020-03
2020;Marzo;altas;SA;Salamanca;ARAGON;7;03;2020-03
2020;Marzo;altas;SA;Salamanca;EXTREMADURA;104;03;2020-03
2020;Marzo;altas;SA;Salamanca;NAVARRA;19;03;2020-03
2020;Marzo;altas;SE;Segovia;CATALUÑA;15;03;2020-03
2020;Marzo;altas;SE;Segovia;MADRID;775;03;2020-03
2020;Marzo;altas;SE;Segovia;LA RIOJA;3;03;2020-03
2020;Marzo;altas;SE;Segovia;BALEARES;4;03;2020-03
2020;Marzo;altas;SE;Segovia;MURCIA;2;03;2020-03
2020;Marzo;altas;SE;Segovia;EXTREMADURA;5;03;2020-03
2020;Marzo;altas;SO;Soria;CANARIAS;3;03;2020-03
2020;Marzo;altas;SO;Soria;CATALUÑA;46;03;2020-03
2020;Marzo;altas;SO;Soria;MADRID;189;03;2020-03
2020;Marzo;altas;SO;Soria;CASTILLA-LA MANCHA;11;03;2020-03
2020;Marzo;altas;SO;Soria;PAIS VASCO;23;03;2020-03
2020;Marzo;altas;VA;Valladolid;CANARIAS;11;03;2020-03
2020;Marzo;altas;VA;Valladolid;CATALUÑA;24;03;2020-03
2020;Marzo;altas;VA;Valladolid;BALEARES;8;03;2020-03
2020;Marzo;altas;VA;Valladolid;CEUTA;0;03;2020-03
2020;Marzo;altas;VA;Valladolid;MURCIA;7;03;2020-03
2020;Marzo;altas;VA;Valladolid;PAIS VASCO;60;03;2020-03
2020;Marzo;altas;VA;Valladolid;ARAGON;10;03;2020-03
2020;Marzo;altas;ZA;Zamora;MELILLA;0;03;2020-03
2020;Marzo;altas;ZA;Zamora;CATALUÑA;68;03;2020-03
2020;Marzo;altas;ZA;Zamora;GALICIA;22;03;2020-03
2020;Abril;altas;AV;Ávila;CANARIAS;3;04;2020-04
2020;Abril;altas;AV;Ávila;LA RIOJA;0;04;2020-04
2020;Abril;altas;AV;Ávila;PAIS VASCO;15;04;2020-04
2020;Abril;altas;BU;Burgos;MADRID;151;04;2020-04
2020;Abril;altas;BU;Burgos;CASTILLA-LA MANCHA;8;04;2020-04
2020;Abril;altas;BU;Burgos;CANTABRIA;30;04;2020-04
2020;Abril;altas;BU;Burgos;PAIS VASCO;428;04;2020-04
2020;Abril;altas;LE;León;ASTURIAS;193;04;2020-04
2020;Abril;altas;LE;León;CEUTA;0;04;2020-04
2020;Abril;altas;LE;León;GALICIA;82;04;2020-04
2020;Abril;altas;LE;León;CASTILLA-LA MANCHA;11;04;2020-04
2020;Abril;altas;LE;León;C. VALENCIANA;18;04;2020-04
2020;Abril;altas;LE;León;PAIS VASCO;63;04;2020-04
2020;Abril;altas;LE;León;ARAGON;3;04;2020-04
2020;Abril;altas;PA;Palencia;CANARIAS;1;04;2020-04
2020;Abril;altas;PA;Palencia;BALEARES;4;04;2020-04
2020;Abril;altas;PA;Palencia;CEUTA;0;04;2020-04
2020;Abril;altas;PA;Palencia;CANTABRIA;41;04;2020-04
2020;Abril;altas;PA;Palencia;PAIS VASCO;55;04;2020-04
2020;Abril;altas;SA;Salamanca;CANARIAS;11;04;2020-04
2020;Abril;altas;SA;Salamanca;MELILLA;0;04;2020-04
2020;Abril;altas;SA;Salamanca;BALEARES;7;04;2020-04
2020;Abril;altas;SA;Salamanca;MURCIA;1;04;2020-04
2020;Abril;altas;SA;Salamanca;C. VALENCIANA;7;04;2020-04
2020;Abril;altas;SA;Salamanca;PAIS VASCO;61;04;2020-04
2020;Abril;altas;SA;Salamanca;EXTREMADURA;47;04;2020-04
2020;Abril;altas;SE;Segovia;ANDALUCIA;7;04;2020-04
2020;Abril;altas;SE;Segovia;LA RIOJA;1;04;2020-04
2020;Abril;altas;SE;Segovia;BALEARES;0;04;2020-04
2020;Abril;altas;SE;Segovia;CEUTA;0;04;2020-04
2020;Abril;altas;SE;Segovia;MURCIA;0;04;2020-04
2020;Abril;altas;SE;Segovia;CANTABRIA;1;04;2020-04
2020;Abril;altas;SE;Segovia;C. VALENCIANA;6;04;2020-04
2020;Abril;altas;SE;Segovia;ARAGON;1;04;2020-04
2020;Abril;altas;SO;Soria;CANARIAS;0;04;2020-04
2020;Abril;altas;SO;Soria;CATALUÑA;18;04;2020-04
2020;Abril;altas;SO;Soria;ANDALUCIA;8;04;2020-04
2020;Abril;altas;SO;Soria;LA RIOJA;7;04;2020-04
2020;Abril;altas;SO;Soria;ASTURIAS;1;04;2020-04
2020;Abril;altas;SO;Soria;CASTILLA-LA MANCHA;6;04;2020-04
2020;Abril;altas;SO;Soria;CANTABRIA;1;04;2020-04
2020;Abril;altas;SO;Soria;PAIS VASCO;13;04;2020-04
2020;Abril;altas;SO;Soria;ARAGON;27;04;2020-04
2020;Abril;altas;VA;Valladolid;MELILLA;0;04;2020-04
2020;Abril;altas;VA;Valladolid;CATALUÑA;14;04;2020-04
2020;Abril;altas;VA;Valladolid;MADRID;148;04;2020-04
2020;Abril;altas;VA;Valladolid;LA RIOJA;4;04;2020-04
2020;Abril;altas;VA;Valladolid;GALICIA;8;04;2020-04
2020;Abril;altas;VA;Valladolid;CANTABRIA;8;04;2020-04
2020;Abril;altas;VA;Valladolid;ARAGON;3;04;2020-04
2020;Abril;altas;VA;Valladolid;EXTREMADURA;7;04;2020-04
2020;Abril;altas;VA;Valladolid;NAVARRA;6;04;2020-04
2020;Abril;altas;ZA;Zamora;MELILLA;0;04;2020-04
2020;Abril;altas;ZA;Zamora;MADRID;138;04;2020-04
2020;Abril;altas;ZA;Zamora;ASTURIAS;26;04;2020-04
2020;Abril;altas;ZA;Zamora;MURCIA;3;04;2020-04
2020;Abril;altas;ZA;Zamora;C. VALENCIANA;8;04;2020-04
2020;Abril;altas;ZA;Zamora;NAVARRA;6;04;2020-04
2020;Mayo;altas;AV;Ávila;CANARIAS;10;05;2020-05
2020;Mayo;altas;AV;Ávila;MELILLA;4;05;2020-05
2020;Mayo;altas;AV;Ávila;ASTURIAS;7;05;2020-05
2020;Mayo;altas;AV;Ávila;MURCIA;1;05;2020-05
2020;Mayo;altas;AV;Ávila;GALICIA;9;05;2020-05
2020;Mayo;altas;AV;Ávila;CASTILLA-LA MANCHA;59;05;2020-05
2020;Mayo;altas;AV;Ávila;PAIS VASCO;14;05;2020-05
2020;Mayo;altas;AV;Ávila;NAVARRA;0;05;2020-05
2020;Mayo;altas;BU;Burgos;LA RIOJA;28;05;2020-05
2020;Mayo;altas;BU;Burgos;BALEARES;2;05;2020-05
2020;Mayo;altas;BU;Burgos;C. VALENCIANA;14;05;2020-05
2020;Mayo;altas;BU;Burgos;ARAGON;13;05;2020-05
2020;Mayo;altas;BU;Burgos;NAVARRA;10;05;2020-05
2020;Mayo;altas;LE;León;MELILLA;0;05;2020-05
2020;Mayo;altas;LE;León;MADRID;244;05;2020-05
2020;Mayo;altas;LE;León;CASTILLA-LA MANCHA;19;05;2020-05
2020;Mayo;altas;LE;León;CANTABRIA;21;05;2020-05
2020;Mayo;altas;LE;León;C. VALENCIANA;12;05;2020-05
2020;Mayo;altas;LE;León;NAVARRA;12;05;2020-05
2020;Mayo;altas;PA;Palencia;CANARIAS;0;05;2020-05
2020;Mayo;altas;PA;Palencia;LA RIOJA;2;05;2020-05
2020;Mayo;altas;PA;Palencia;CASTILLA-LA MANCHA;3;05;2020-05
2020;Mayo;altas;PA;Palencia;PAIS VASCO;85;05;2020-05
2020;Mayo;altas;PA;Palencia;ARAGON;0;05;2020-05
2020;Mayo;altas;PA;Palencia;EXTREMADURA;4;05;2020-05
2020;Mayo;altas;SA;Salamanca;CATALUÑA;34;05;2020-05
2020;Mayo;altas;SA;Salamanca;MADRID;241;05;2020-05
2020;Mayo;altas;SA;Salamanca;ANDALUCIA;27;05;2020-05
2020;Mayo;altas;SA;Salamanca;CASTILLA-LA MANCHA;16;05;2020-05
2020;Mayo;altas;SA;Salamanca;CANTABRIA;7;05;2020-05
2020;Mayo;altas;SA;Salamanca;NAVARRA;7;05;2020-05
2020;Mayo;altas;SE;Segovia;ASTURIAS;4;05;2020-05
2020;Mayo;altas;SE;Segovia;BALEARES;1;05;2020-05
2020;Mayo;altas;SE;Segovia;GALICIA;5;05;2020-05
2020;Mayo;altas;SO;Soria;MELILLA;0;05;2020-05
2020;Mayo;altas;SO;Soria;ANDALUCIA;6;05;2020-05
2020;Mayo;altas;SO;Soria;LA RIOJA;10;05;2020-05
2020;Mayo;altas;SO;Soria;PAIS VASCO;10;05;2020-05
2020;Mayo;altas;SO;Soria;ARAGON;50;05;2020-05
2020;Mayo;altas;SO;Soria;EXTREMADURA;3;05;2020-05
2020;Mayo;altas;SO;Soria;NAVARRA;12;05;2020-05
2020;Mayo;altas;VA;Valladolid;CANARIAS;5;05;2020-05
2020;Mayo;altas;VA;Valladolid;MELILLA;0;05;2020-05
2020;Mayo;altas;VA;Valladolid;LA RIOJA;7;05;2020-05
2020;Mayo;altas;VA;Valladolid;MURCIA;1;05;2020-05
2020;Mayo;altas;VA;Valladolid;GALICIA;8;05;2020-05
2020;Mayo;altas;ZA;Zamora;MELILLA;0;05;2020-05
2020;Mayo;altas;ZA;Zamora;LA RIOJA;1;05;2020-05
2020;Mayo;altas;ZA;Zamora;CASTILLA-LA MANCHA;6;05;2020-05
2020;Mayo;altas;ZA;Zamora;C. VALENCIANA;7;05;2020-05
2020;Mayo;altas;ZA;Zamora;NAVARRA;8;05;2020-05
2020;Marzo;variación altas respecto a mes anterior;AV;Ávila;MELILLA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;AV;Ávila;ANDALUCIA;-18;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;AV;Ávila;ASTURIAS;-7;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;AV;Ávila;PAIS VASCO;1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;AV;Ávila;NAVARRA;4;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;MELILLA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;MADRID;105;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;BALEARES;-2;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;CEUTA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;C. VALENCIANA;-1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;PAIS VASCO;115;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;ARAGON;-14;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;BU;Burgos;NAVARRA;-17;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;LE;León;MELILLA;-1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;LE;León;CATALUÑA;6;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;LE;León;LA RIOJA;-2;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;LE;León;CEUTA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;LE;León;MURCIA;3;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;LE;León;CASTILLA-LA MANCHA;-13;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;LE;León;ARAGON;-10;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;CANARIAS;-6;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;CATALUÑA;-1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;BALEARES;1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;MURCIA;-3;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;GALICIA;-7;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;CANTABRIA;-3;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;PAIS VASCO;-13;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;ARAGON;1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;PA;Palencia;NAVARRA;-6;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;CANARIAS;-6;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;MELILLA;1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;CATALUÑA;-8;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;ASTURIAS;-10;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;GALICIA;-24;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;CASTILLA-LA MANCHA;-24;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;C. VALENCIANA;-17;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;EXTREMADURA;-91;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SA;Salamanca;NAVARRA;-5;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;CANARIAS;-2;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;MELILLA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;CATALUÑA;2;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;ANDALUCIA;-5;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;ASTURIAS;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;BALEARES;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;CEUTA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;CASTILLA-LA MANCHA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;CANTABRIA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;PAIS VASCO;5;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SE;Segovia;EXTREMADURA;-5;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SO;Soria;ANDALUCIA;-4;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SO;Soria;BALEARES;3;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SO;Soria;MURCIA;3;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;SO;Soria;CANTABRIA;-1;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;VA;Valladolid;ASTURIAS;-5;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;VA;Valladolid;BALEARES;3;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;VA;Valladolid;GALICIA;-9;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;VA;Valladolid;C. VALENCIANA;-5;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;ZA;Zamora;MELILLA;0;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;ZA;Zamora;CATALUÑA;42;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;ZA;Zamora;LA RIOJA;3;03;2020-03
2020;Marzo;variación altas respecto a mes anterior;ZA;Zamora;BALEARES;1;03;2020-03
2020;Abril;variación altas respecto a mes anterior;AV;Ávila;MELILLA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;AV;Ávila;CATALUÑA;-5;04;2020-04
2020;Abril;variación altas respecto a mes anterior;AV;Ávila;LA RIOJA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;AV;Ávila;ASTURIAS;2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;AV;Ávila;BALEARES;-6;04;2020-04
2020;Abril;variación altas respecto a mes anterior;AV;Ávila;CEUTA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;AV;Ávila;GALICIA;-6;04;2020-04
2020;Abril;variación altas respecto a mes anterior;BU;Burgos;PAIS VASCO;-115;04;2020-04
2020;Abril;variación altas respecto a mes anterior;BU;Burgos;ARAGON;-6;04;2020-04
2020;Abril;variación altas respecto a mes anterior;BU;Burgos;EXTREMADURA;-9;04;2020-04
2020;Abril;variación altas respecto a mes anterior;LE;León;GALICIA;-31;04;2020-04
2020;Abril;variación altas respecto a mes anterior;LE;León;EXTREMADURA;-18;04;2020-04
2020;Abril;variación altas respecto a mes anterior;LE;León;NAVARRA;-5;04;2020-04
2020;Abril;variación altas respecto a mes anterior;PA;Palencia;LA RIOJA;-2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;PA;Palencia;ASTURIAS;-11;04;2020-04
2020;Abril;variación altas respecto a mes anterior;PA;Palencia;GALICIA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;PA;Palencia;EXTREMADURA;8;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SA;Salamanca;BALEARES;-3;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SA;Salamanca;MURCIA;-8;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SA;Salamanca;CASTILLA-LA MANCHA;-11;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SA;Salamanca;C. VALENCIANA;-15;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SE;Segovia;MADRID;-325;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SE;Segovia;LA RIOJA;-2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SE;Segovia;ASTURIAS;-2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SE;Segovia;CEUTA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SE;Segovia;C. VALENCIANA;1;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SE;Segovia;EXTREMADURA;-2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SO;Soria;MELILLA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SO;Soria;CATALUÑA;-28;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SO;Soria;ASTURIAS;-2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SO;Soria;CEUTA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SO;Soria;GALICIA;2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SO;Soria;PAIS VASCO;-10;04;2020-04
2020;Abril;variación altas respecto a mes anterior;SO;Soria;NAVARRA;-1;04;2020-04
2020;Abril;variación altas respecto a mes anterior;VA;Valladolid;CATALUÑA;-10;04;2020-04
2020;Abril;variación altas respecto a mes anterior;VA;Valladolid;MADRID;-7;04;2020-04
2020;Abril;variación altas respecto a mes anterior;VA;Valladolid;CEUTA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;VA;Valladolid;MURCIA;-7;04;2020-04
2020;Abril;variación altas respecto a mes anterior;VA;Valladolid;GALICIA;-9;04;2020-04
2020;Abril;variación altas respecto a mes anterior;VA;Valladolid;CASTILLA-LA MANCHA;-13;04;2020-04
2020;Abril;variación altas respecto a mes anterior;VA;Valladolid;PAIS VASCO;-37;04;2020-04
2020;Abril;variación altas respecto a mes anterior;ZA;Zamora;CANARIAS;2;04;2020-04
2020;Abril;variación altas respecto a mes anterior;ZA;Zamora;MELILLA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;ZA;Zamora;MADRID;-193;04;2020-04
2020;Abril;variación altas respecto a mes anterior;ZA;Zamora;ASTURIAS;-27;04;2020-04
2020;Abril;variación altas respecto a mes anterior;ZA;Zamora;BALEARES;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;ZA;Zamora;MURCIA;0;04;2020-04
2020;Abril;variación altas respecto a mes anterior;ZA;Zamora;C. VALENCIANA;-16;04;2020-04
2020;Mayo;variación altas respecto a mes anterior;AV;Ávila;MADRID;149;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;AV;Ávila;ANDALUCIA;12;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;AV;Ávila;LA RIOJA;0;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;AV;Ávila;C. VALENCIANA;1;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;AV;Ávila;PAIS VASCO;-1;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;AV;Ávila;EXTREMADURA;0;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;AV;Ávila;NAVARRA;-1;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;BU;Burgos;MELILLA;0;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;BU;Burgos;CATALUÑA;9;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;BU;Burgos;MURCIA;-6;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;LE;León;CANARIAS;5;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;LE;León;MELILLA;-2;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;LE;León;MADRID;44;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;LE;León;MURCIA;5;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;LE;León;CASTILLA-LA MANCHA;8;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;LE;León;ARAGON;6;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;PA;Palencia;CANARIAS;-1;05;2020-05
2020;Mayo;variación altas respecto a mes anterior;PA;Palencia;MELILLA;0;05;2020-05
