fecha;provincia;siglas;grupo_edad;hombres;mujeres;tasa_hombres_x1000;tasa_mujeres_x1000;enfermos
2020-04-10;Segovia;SE;50-59;385;528;32.93694927;45.718244;913
2020-04-10;Valladolid;VA;50-59;526;726;13.3242141;17.98498774;1252
2020-04-10;Segovia;SE;60-69;321;355;36.51877133;43.63859865;676
2020-04-10;Soria;SO;60-69;124;156;22.81928598;31.77836627;280
2020-04-10;Valladolid;VA;60-69;386;506;12.39006227;15.0398288;892
2020-04-10;Zamora;ZA;60-69;83;86;7.159492797;8.02238806;169
2020-04-10;León;LE;70-79;364;308;17.42627346;12.43188698;672
2020-04-10;Palencia;PA;70-79;96;94;12.90149173;11.93650794;190
2020-04-10;Zamora;ZA;70-79;52;51;5.900374447;5.156723964;103
2020-04-10;Castilla y León;CyL;70-79;1828;1689;16.74912956;13.77448662;3517
2020-04-10;Burgos;BU;>80;285;366;25.85737616;19.68165197;651
2020-04-10;Zamora;ZA;>80;65;81;8.305647841;6.533311824;146
2020-04-11;Burgos;BU;0-9;148;116;10.38305037;8.624535316;264
2020-04-11;Palencia;PA;0-9;35;17;6.245538901;3.254834386;52
2020-04-11;Salamanca;SA;0-9;177;206;15.81910805;19.40650024;383
2020-04-11;Soria;SO;0-9;29;22;8.595139301;6.798516687;51
2020-04-11;Valladolid;VA;0-9;204;186;9.660463134;9.280974003;390
2020-04-11;Castilla y León;CyL;0-9;1027;935;11.85857466;11.48253672;1962
2020-04-11;Ávila;AV;10-19;55;47;7.885304659;7.227433492;102
2020-04-11;Salamanca;SA;10-19;110;109;7.776599505;7.938820102;219
2020-04-11;Valladolid;VA;10-19;110;117;4.459579989;5.010277492;227
2020-04-11;Zamora;ZA;10-19;28;32;4.834254144;5.702066999;60
2020-04-11;León;LE;20-29;164;259;8.893227048;15.02145923;423
2020-04-11;Palencia;PA;20-29;84;94;12.23597961;14.37968487;178
2020-04-11;Salamanca;SA;20-29;205;319;12.57668712;18.42226842;524
2020-04-11;Segovia;SE;20-29;112;151;14.52093867;20.98096429;263
2020-04-11;Castilla y León;CyL;20-29;1177;1687;10.94456119;16.28346943;2864
2020-04-11;León;LE;30-39;300;511;12.2895416;20.81890405;811
2020-04-11;Palencia;PA;30-39;140;176;15.15643607;20.41763341;316
2020-04-11;Segovia;SE;30-39;187;245;21.03013945;27.8630729;432
2020-04-11;Valladolid;VA;30-39;430;631;13.7371414;20.19393862;1061
2020-04-11;Zamora;ZA;30-39;55;103;6.41923436;13.10265869;158
