fecha;provincia;siglas;grupo_edad;hombres;mujeres;tasa_hombres_x1000;tasa_mujeres_x1000
2020-05-16;Zamora;ZA;70-79;12;2;1.361624872;0.202224469
2020-05-16;Castilla y León;CyL;70-79;359;158;3.289353124;1.288554698
2020-05-16;Burgos;BU;>80;137;159;12.42968608;8.550225855
2020-05-16;Soria;SO;>80;84;113;23.01369863;19.87686895
2020-05-17;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-17;Soria;SO;0-9;0;0;0.0;0.0
2020-05-17;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-17;León;LE;10-19;0;0;0.0;0.0
2020-05-17;Segovia;SE;10-19;0;0;0.0;0.0
2020-05-17;Soria;SO;10-19;0;0;0.0;0.0
2020-05-17;Castilla y León;CyL;10-19;0;0;0.0;0.0
2020-05-17;León;LE;20-29;0;0;0.0;0.0
2020-05-17;Salamanca;SA;20-29;0;0;0.0;0.0
2020-05-17;Castilla y León;CyL;20-29;2;0;0.018597385;0.0
2020-05-17;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-17;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-17;León;LE;30-39;0;0;0.0;0.0
2020-05-17;Soria;SO;30-39;0;0;0.0;0.0
2020-05-17;Zamora;ZA;30-39;0;0;0.0;0.0
2020-05-17;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-17;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-17;Soria;SO;50-59;3;0;0.411015208;0.0
2020-05-17;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-17;León;LE;60-69;25;8;0.825927517;0.266134398
2020-05-17;Salamanca;SA;60-69;25;14;1.246323346;0.685132622
2020-05-17;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-17;Valladolid;VA;60-69;22;9;0.706169352;0.267506836
2020-05-17;Ávila;AV;70-79;21;19;2.964426877;2.498684903
2020-05-17;Salamanca;SA;70-79;64;30;4.270367652;1.710083794
2020-05-17;Zamora;ZA;70-79;12;2;1.361624872;0.202224469
2020-05-17;Palencia;PA;>80;42;49;8.415147265;5.410179971
2020-05-17;Salamanca;SA;>80;213;267;17.1345829;13.37541329
2020-05-17;Segovia;SE;>80;199;173;41.46697229;21.61689366
2020-05-17;Soria;SO;>80;84;113;23.01369863;19.87686895
2020-05-17;Castilla y León;CyL;>80;1196;1361;14.64824613;10.03776145
2020-05-18;Burgos;BU;0-9;0;0;0.0;0.0
2020-05-18;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-18;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-18;Soria;SO;0-9;0;0;0.0;0.0
2020-05-18;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-18;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-18;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-18;Segovia;SE;10-19;0;0;0.0;0.0
2020-05-18;Soria;SO;10-19;0;0;0.0;0.0
2020-05-18;Valladolid;VA;10-19;0;0;0.0;0.0
2020-05-18;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-18;Castilla y León;CyL;10-19;0;0;0.0;0.0
2020-05-18;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-05-18;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-18;Soria;SO;20-29;0;0;0.0;0.0
2020-05-18;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-18;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-18;Salamanca;SA;30-39;0;0;0.0;0.0
2020-05-18;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-18;León;LE;50-59;8;4;0.228963938;0.112236595
2020-05-18;Salamanca;SA;50-59;12;3;0.482858522;0.118553646
2020-05-18;Castilla y León;CyL;50-59;47;22;0.255906262;0.120750409
2020-05-18;Ávila;AV;60-69;10;1;0.990982063;0.110680686
2020-05-18;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-18;León;LE;60-69;25;8;0.825927517;0.266134398
2020-05-18;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-18;Valladolid;VA;60-69;22;9;0.706169352;0.267506836
2020-05-18;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-18;Castilla y León;CyL;60-69;134;48;0.879484386;0.321171204
2020-05-18;Palencia;PA;70-79;15;8;2.015858084;1.015873016
2020-05-18;Salamanca;SA;70-79;64;30;4.270367652;1.710083794
2020-05-18;Segovia;SE;70-79;51;20;8.989952406;3.192338388
2020-05-18;Valladolid;VA;70-79;68;29;2.837708133;1.057390797
2020-05-18;Castilla y León;CyL;70-79;360;160;3.298515668;1.304865517
2020-05-18;Palencia;PA;>80;43;49;8.615507914;5.410179971
2020-05-18;Salamanca;SA;>80;215;271;17.295471;13.57579401
2020-05-18;Segovia;SE;>80;200;174;41.67534903;21.74184681
2020-05-18;Zamora;ZA;>80;40;50;5.111167902;4.032908534
2020-05-19;León;LE;0-9;0;0;0.0;0.0
2020-05-19;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-19;Soria;SO;0-9;0;0;0.0;0.0
2020-05-19;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-05-19;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-19;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-19;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-19;Castilla y León;CyL;10-19;0;0;0.0;0.0
2020-05-19;Salamanca;SA;20-29;0;0;0.0;0.0
2020-05-19;Soria;SO;20-29;0;0;0.0;0.0
2020-05-19;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-19;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-19;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-19;Segovia;SE;50-59;7;4;0.598853623;0.346350333
2020-05-19;Soria;SO;50-59;3;0;0.411015208;0.0
2020-05-19;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-19;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-19;Salamanca;SA;60-69;25;14;1.246323346;0.685132622
2020-05-19;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-19;Valladolid;VA;60-69;22;9;0.706169352;0.267506836
2020-05-19;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-19;Castilla y León;CyL;60-69;134;47;0.879484386;0.314480138
2020-05-19;Burgos;BU;70-79;37;13;2.27482324;0.75660575
2020-05-19;Valladolid;VA;70-79;68;29;2.837708133;1.057390797
2020-05-19;León;LE;>80;207;218;11.97016134;7.369595348
2020-05-19;Palencia;PA;>80;43;49;8.615507914;5.410179971
2020-05-19;Segovia;SE;>80;198;174;41.25859554;21.74184681
2020-05-19;Valladolid;VA;>80;173;225;12.61852662;9.6620432
2020-05-19;Zamora;ZA;>80;40;49;5.111167902;3.952250363
2020-05-20;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-20;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-20;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-20;Burgos;BU;10-19;0;0;0.0;0.0
2020-05-20;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-20;Salamanca;SA;10-19;0;0;0.0;0.0
2020-05-20;Valladolid;VA;10-19;0;0;0.0;0.0
2020-05-20;Castilla y León;CyL;10-19;0;0;0.0;0.0
2020-05-20;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-05-20;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-05-20;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-20;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-20;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-20;Castilla y León;CyL;20-29;2;0;0.018597385;0.0
2020-05-20;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-20;Segovia;SE;30-39;1;0;0.112460639;0.0
2020-05-20;Valladolid;VA;30-39;2;0;0.063893681;0.0
2020-05-20;Zamora;ZA;30-39;0;0;0.0;0.0
2020-05-20;Palencia;PA;40-49;0;0;0.0;0.0
2020-05-20;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-20;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-20;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-20;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-20;Segovia;SE;50-59;7;4;0.598853623;0.346350333
2020-05-20;Valladolid;VA;50-59;4;4;0.101324822;0.099090842
2020-05-20;Castilla y León;CyL;50-59;47;22;0.255906262;0.120750409
2020-05-20;Salamanca;SA;60-69;25;14;1.246323346;0.685132622
2020-05-20;Segovia;SE;60-69;25;7;2.844141069;0.86047941
2020-05-20;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-20;Valladolid;VA;60-69;22;9;0.706169352;0.267506836
2020-05-20;Ávila;AV;70-79;21;19;2.964426877;2.498684903
2020-05-20;Salamanca;SA;70-79;65;29;4.337092147;1.653081001
2020-05-20;Segovia;SE;70-79;51;20;8.989952406;3.192338388
2020-05-20;Zamora;ZA;70-79;13;2;1.475093612;0.202224469
2020-05-20;Castilla y León;CyL;70-79;365;159;3.344328386;1.296710108
2020-05-20;Burgos;BU;>80;140;163;12.70186899;8.765325877
2020-05-20;Salamanca;SA;>80;216;271;17.37591505;13.57579401
2020-05-20;Soria;SO;>80;85;115;23.28767123;20.22867194
2020-05-21;León;LE;0-9;0;0;0.0;0.0
2020-05-21;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-21;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-21;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-21;Burgos;BU;10-19;0;0;0.0;0.0
2020-05-21;León;LE;10-19;0;0;0.0;0.0
2020-05-21;Valladolid;VA;10-19;0;0;0.0;0.0
2020-05-21;Castilla y León;CyL;10-19;0;0;0.0;0.0
2020-05-21;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-05-21;León;LE;20-29;0;0;0.0;0.0
2020-05-21;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-21;Soria;SO;20-29;0;0;0.0;0.0
2020-05-21;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-21;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-21;Palencia;PA;30-39;0;0;0.0;0.0
2020-05-21;Salamanca;SA;30-39;0;0;0.0;0.0
2020-05-21;Soria;SO;30-39;0;0;0.0;0.0
2020-05-21;Valladolid;VA;30-39;2;0;0.063893681;0.0
2020-05-21;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-21;Palencia;PA;40-49;0;0;0.0;0.0
2020-05-21;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-05-21;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-05-21;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-21;León;LE;60-69;25;8;0.825927517;0.266134398
2020-05-21;Salamanca;SA;60-69;25;14;1.246323346;0.685132622
2020-05-21;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-21;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-21;Salamanca;SA;70-79;65;29;4.337092147;1.653081001
2020-05-21;Valladolid;VA;70-79;70;29;2.921170137;1.057390797
2020-05-21;Ávila;AV;>80;107;111;18.0560243;12.30735115
2020-05-21;Zamora;ZA;>80;42;48;5.366726297;3.871592192
2020-05-22;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-22;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-22;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-22;León;LE;10-19;0;0;0.0;0.0
2020-05-22;Segovia;SE;10-19;0;0;0.0;0.0
2020-05-22;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-05-22;León;LE;20-29;0;0;0.0;0.0
2020-05-22;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-22;Castilla y León;CyL;20-29;2;0;0.018597385;0.0
2020-05-22;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-22;León;LE;30-39;0;0;0.0;0.0
2020-05-22;Palencia;PA;30-39;0;0;0.0;0.0
2020-05-22;Valladolid;VA;30-39;2;0;0.063893681;0.0
2020-05-22;Zamora;ZA;30-39;0;0;0.0;0.0
2020-05-22;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-05-22;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-22;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-05-22;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-22;Ávila;AV;50-59;6;4;0.503651473;0.345184674
2020-05-22;Salamanca;SA;50-59;12;3;0.482858522;0.118553646
2020-05-22;Segovia;SE;50-59;7;4;0.598853623;0.346350333
2020-05-22;Valladolid;VA;50-59;5;4;0.126656028;0.099090842
2020-05-22;Segovia;SE;60-69;26;7;2.957906712;0.86047941
2020-05-22;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-22;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-22;Ávila;AV;70-79;21;19;2.964426877;2.498684903
2020-05-22;Salamanca;SA;70-79;65;29;4.337092147;1.653081001
2020-05-22;Segovia;SE;70-79;51;20;8.989952406;3.192338388
2020-05-22;Soria;SO;70-79;23;8;5.712866369;1.97141449
2020-05-22;Valladolid;VA;70-79;70;29;2.921170137;1.057390797
2020-05-22;Zamora;ZA;70-79;13;2;1.475093612;0.202224469
2020-05-22;Castilla y León;CyL;70-79;365;161;3.344328386;1.313020927
2020-05-22;Ávila;AV;>80;107;112;18.0560243;12.41822818
2020-05-22;Salamanca;SA;>80;219;271;17.6172472;13.57579401
2020-05-22;Segovia;SE;>80;199;176;41.46697229;21.99175309
2020-05-22;Soria;SO;>80;85;115;23.28767123;20.22867194
2020-05-22;Zamora;ZA;>80;42;49;5.366726297;3.952250363
2020-05-23;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-23;Salamanca;SA;10-19;0;0;0.0;0.0
2020-05-23;Soria;SO;10-19;0;0;0.0;0.0
2020-05-23;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-23;Soria;SO;20-29;0;0;0.0;0.0
2020-05-23;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-23;Segovia;SE;30-39;1;0;0.112460639;0.0
2020-05-23;Soria;SO;30-39;0;0;0.0;0.0
2020-05-23;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-05-23;Soria;SO;50-59;3;0;0.411015208;0.0
2020-05-23;Castilla y León;CyL;50-59;48;22;0.261351076;0.120750409
2020-05-23;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-23;Palencia;PA;60-69;7;0;0.60029157;0.0
2020-05-23;León;LE;70-79;70;32;3.351206434;1.291624622
2020-05-23;Segovia;SE;70-79;51;20;8.989952406;3.192338388
2020-05-23;Valladolid;VA;70-79;70;29;2.921170137;1.057390797
2020-05-23;Zamora;ZA;70-79;13;2;1.475093612;0.202224469
2020-05-23;Ávila;AV;>80;107;112;18.0560243;12.41822818
2020-05-23;Burgos;BU;>80;140;163;12.70186899;8.765325877
2020-05-23;Palencia;PA;>80;43;49;8.615507914;5.410179971
2020-05-23;Salamanca;SA;>80;222;274;17.85857936;13.72607955
2020-05-23;Soria;SO;>80;85;115;23.28767123;20.22867194
2020-05-23;Valladolid;VA;>80;177;230;12.91028446;9.876755271
2020-05-24;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-24;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-24;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-24;Salamanca;SA;10-19;0;0;0.0;0.0
2020-05-24;Soria;SO;10-19;0;0;0.0;0.0
2020-05-24;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-05-24;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-05-24;Salamanca;SA;20-29;0;0;0.0;0.0
2020-05-24;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-24;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-05-24;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-24;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-24;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-24;Salamanca;SA;50-59;12;3;0.482858522;0.118553646
2020-05-24;Soria;SO;50-59;3;0;0.411015208;0.0
2020-05-24;Valladolid;VA;50-59;5;4;0.126656028;0.099090842
2020-05-24;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-24;Ávila;AV;60-69;10;1;0.990982063;0.110680686
2020-05-24;León;LE;60-69;25;8;0.825927517;0.266134398
2020-05-24;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-24;Valladolid;VA;60-69;22;9;0.706169352;0.267506836
2020-05-24;Castilla y León;CyL;60-69;135;49;0.886047702;0.327862271
2020-05-24;León;LE;70-79;70;32;3.351206434;1.291624622
2020-05-24;Ávila;AV;>80;107;113;18.0560243;12.52910522
2020-05-24;Salamanca;SA;>80;222;275;17.85857936;13.77617473
2020-05-24;Valladolid;VA;>80;177;232;12.91028446;9.9626401
2020-05-24;Castilla y León;CyL;>80;1230;1401;15.06466784;10.33277281
2020-05-25;Burgos;BU;0-9;0;0;0.0;0.0
2020-05-25;León;LE;0-9;0;0;0.0;0.0
2020-05-25;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-25;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-25;Soria;SO;0-9;0;0;0.0;0.0
2020-05-25;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-25;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-05-25;Segovia;SE;10-19;0;0;0.0;0.0
2020-05-25;Valladolid;VA;10-19;0;0;0.0;0.0
2020-05-25;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-25;Castilla y León;CyL;10-19;0;0;0.0;0.0
2020-06-05;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-06-05;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-06-05;Segovia;SE;40-49;3;2;0.263689901;0.173626183
2020-06-05;Zamora;ZA;40-49;0;1;0.0;0.092191389
2020-06-05;Burgos;BU;60-69;8;4;0.343185621;0.184382779
2020-06-05;León;LE;>80;230;242;13.30017926;8.180926946
2020-06-05;Segovia;SE;>80;203;190;42.30047927;23.74109709
2020-06-05;Zamora;ZA;>80;47;55;6.005622285;4.436199387
2020-06-06;Burgos;BU;0-9;0;0;0.0;0.0
2020-06-06;Castilla y León;CyL;30-39;3;0;0.022223045;0.0
2020-06-06;Segovia;SE;40-49;3;2;0.263689901;0.173626183
2020-06-06;Zamora;ZA;40-49;0;1;0.0;0.092191389
2020-06-06;León;LE;50-59;10;4;0.286204923;0.112236595
2020-06-06;Salamanca;SA;50-59;13;3;0.523096733;0.118553646
2020-06-06;Soria;SO;50-59;3;0;0.411015208;0.0
2020-06-06;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-06-06;Burgos;BU;60-69;8;4;0.343185621;0.184382779
2020-06-06;Salamanca;SA;60-69;29;16;1.445735082;0.783008711
2020-06-06;Valladolid;VA;60-69;23;10;0.738267959;0.297229818
2020-06-06;Palencia;PA;70-79;16;9;2.150248622;1.142857143
2020-06-06;Valladolid;VA;70-79;72;30;3.004632141;1.093852549
2020-06-06;Valladolid;VA;>80;183;247;13.34792123;10.60677631
2020-06-07;Palencia;PA;30-39;0;0;0.0;0.0
2020-06-07;Salamanca;SA;30-39;0;0;0.0;0.0
2020-06-07;Soria;SO;30-39;0;0;0.0;0.0
2020-06-07;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-06-07;León;LE;40-49;3;1;0.093796898;0.030556744
2020-06-07;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-06-07;Zamora;ZA;40-49;0;1;0.0;0.092191389
2020-06-07;Castilla y León;CyL;40-49;13;8;0.072391538;0.045085409
2020-06-07;Ávila;AV;50-59;7;4;0.587593385;0.345184674
2020-06-07;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-06-07;Segovia;SE;50-59;8;4;0.684404141;0.346350333
2020-06-07;Castilla y León;CyL;50-59;54;22;0.294019961;0.120750409
2020-06-07;Ávila;AV;60-69;10;1;0.990982063;0.110680686
2020-06-07;Palencia;PA;60-69;7;0;0.60029157;0.0
2020-06-07;Segovia;SE;60-69;27;9;3.071672355;1.10633067
2020-06-07;Valladolid;VA;60-69;23;10;0.738267959;0.297229818
2020-06-07;Zamora;ZA;60-69;10;3;0.862589494;0.279850746
2020-06-07;Ávila;AV;70-79;22;21;3.105590062;2.761704366
2020-06-08;Segovia;SE;0-9;0;0;0.0;0.0
2020-06-08;Soria;SO;0-9;0;0;0.0;0.0
2020-06-08;Burgos;BU;10-19;0;0;0.0;0.0
2020-06-08;León;LE;10-19;0;0;0.0;0.0
2020-06-08;Zamora;ZA;10-19;0;0;0.0;0.0
2020-06-08;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-06-08;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-06-08;León;LE;20-29;0;0;0.0;0.0
2020-06-08;Valladolid;VA;20-29;0;0;0.0;0.0
2020-06-08;Ávila;AV;30-39;0;0;0.0;0.0
2020-06-08;León;LE;30-39;0;0;0.0;0.0
2020-06-08;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-06-08;Segovia;SE;40-49;3;2;0.263689901;0.173626183
2020-06-08;Soria;SO;40-49;0;1;0.0;0.160901046
2020-06-08;Salamanca;SA;50-59;13;3;0.523096733;0.118553646
2020-06-08;Castilla y León;CyL;50-59;54;22;0.294019961;0.120750409
2020-06-08;Burgos;BU;60-69;8;4;0.343185621;0.184382779
2020-06-08;León;LE;60-69;27;8;0.892001718;0.266134398
2020-06-08;Palencia;PA;60-69;7;0;0.60029157;0.0
2020-06-08;Castilla y León;CyL;60-69;147;52;0.964807498;0.347935471
2020-06-08;Valladolid;VA;70-79;73;30;3.046363143;1.093852549
2020-06-08;Burgos;BU;>80;151;174;13.69987298;9.356850936
2020-06-08;León;LE;>80;232;242;13.415833;8.180926946
2020-06-08;Salamanca;SA;>80;236;292;18.98479607;14.62779281
2020-06-09;Palencia;PA;0-9;0;0;0.0;0.0
2020-06-09;Salamanca;SA;0-9;0;0;0.0;0.0
2020-06-09;Segovia;SE;0-9;0;0;0.0;0.0
2020-06-09;Soria;SO;0-9;0;0;0.0;0.0
2020-06-09;Valladolid;VA;0-9;0;0;0.0;0.0
2020-06-09;Zamora;ZA;0-9;0;0;0.0;0.0
2020-06-09;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-06-09;Ávila;AV;10-19;0;0;0.0;0.0
2020-06-09;León;LE;20-29;0;0;0.0;0.0
2020-06-09;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-06-09;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-06-09;Castilla y León;CyL;40-49;13;8;0.072391538;0.045085409
2020-06-09;Ávila;AV;50-59;7;4;0.587593385;0.345184674
2020-06-09;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-05-25;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-05-25;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-05-25;Soria;SO;20-29;0;0;0.0;0.0
2020-05-25;León;LE;30-39;0;0;0.0;0.0
2020-05-25;Salamanca;SA;30-39;0;0;0.0;0.0
2020-05-25;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-05-25;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-25;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-25;Soria;SO;40-49;0;1;0.0;0.160901046
2020-05-25;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-25;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-25;Ávila;AV;50-59;6;4;0.503651473;0.345184674
2020-05-25;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-25;Soria;SO;50-59;3;0;0.411015208;0.0
2020-05-25;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-25;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-25;Salamanca;SA;60-69;25;15;1.246323346;0.734070667
2020-05-25;Segovia;SE;60-69;26;8;2.957906712;0.98340504
2020-05-25;Valladolid;VA;60-69;22;9;0.706169352;0.267506836
2020-05-25;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-25;Ávila;AV;70-79;21;19;2.964426877;2.498684903
2020-05-25;Salamanca;SA;70-79;66;29;4.403816641;1.653081001
2020-05-25;Segovia;SE;70-79;52;20;9.166225983;3.192338388
2020-05-25;Soria;SO;70-79;23;8;5.712866369;1.97141449
2020-05-25;Castilla y León;CyL;70-79;369;162;3.38097856;1.321176336
2020-05-25;Burgos;BU;>80;140;163;12.70186899;8.765325877
2020-05-25;Palencia;PA;>80;43;51;8.615507914;5.631003644
2020-05-25;Salamanca;SA;>80;223;277;17.93902341;13.87636509
2020-05-25;Soria;SO;>80;85;115;23.28767123;20.22867194
2020-05-26;Soria;SO;0-9;0;0;0.0;0.0
2020-05-26;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-26;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-26;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-26;León;LE;10-19;0;0;0.0;0.0
2020-05-26;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-26;Valladolid;VA;10-19;0;0;0.0;0.0
2020-05-26;Castilla y León;CyL;10-19;0;0;0.0;0.0
2020-05-26;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-05-26;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-26;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-26;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-26;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-26;Ávila;AV;50-59;6;4;0.503651473;0.345184674
2020-05-26;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-05-26;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-26;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-26;Palencia;PA;60-69;7;0;0.60029157;0.0
2020-05-26;Salamanca;SA;60-69;25;15;1.246323346;0.734070667
2020-05-26;Segovia;SE;60-69;26;7;2.957906712;0.86047941
2020-05-26;Burgos;BU;70-79;38;14;2.336304949;0.814806193
2020-05-26;León;LE;70-79;72;32;3.44695519;1.291624622
2020-05-26;Palencia;PA;70-79;15;9;2.015858084;1.142857143
2020-05-26;Zamora;ZA;70-79;13;2;1.475093612;0.202224469
2020-05-26;Ávila;AV;>80;108;117;18.22477219;12.97261337
2020-05-26;León;LE;>80;216;228;12.49060313;7.707650181
2020-05-26;Segovia;SE;>80;200;180;41.67534903;22.49156566
2020-05-26;Valladolid;VA;>80;179;233;13.05616338;10.00558251
2020-05-27;Ávila;AV;0-9;0;0;0.0;0.0
2020-05-27;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-27;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-27;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-27;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-05-27;León;LE;10-19;0;0;0.0;0.0
2020-05-27;Segovia;SE;10-19;0;0;0.0;0.0
2020-05-27;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-27;Soria;SO;20-29;0;0;0.0;0.0
2020-05-27;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-27;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-27;León;LE;30-39;0;0;0.0;0.0
2020-05-27;Segovia;SE;30-39;1;0;0.112460639;0.0
