fecha;provincia;siglas;grupo_edad;hombres;mujeres;tasa_hombres_x1000;tasa_mujeres_x1000
2020-05-14;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-14;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-14;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-14;León;LE;30-39;0;0;0.0;0.0
2020-05-14;Salamanca;SA;30-39;0;0;0.0;0.0
2020-05-14;Segovia;SE;30-39;1;0;0.112460639;0.0
2020-05-14;Soria;SO;30-39;0;0;0.0;0.0
2020-05-14;Ávila;AV;40-49;0;0;0.0;0.0
2020-05-14;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-14;Palencia;PA;40-49;0;0;0.0;0.0
2020-05-14;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-14;Ávila;AV;50-59;5;4;0.419709561;0.345184674
2020-05-14;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-14;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-14;Ávila;AV;60-69;10;1;0.990982063;0.110680686
2020-05-14;Palencia;PA;60-69;7;0;0.60029157;0.0
2020-05-14;Castilla y León;CyL;60-69;132;46;0.866357753;0.307789071
2020-05-14;León;LE;70-79;69;31;3.303332057;1.251261352
2020-05-14;Segovia;SE;70-79;50;19;8.81367883;3.032721468
2020-05-14;Burgos;BU;>80;137;159;12.42968608;8.550225855
2020-05-14;Valladolid;VA;>80;167;224;12.18088986;9.619100786
2020-05-15;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-15;Soria;SO;0-9;0;0;0.0;0.0
2020-05-15;Soria;SO;10-19;0;0;0.0;0.0
2020-05-15;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-15;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-15;Castilla y León;CyL;20-29;2;0;0.018597385;0.0
2020-05-15;Palencia;PA;30-39;0;0;0.0;0.0
2020-05-15;Soria;SO;30-39;0;0;0.0;0.0
2020-05-15;Valladolid;VA;30-39;2;0;0.063893681;0.0
2020-05-15;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-15;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-15;León;LE;50-59;8;4;0.228963938;0.112236595
2020-05-15;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-15;Valladolid;VA;50-59;4;4;0.101324822;0.099090842
2020-05-15;Salamanca;SA;60-69;25;14;1.246323346;0.685132622
2020-05-15;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-15;Valladolid;VA;70-79;68;29;2.837708133;1.057390797
2020-05-15;Zamora;ZA;70-79;12;2;1.361624872;0.202224469
2020-05-15;Castilla y León;CyL;70-79;358;158;3.280190581;1.288554698
2020-05-15;Salamanca;SA;>80;213;267;17.1345829;13.37541329
2020-05-15;Valladolid;VA;>80;168;225;12.25382932;9.6620432
2020-05-15;Castilla y León;CyL;>80;1192;1358;14.59925534;10.0156356
2020-05-16;León;LE;0-9;0;0;0.0;0.0
2020-05-16;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-16;León;LE;10-19;0;0;0.0;0.0
2020-05-16;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-16;Segovia;SE;10-19;0;0;0.0;0.0
2020-05-16;Valladolid;VA;10-19;0;0;0.0;0.0
2020-05-16;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-05-16;Salamanca;SA;20-29;0;0;0.0;0.0
2020-05-16;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-16;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-16;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-16;León;LE;30-39;0;0;0.0;0.0
2020-05-16;Valladolid;VA;30-39;2;0;0.063893681;0.0
2020-05-16;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-16;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-16;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-16;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-16;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-16;Ávila;AV;60-69;10;1;0.990982063;0.110680686
2020-05-16;León;LE;60-69;25;8;0.825927517;0.266134398
2020-05-16;Segovia;SE;60-69;25;7;2.844141069;0.86047941
2020-05-16;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-16;Ávila;AV;70-79;21;19;2.964426877;2.498684903
2020-05-16;Segovia;SE;70-79;51;19;8.989952406;3.032721468
2020-05-16;Soria;SO;70-79;23;8;5.712866369;1.97141449
2020-05-16;Salamanca;SA;>80;213;267;17.1345829;13.37541329
2020-05-16;Zamora;ZA;>80;40;49;5.111167902;3.952250363
2020-05-17;León;LE;0-9;0;0;0.0;0.0
2020-05-17;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-17;Burgos;BU;10-19;0;0;0.0;0.0
2020-05-17;Burgos;BU;20-29;1;0;0.062437562;0.0
2020-05-17;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-17;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-17;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-17;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-17;Salamanca;SA;30-39;0;0;0.0;0.0
2020-05-17;Valladolid;VA;30-39;2;0;0.063893681;0.0
2020-05-17;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-05-17;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-17;Soria;SO;40-49;0;1;0.0;0.160901046
2020-05-17;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-17;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-17;Ávila;AV;50-59;5;4;0.419709561;0.345184674
2020-05-17;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-05-17;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-17;Salamanca;SA;50-59;12;3;0.482858522;0.118553646
2020-05-17;Valladolid;VA;50-59;4;4;0.101324822;0.099090842
2020-05-17;Castilla y León;CyL;50-59;46;22;0.250461448;0.120750409
2020-05-17;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-17;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-17;Castilla y León;CyL;60-69;134;48;0.879484386;0.321171204
2020-05-17;Burgos;BU;70-79;36;12;2.213341531;0.698405308
2020-05-17;Palencia;PA;70-79;15;8;2.015858084;1.015873016
2020-05-17;Soria;SO;70-79;23;8;5.712866369;1.97141449
2020-05-17;Castilla y León;CyL;70-79;359;158;3.289353124;1.288554698
2020-05-17;Ávila;AV;>80;106;109;17.88727641;12.08559707
2020-05-17;León;LE;>80;205;216;11.8545076;7.301984382
2020-05-17;Valladolid;VA;>80;169;226;12.32676878;9.704985614
2020-05-18;Ávila;AV;0-9;0;0;0.0;0.0
2020-05-18;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-18;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-05-18;Salamanca;SA;10-19;0;0;0.0;0.0
2020-05-18;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-18;León;LE;30-39;0;0;0.0;0.0
2020-05-18;Palencia;PA;30-39;0;0;0.0;0.0
2020-05-18;Castilla y León;CyL;30-39;3;0;0.022223045;0.0
2020-05-18;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-05-18;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-18;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-18;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-18;Segovia;SE;50-59;7;4;0.598853623;0.346350333
2020-05-18;Valladolid;VA;50-59;4;4;0.101324822;0.099090842
2020-05-18;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-18;Salamanca;SA;60-69;25;14;1.246323346;0.685132622
2020-05-18;Segovia;SE;60-69;25;8;2.844141069;0.98340504
2020-05-18;Ávila;AV;70-79;21;19;2.964426877;2.498684903
2020-05-18;Soria;SO;70-79;23;8;5.712866369;1.97141449
2020-05-18;Zamora;ZA;70-79;12;2;1.361624872;0.202224469
2020-05-18;Soria;SO;>80;84;114;23.01369863;20.05277045
2020-05-19;Burgos;BU;0-9;0;0;0.0;0.0
2020-05-19;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-19;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-19;Burgos;BU;10-19;0;0;0.0;0.0
2020-05-19;Salamanca;SA;10-19;0;0;0.0;0.0
2020-05-19;Soria;SO;10-19;0;0;0.0;0.0
2020-05-19;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-19;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-19;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-19;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-19;León;LE;30-39;0;0;0.0;0.0
2020-05-19;Soria;SO;30-39;0;0;0.0;0.0
2020-05-19;Castilla y León;CyL;30-39;3;0;0.022223045;0.0
2020-05-19;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-19;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-19;Palencia;PA;40-49;0;0;0.0;0.0
2020-05-19;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-05-19;Soria;SO;40-49;0;1;0.0;0.160901046
2020-05-19;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-19;Ávila;AV;50-59;6;4;0.503651473;0.345184674
2020-05-19;Salamanca;SA;50-59;12;3;0.482858522;0.118553646
2020-05-19;Segovia;SE;70-79;51;20;8.989952406;3.192338388
2020-05-19;Soria;SO;70-79;23;8;5.712866369;1.97141449
2020-05-19;Ávila;AV;>80;107;109;18.0560243;12.08559707
2020-05-19;Soria;SO;>80;84;114;23.01369863;20.05277045
2020-05-19;Castilla y León;CyL;>80;1206;1372;14.7707231;10.11888958
2020-05-20;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-20;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-05-20;Segovia;SE;10-19;0;0;0.0;0.0
2020-05-20;Soria;SO;10-19;0;0;0.0;0.0
2020-05-20;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-20;León;LE;20-29;0;0;0.0;0.0
2020-05-20;Salamanca;SA;20-29;0;0;0.0;0.0
2020-05-20;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-20;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-20;Palencia;PA;30-39;0;0;0.0;0.0
2020-05-20;Salamanca;SA;30-39;0;0;0.0;0.0
2020-05-20;Soria;SO;30-39;0;0;0.0;0.0
2020-05-20;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-20;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-20;Salamanca;SA;40-49;4;0;0.175592625;0.0
2020-05-20;Soria;SO;40-49;0;1;0.0;0.160901046
2020-05-20;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-20;Ávila;AV;50-59;6;4;0.503651473;0.345184674
2020-05-20;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-05-20;León;LE;50-59;8;4;0.228963938;0.112236595
2020-05-20;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-20;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-20;León;LE;60-69;25;8;0.825927517;0.266134398
2020-05-20;Palencia;PA;60-69;7;0;0.60029157;0.0
2020-05-20;Zamora;ZA;60-69;9;3;0.776330544;0.279850746
2020-05-20;Palencia;PA;70-79;15;8;2.015858084;1.015873016
2020-05-20;Valladolid;VA;>80;173;228;12.61852662;9.790870443
2020-05-20;Zamora;ZA;>80;42;48;5.366726297;3.871592192
2020-05-21;Ávila;AV;0-9;0;0;0.0;0.0
2020-05-21;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-21;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-21;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-21;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-05-21;Salamanca;SA;10-19;0;0;0.0;0.0
2020-05-21;Soria;SO;10-19;0;0;0.0;0.0
2020-05-21;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-05-21;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-21;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-21;Segovia;SE;30-39;1;0;0.112460639;0.0
2020-05-21;Valladolid;VA;40-49;2;1;0.044562287;0.02282636
2020-05-21;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-21;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-21;Ávila;AV;50-59;6;4;0.503651473;0.345184674
2020-05-21;León;LE;50-59;8;4;0.228963938;0.112236595
2020-05-21;Segovia;SE;50-59;7;4;0.598853623;0.346350333
2020-05-21;Soria;SO;50-59;3;0;0.411015208;0.0
2020-05-21;Castilla y León;CyL;50-59;47;22;0.255906262;0.120750409
2020-05-21;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-21;Segovia;SE;60-69;25;7;2.844141069;0.86047941
2020-05-21;Valladolid;VA;60-69;22;9;0.706169352;0.267506836
2020-05-21;Ávila;AV;70-79;21;19;2.964426877;2.498684903
2020-05-21;Segovia;SE;70-79;51;20;8.989952406;3.192338388
2020-05-21;Soria;SO;70-79;23;8;5.712866369;1.97141449
2020-05-21;Zamora;ZA;70-79;13;2;1.475093612;0.202224469
2020-05-21;Burgos;BU;>80;140;163;12.70186899;8.765325877
2020-05-21;Palencia;PA;>80;43;49;8.615507914;5.410179971
2020-05-21;Salamanca;SA;>80;217;270;17.4563591;13.52569883
2020-05-21;Castilla y León;CyL;>80;1215;1381;14.88095238;10.18526713
2020-05-22;Ávila;AV;0-9;0;0;0.0;0.0
2020-05-22;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-22;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-22;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-22;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-22;Soria;SO;20-29;0;0;0.0;0.0
2020-05-22;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-22;Segovia;SE;30-39;1;0;0.112460639;0.0
2020-05-22;Soria;SO;30-39;0;0;0.0;0.0
2020-05-22;Castilla y León;CyL;30-39;3;0;0.022223045;0.0
2020-05-22;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-22;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-22;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-22;León;LE;50-59;8;4;0.228963938;0.112236595
2020-05-22;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-22;Castilla y León;CyL;50-59;48;22;0.261351076;0.120750409
2020-05-22;León;LE;60-69;25;8;0.825927517;0.266134398
2020-05-22;Salamanca;SA;60-69;25;14;1.246323346;0.685132622
2020-05-22;Castilla y León;CyL;60-69;135;47;0.886047702;0.314480138
2020-05-22;Burgos;BU;70-79;37;14;2.27482324;0.814806193
2020-05-22;León;LE;70-79;70;32;3.351206434;1.291624622
2020-05-22;Palencia;PA;70-79;15;8;2.015858084;1.015873016
2020-05-22;Burgos;BU;>80;140;163;12.70186899;8.765325877
2020-05-22;Palencia;PA;>80;43;49;8.615507914;5.410179971
2020-05-22;Castilla y León;CyL;>80;1225;1390;15.00342936;10.25164469
2020-05-23;Burgos;BU;0-9;0;0;0.0;0.0
2020-05-23;Salamanca;SA;0-9;0;0;0.0;0.0
2020-05-23;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-23;Castilla y León;CyL;0-9;0;0;0.0;0.0
2020-05-23;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-23;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-05-23;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-23;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-23;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-23;Ávila;AV;30-39;0;0;0.0;0.0
2020-05-23;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-23;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-23;Palencia;PA;40-49;0;0;0.0;0.0
2020-05-23;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-23;Soria;SO;40-49;0;1;0.0;0.160901046
2020-05-23;Castilla y León;CyL;40-49;13;5;0.072391538;0.02817838
2020-05-23;Ávila;AV;50-59;6;4;0.503651473;0.345184674
2020-05-23;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-05-23;León;LE;50-59;8;4;0.228963938;0.112236595
2020-05-23;Salamanca;SA;50-59;12;3;0.482858522;0.118553646
2020-05-23;Valladolid;VA;50-59;5;4;0.126656028;0.099090842
2020-05-23;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-23;Segovia;SE;60-69;26;8;2.957906712;0.98340504
2020-05-23;Soria;SO;60-69;4;1;0.736105999;0.203707476
2020-05-23;Castilla y León;CyL;60-69;135;48;0.886047702;0.321171204
2020-05-23;Palencia;PA;70-79;15;8;2.015858084;1.015873016
2020-05-23;Castilla y León;CyL;70-79;366;161;3.353490929;1.313020927
2020-05-23;León;LE;>80;214;225;12.3749494;7.606233731
2020-05-23;Segovia;SE;>80;200;177;41.67534903;22.11670624
2020-05-23;Zamora;ZA;>80;42;50;5.366726297;4.032908534
2020-05-23;Castilla y León;CyL;>80;1230;1395;15.06466784;10.28852111
2020-05-24;Ávila;AV;0-9;0;0;0.0;0.0
2020-05-24;León;LE;0-9;0;0;0.0;0.0
2020-05-24;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-24;Soria;SO;0-9;0;0;0.0;0.0
2020-05-24;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-24;Valladolid;VA;10-19;0;0;0.0;0.0
2020-05-24;Zamora;ZA;10-19;0;0;0.0;0.0
2020-05-24;León;LE;20-29;0;0;0.0;0.0
2020-05-24;Segovia;SE;20-29;0;0;0.0;0.0
2020-05-24;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-24;Zamora;ZA;20-29;0;0;0.0;0.0
2020-05-24;León;LE;30-39;0;0;0.0;0.0
2020-05-24;Palencia;PA;30-39;0;0;0.0;0.0
2020-05-24;Salamanca;SA;30-39;0;0;0.0;0.0
2020-05-24;Segovia;SE;30-39;1;0;0.112460639;0.0
2020-05-24;Soria;SO;30-39;0;0;0.0;0.0
2020-05-24;Valladolid;VA;30-39;2;0;0.063893681;0.0
2020-05-24;Castilla y León;CyL;30-39;3;0;0.022223045;0.0
2020-05-24;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-24;Zamora;ZA;40-49;0;0;0.0;0.0
2020-05-24;Burgos;BU;50-59;2;1;0.07163837;0.03743776
2020-05-24;Palencia;PA;50-59;3;1;0.236183278;0.082176021
2020-05-24;Burgos;BU;60-69;7;4;0.300287418;0.184382779
2020-05-24;Salamanca;SA;60-69;25;15;1.246323346;0.734070667
2020-05-24;Palencia;PA;70-79;15;8;2.015858084;1.015873016
2020-05-24;Salamanca;SA;70-79;66;29;4.403816641;1.653081001
2020-05-24;Zamora;ZA;70-79;13;2;1.475093612;0.202224469
2020-05-24;Palencia;PA;>80;43;50;8.615507914;5.520591807
2020-05-25;Burgos;BU;10-19;0;0;0.0;0.0
2020-05-25;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-25;Salamanca;SA;10-19;0;0;0.0;0.0
2020-05-25;Soria;SO;10-19;0;0;0.0;0.0
2020-06-02;Castilla y León;CyL;30-39;3;0;0.022223045;0.0
2020-06-02;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-06-02;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-06-02;Segovia;SE;40-49;3;2;0.263689901;0.173626183
2020-06-02;Soria;SO;40-49;0;1;0.0;0.160901046
2020-06-02;Zamora;ZA;40-49;0;1;0.0;0.092191389
2020-06-02;Ávila;AV;50-59;7;4;0.587593385;0.345184674
2020-06-02;León;LE;50-59;9;4;0.25758443;0.112236595
2020-06-02;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-06-02;Ávila;AV;60-69;10;1;0.990982063;0.110680686
2020-06-02;Ávila;AV;70-79;22;20;3.105590062;2.630194634
2020-06-02;Burgos;BU;70-79;40;15;2.459268368;0.873006635
2020-06-02;León;LE;70-79;73;35;3.494829567;1.41271443
2020-06-02;Zamora;ZA;70-79;13;3;1.475093612;0.303336704
2020-06-02;Castilla y León;CyL;70-79;377;169;3.454278908;1.378264203
2020-06-02;Palencia;PA;>80;46;55;9.216589862;6.072650988
2020-06-03;Ávila;AV;0-9;0;0;0.0;0.0
2020-06-03;Salamanca;SA;0-9;0;0;0.0;0.0
2020-06-03;Zamora;ZA;0-9;0;0;0.0;0.0
2020-06-03;Ávila;AV;10-19;0;0;0.0;0.0
2020-06-03;Burgos;BU;10-19;0;0;0.0;0.0
2020-06-03;Segovia;SE;10-19;0;0;0.0;0.0
2020-06-03;Valladolid;VA;10-19;0;0;0.0;0.0
2020-06-03;Ávila;AV;20-29;1;0;0.140016802;0.0
2020-06-03;Salamanca;SA;20-29;0;0;0.0;0.0
2020-06-03;Soria;SO;20-29;0;0;0.0;0.0
2020-06-03;Valladolid;VA;20-29;0;0;0.0;0.0
2020-06-03;Burgos;BU;30-39;0;0;0.0;0.0
2020-06-03;Castilla y León;CyL;30-39;3;0;0.022223045;0.0
2020-06-03;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-06-03;Segovia;SE;40-49;3;2;0.263689901;0.173626183
2020-06-03;Castilla y León;CyL;40-49;13;8;0.072391538;0.045085409
2020-06-03;Salamanca;SA;50-59;12;3;0.482858522;0.118553646
2020-06-03;Segovia;SE;50-59;8;4;0.684404141;0.346350333
2020-06-03;Valladolid;VA;50-59;5;4;0.126656028;0.099090842
2020-06-03;León;LE;60-69;27;8;0.892001718;0.266134398
2020-06-03;Segovia;SE;60-69;27;9;3.071672355;1.10633067
2020-06-03;Ávila;AV;70-79;22;20;3.105590062;2.630194634
2020-06-04;Soria;SO;10-19;0;0;0.0;0.0
2020-06-04;Zamora;ZA;10-19;0;0;0.0;0.0
2020-06-04;Castilla y León;CyL;20-29;2;0;0.018597385;0.0
2020-06-04;Ávila;AV;50-59;7;4;0.587593385;0.345184674
2020-06-04;Burgos;BU;60-69;8;4;0.343185621;0.184382779
2020-06-04;Valladolid;VA;70-79;71;30;2.962901139;1.093852549
2020-06-04;León;LE;>80;226;240;13.0688718;8.11331598
2020-06-04;Segovia;SE;>80;203;187;42.30047927;23.36623766
2020-06-04;Zamora;ZA;>80;47;54;6.005622285;4.355541216
2020-06-04;Castilla y León;CyL;>80;1294;1483;15.84852048;10.9375461
2020-06-05;Ávila;AV;10-19;0;0;0.0;0.0
2020-06-05;Salamanca;SA;10-19;0;0;0.0;0.0
2020-06-05;Soria;SO;10-19;0;0;0.0;0.0
2020-06-05;Valladolid;VA;10-19;0;0;0.0;0.0
2020-06-05;Zamora;ZA;10-19;0;0;0.0;0.0
2020-06-05;Soria;SO;20-29;0;0;0.0;0.0
2020-06-05;Castilla y León;CyL;20-29;2;0;0.018597385;0.0
2020-06-05;Ávila;AV;30-39;0;0;0.0;0.0
2020-06-10;León;LE;>80;234;242;13.53148673;8.180926946
2020-06-11;Burgos;BU;10-19;0;0;0.0;0.0
2020-06-11;Segovia;SE;10-19;0;0;0.0;0.0
2020-06-11;Soria;SO;10-19;0;0;0.0;0.0
2020-06-11;Valladolid;VA;10-19;0;0;0.0;0.0
2020-06-11;Palencia;PA;20-29;0;0;0.0;0.0
2020-06-11;Segovia;SE;20-29;0;0;0.0;0.0
2020-06-11;Valladolid;VA;20-29;0;0;0.0;0.0
2020-06-11;Castilla y León;CyL;20-29;2;0;0.018597385;0.0
2020-06-11;Burgos;BU;30-39;0;0;0.0;0.0
2020-06-11;León;LE;30-39;0;0;0.0;0.0
2020-06-11;Palencia;PA;30-39;0;0;0.0;0.0
2020-06-11;Ávila;AV;40-49;0;1;0.0;0.093370682
2020-06-11;Palencia;PA;40-49;0;1;0.0;0.090711176
2020-06-11;Salamanca;SA;50-59;13;3;0.523096733;0.118553646
2020-06-11;Salamanca;SA;60-69;29;16;1.445735082;0.783008711
2020-06-11;Zamora;ZA;60-69;10;3;0.862589494;0.279850746
2020-06-11;Castilla y León;CyL;60-69;149;52;0.977934131;0.347935471
2020-06-11;Palencia;PA;70-79;16;9;2.150248622;1.142857143
2020-06-11;Burgos;BU;>80;152;177;13.79060062;9.518175952
2020-06-11;León;LE;>80;234;244;13.53148673;8.248537913
2020-06-11;Salamanca;SA;>80;238;297;19.14568418;14.87826871
2020-06-11;Segovia;SE;>80;205;192;42.71723276;23.99100337
2020-05-03;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-03;Burgos;BU;30-39;0;0;0.0;0.0
2020-05-03;León;LE;30-39;0;0;0.0;0.0
2020-05-03;Valladolid;VA;30-39;1;0;0.03194684;0.0
2020-05-03;Ávila;AV;40-49;0;0;0.0;0.0
2020-05-03;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-03;Palencia;PA;40-49;0;0;0.0;0.0
2020-05-03;Salamanca;SA;40-49;3;0;0.131694469;0.0
2020-05-03;Segovia;SE;40-49;3;1;0.263689901;0.086813091
2020-05-03;Ávila;AV;50-59;5;3;0.419709561;0.258888505
2020-05-03;León;LE;50-59;7;4;0.200343446;0.112236595
2020-05-03;Salamanca;SA;50-59;11;3;0.442620312;0.118553646
2020-05-03;Soria;SO;50-59;3;0;0.411015208;0.0
2020-05-03;Ávila;AV;60-69;8;1;0.792785651;0.110680686
2020-05-03;Zamora;ZA;70-79;10;2;1.134687394;0.202224469
2020-05-03;Segovia;SE;>80;186;167;38.7580746;20.86717481
2020-05-03;Castilla y León;CyL;>80;1078;1222;13.20301783;9.012596985
2020-05-04;Ávila;AV;0-9;0;0;0.0;0.0
2020-05-04;Valladolid;VA;0-9;0;0;0.0;0.0
2020-05-04;Ávila;AV;10-19;0;0;0.0;0.0
2020-05-04;Palencia;PA;10-19;0;0;0.0;0.0
2020-05-04;Soria;SO;20-29;0;0;0.0;0.0
2020-05-04;Valladolid;VA;20-29;0;0;0.0;0.0
2020-05-04;Valladolid;VA;30-39;1;0;0.03194684;0.0
2020-05-04;Castilla y León;CyL;50-59;41;21;0.223237378;0.115261754
2020-05-04;Segovia;SE;70-79;48;17;8.461131676;2.71348763
2020-05-05;Palencia;PA;0-9;0;0;0.0;0.0
2020-05-05;Palencia;PA;20-29;0;0;0.0;0.0
2020-05-05;Burgos;BU;60-69;6;3;0.257389215;0.138287084
2020-05-05;Burgos;BU;70-79;29;12;1.782969567;0.698405308
2020-05-05;Salamanca;SA;>80;192;235;15.44525782;11.7723675
2020-05-06;León;LE;0-9;0;0;0.0;0.0
2020-05-06;Segovia;SE;0-9;0;0;0.0;0.0
2020-05-06;Zamora;ZA;0-9;0;0;0.0;0.0
2020-05-06;León;LE;20-29;0;0;0.0;0.0
2020-05-06;Segovia;SE;30-39;1;0;0.112460639;0.0
2020-05-06;Zamora;ZA;30-39;0;0;0.0;0.0
2020-05-06;Burgos;BU;40-49;1;0;0.035090182;0.0
2020-05-06;León;LE;40-49;3;1;0.093796898;0.030556744
2020-05-06;Castilla y León;CyL;40-49;13;4;0.072391538;0.022542704
2020-05-06;Zamora;ZA;50-59;2;1;0.155388082;0.080237503
2020-05-06;Salamanca;SA;70-79;61;26;4.070194168;1.482072622
2020-05-06;Soria;SO;70-79;22;8;5.464480874;1.97141449
2020-05-06;Ávila;AV;>80;97;99;16.36854539;10.9768267
2020-05-06;Burgos;BU;>80;131;153;11.88532027;8.227575823
