Fecha;Provincia;test_rapidos_total;test_rapidos_positivos;pcr_total;pcr_positivos;codigo_ine;total_pruebas;total_pruebas_positivas;test_porcentaje;pcr_porcentaje;porcentaje_total;sigla
2020-05-26;Valladolid;42351;1795;43319;4846;47186;85670;6641;4.238388703926708;11.186777164754496;7.7518384498657635;VA
2020-05-27;Ávila;23727;1319;8591;1646;5019;32318;2965;5.55906772874784;19.15958561285066;9.17445386471935;AV
2020-05-27;Burgos;36290;1877;16103;1921;9059;52393;3798;5.1722237531000275;11.929454138980313;7.24905998892982;BU
2020-05-27;Salamanca;30491;2176;18702;2886;37274;49193;5062;7.136532091436817;15.431504651908886;10.290081922224708;SA
2020-05-27;Zamora;26444;1398;6969;613;49275;33413;2011;5.286643472999546;8.796097001004448;6.018615508933649;ZA
2020-05-27;Castilla y León;252156;15210;146680;18739;99999;398836;33949;6.031980202731643;12.775429506408509;8.512019978136378;CyL
2020-05-28;Segovia;20072;2313;14684;2355;40004;34756;4668;11.523515344758868;16.037864342141106;13.43077454252503;SE
2020-05-29;Burgos;38319;1953;16976;1934;9059;55295;3887;5.096688326939638;11.392554194156457;7.029568677095578;BU
2020-05-29;León;35978;2160;25881;2587;24089;61859;4747;6.003668908777586;9.995749777829294;7.673903554858629;LE
2020-05-29;Salamanca;32304;2296;19267;2906;37274;51571;5202;7.107478949975235;15.082784034878289;10.08706443543852;SA
2020-05-29;Segovia;20360;2349;14905;2353;40004;35265;4702;11.537328094302554;15.786648775578666;13.333333333333334;SE
2020-05-29;Castilla y León;265163;15815;152320;18821;99999;417483;34636;5.964255948228072;12.3562237394958;8.29638572109523;CyL
2020-05-30;Salamanca;32321;2297;19546;2911;37274;51867;5208;7.106834565762197;14.8930727514581;10.041066574122274;SA
2020-05-30;Zamora;27775;1438;7505;617;49275;35280;2055;5.177317731773178;8.221185876082611;5.824829931972789;ZA
2020-05-30;Castilla y León;265763;15828;154693;18869;99999;420456;34697;5.955682318456669;12.197707717867;8.252230911201172;CyL
2020-05-31;Palencia;20436;653;8733;865;34120;29169;1518;3.19534155412018;9.904958204511622;5.204155096163735;PA
2020-05-31;Salamanca;32329;2299;19697;2913;37274;52026;5212;7.111262334127254;14.789054170685892;10.018067889132357;SA
2020-05-31;Segovia;20455;2354;15066;2353;40004;35521;4707;11.508188706917624;15.617947696800744;13.2513161228569;SE
2020-05-31;Castilla y León;266072;15847;155711;18903;99999;421783;34750;5.955906671878289;12.139797445267194;8.238833713070465;CyL
2020-06-01;Salamanca;32861;2343;19799;2916;37274;52660;5259;7.130032561394967;14.728016566493258;9.986707178123813;SA
2020-06-01;Castilla y León;269305;16090;157128;18914;99999;426433;35004;5.974638421121034;12.037319892062524;8.208557968074704;CyL
2020-06-02;Burgos;39405;2012;18470;1953;9059;57875;3965;5.105951021443979;10.57390362750406;6.85097192224622;BU
2020-06-02;Palencia;20749;677;9008;868;34120;29757;1545;3.2628078461612606;9.63587921847247;5.1920556507712465;PA
2020-06-02;Segovia;20802;2396;15479;2354;40004;36281;4750;11.518123257379099;15.207700755862783;13.092252142994957;SE
2020-06-02;Soria;19936;1710;6012;1072;42173;25948;2782;8.57744783306581;17.83100465735196;10.721442885771543;SO
2020-06-02;Zamora;28124;1445;7675;617;49275;35799;2062;5.137960460816385;8.039087947882736;5.759937428419788;ZA
2020-06-03;Segovia;21002;2435;15708;2356;40004;36710;4791;11.594133892010285;14.998726763432646;13.05093979842005;SE
2020-06-03;Valladolid;48308;2111;47587;4899;47186;95895;7010;4.36987662498965;10.294828419526342;7.310078731946399;VA
2020-06-04;Ávila;26547;1445;9785;1672;5019;36332;3117;5.4431762534373;17.0873786407767;8.579213916107014;AV
2020-06-04;León;39357;2323;28815;2606;24089;68172;4929;5.902380770892091;9.043900746139164;7.23024115472628;LE
2020-06-04;Segovia;21114;2446;15881;2356;40004;36995;4802;11.584730510561712;14.835337825073989;12.980132450331125;SE
2020-06-04;Valladolid;48995;2147;48223;4901;47186;97218;7048;4.382079804061639;10.163200132716753;7.249686272089531;VA
2020-06-05;León;40240;2382;29417;2607;24089;69657;4989;5.91948310139165;8.862222524390658;7.162237822472975;LE
2020-06-05;Salamanca;35266;2554;21104;2945;37274;56370;5499;7.242102875290649;13.95470053070508;9.755188930282065;SA
2020-06-05;Segovia;21523;2462;16082;2356;40004;37605;4818;11.438925800306649;14.649919164283048;12.81212604706821;SE
2020-06-05;Castilla y León;287538;17128;170020;19055;99999;457558;36183;5.956777886748882;11.207504999411833;7.907849933778888;CyL
2020-06-06;Salamanca;35435;2554;21546;2955;37274;56981;5509;7.2075631437843946;13.714842662211083;9.668134992365877;SA
2020-06-06;Soria;20768;1759;6454;1087;42173;27222;2846;8.469761171032356;16.842268360706537;10.454779222687533;SO
2020-06-06;Castilla y León;288204;17158;172963;19090;99999;461167;36248;5.953421881722669;11.037042604487665;7.860059371117188;CyL
2020-06-07;Salamanca;35444;2554;21720;2957;37274;57164;5511;7.2057329872474885;13.614180478821364;9.640682947309495;SA
2020-06-07;Segovia;21651;2475;16277;2364;40004;37928;4839;11.431342663156437;14.523560852736992;12.758384307108205;SE
2020-06-07;Soria;20900;1767;6473;1088;42173;27373;2855;8.454545454545455;16.808280549976825;10.429985752383736;SO
2020-06-07;Zamora;29337;1469;8260;621;49275;37597;2090;5.007328629375873;7.518159806295399;5.558954171875415;ZA
2020-06-08;Ávila;27482;1474;10354;1682;5019;37836;3156;5.3635106615239065;16.244929495847018;8.341262289882652;AV
2020-06-09;Ávila;27713;1487;10488;1683;5019;38201;3170;5.365712842348357;16.04691075514874;8.298212088688778;AV
2020-06-09;Salamanca;36060;2636;22273;2969;37274;58333;5605;7.31003882418192;13.330040856642572;9.60862633500763;SA
2020-06-09;Segovia;22225;2508;16635;2367;40004;38860;4875;11.28458942632171;14.229035166816953;12.545033453422544;SE
2020-06-09;Soria;21522;1790;6689;1092;42173;28211;2882;8.31707090419106;16.32531021079384;10.215873240934387;SO
2020-06-10;León;42470;2500;32137;2619;24089;74607;5119;5.88650812338121;8.149485017269814;6.861286474459501;LE
2020-06-10;Salamanca;36467;2670;22657;2976;37274;59124;5646;7.321688101571283;13.135013461623341;9.549421554698599;SA
2020-06-11;Salamanca;37147;2696;23077;2984;37274;60224;5680;7.257652031119606;12.930623564588117;9.431455897980872;SA
2020-06-11;Soria;22228;1820;6895;1106;42173;29123;2926;8.18787115350009;16.040609137055835;10.047041856951552;SO
2020-06-11;Zamora;30364;1495;8698;625;49275;39062;2120;4.923593729416415;7.185559898827316;5.427269469049204;ZA
2020-06-14;Burgos;43507;2197;23989;1991;9059;67496;4188;5.04976210724711;8.299637333777982;6.2048121370155265;BU
2020-06-14;Salamanca;37553;2710;23460;2985;37274;61013;5695;7.216467392751577;12.72378516624041;9.334076344385622;SA
2020-06-14;Valladolid;54863;2398;52720;4939;47186;107583;7337;4.370887483367661;9.36836115326252;6.819850719909279;VA
2020-06-14;Castilla y León;309752;18083;189990;19245;99999;499742;37328;5.837896123350293;10.12948049897363;7.469454238387008;CyL
2020-06-16;Ávila;29721;1551;11512;1691;5019;41233;3242;5.218532350863026;14.689020152883947;7.862634297771202;AV
2020-06-16;Zamora;31133;1518;9180;628;49275;40313;2146;4.875855201875822;6.840958605664488;5.323344826730831;ZA
2020-06-17;León;46685;2632;35136;2628;24089;81821;5260;5.637785155831638;7.479508196721311;6.428667457009814;LE
2020-06-17;Valladolid;57713;2486;54650;4975;47186;112363;7461;4.307521702216138;9.10338517840805;6.640086149355215;VA
2020-06-17;Castilla y León;322299;18498;197025;19312;99999;519324;37810;5.7393910623365265;9.801801801801801;7.280618650399365;CyL
2020-06-18;Ávila;30727;1569;11883;1694;5019;42610;3263;5.1062583395710615;14.255659345283178;7.65782680122037;AV
2020-06-18;Burgos;45686;2253;25112;1993;9059;70798;4246;4.93148885873134;7.936444727620261;5.997344557755869;BU
2020-06-18;Palencia;24799;817;11861;911;34120;36660;1728;3.2944876809548775;7.6806340106230495;4.713584288052373;PA
2020-06-18;Zamora;31917;1528;9455;628;49275;41372;2156;4.787417363787323;6.641988365943945;5.211253988204582;ZA
2020-03-13;Soria;0;0;2;1;42173;2;1;;50.0;50.0;SO
2020-03-14;León;0;0;148;43;24089;148;43;;29.054054054054053;29.054054054054053;LE
2020-03-15;León;0;0;191;63;24089;191;63;;32.98429319371728;32.98429319371728;LE
2020-03-15;Palencia;0;0;4;0;34120;4;0;;0.0;0.0;PA
2020-03-16;Ávila;0;0;65;26;5019;65;26;;40.0;40.0;AV
2020-03-16;Burgos;0;0;381;116;9059;381;116;;30.446194225721783;30.446194225721783;BU
2020-03-16;Salamanca;0;0;238;73;37274;238;73;;30.672268907563026;30.672268907563026;SA
2020-03-16;Soria;0;0;30;22;42173;30;22;;73.33333333333333;73.33333333333333;SO
2020-03-16;Zamora;0;0;52;5;49275;52;5;;9.615384615384617;9.615384615384617;ZA
2020-03-17;Zamora;0;0;87;13;49275;87;13;;14.942528735632186;14.942528735632186;ZA
2020-03-18;Palencia;0;0;8;0;34120;8;0;;0.0;0.0;PA
2020-03-18;Segovia;0;0;204;121;40004;204;121;;59.31372549019608;59.31372549019608;SE
2020-03-19;Burgos;0;0;601;199;9059;601;199;;33.11148086522462;33.11148086522462;BU
2020-03-20;Soria;0;0;159;113;42173;159;113;;71.0691823899371;71.0691823899371;SO
2020-03-21;Palencia;0;0;19;2;34120;19;2;;10.526315789473683;10.526315789473683;PA
2020-03-21;Salamanca;0;0;778;344;37274;778;344;;44.2159383033419;44.2159383033419;SA
2020-03-21;Soria;0;0;182;129;42173;182;129;;70.87912087912088;70.87912087912088;SO
2020-03-21;Castilla y León;0;0;4853;1849;99999;4853;1849;;38.100144240675874;38.100144240675874;CyL
2020-03-22;Salamanca;0;0;957;452;37274;957;452;;47.23092998955068;47.23092998955068;SA
2020-03-23;Ávila;0;0;385;214;5019;385;214;;55.58441558441558;55.58441558441558;AV
2020-03-23;Palencia;0;0;24;3;34120;24;3;;12.5;12.5;PA
2020-03-23;Valladolid;0;0;1916;593;47186;1916;593;;30.949895615866392;30.949895615866392;VA
2020-03-24;Soria;0;0;315;223;42173;315;223;;70.7936507936508;70.7936507936508;SO
2020-03-24;Valladolid;0;0;2268;781;47186;2268;781;;34.43562610229277;34.43562610229277;VA
2020-03-25;Burgos;0;0;1255;505;9059;1255;505;;40.23904382470119;40.23904382470119;BU
2020-03-26;Salamanca;0;0;1895;869;37274;1895;869;;45.857519788918204;45.857519788918204;SA
2020-03-26;Segovia;0;0;1155;688;40004;1155;688;;59.56709956709957;59.56709956709957;SE
2020-03-27;Salamanca;0;0;2257;1059;37274;2257;1059;;46.92069118298626;46.92069118298626;SA
2020-03-27;Soria;0;0;618;418;42173;618;418;;67.63754045307444;67.63754045307444;SO
2020-03-28;Ávila;0;0;877;478;5019;877;478;;54.50399087799316;54.50399087799316;AV
2020-03-28;Valladolid;0;0;3552;1309;47186;3552;1309;;36.85247747747748;36.85247747747748;VA
2020-03-29;Burgos;0;0;1839;750;9059;1839;750;;40.78303425774878;40.78303425774878;BU
2020-03-29;León;0;0;2288;1004;24089;2288;1004;;43.88111888111888;43.88111888111888;LE
2020-03-30;Ávila;0;0;1107;597;5019;1107;597;;53.929539295392956;53.929539295392956;AV
2020-03-30;León;0;0;2408;1042;24089;2408;1042;;43.27242524916943;43.27242524916943;LE
2020-03-30;Segovia;0;0;1807;1078;40004;1807;1078;;59.65688987271721;59.65688987271721;SE
2020-03-31;Ávila;0;0;1296;710;5019;1296;710;;54.78395061728395;54.78395061728395;AV
2020-03-31;León;0;0;2596;1108;24089;2596;1108;;42.68104776579353;42.68104776579353;LE
2020-03-31;Segovia;0;0;1982;1164;40004;1982;1164;;58.72855701311806;58.72855701311806;SE
2020-03-31;Soria;0;0;906;594;42173;906;594;;65.56291390728477;65.56291390728477;SO
2020-04-01;Zamora;0;0;821;218;49275;821;218;;26.552984165651644;26.552984165651644;ZA
2020-04-02;León;0;0;3057;1229;24089;3057;1229;;40.20281321557082;40.20281321557082;LE
2020-04-02;Castilla y León;38;4;21438;8987;99999;21476;8991;10.526315789473683;41.92088814255061;41.86533805177873;CyL
2020-04-03;Burgos;0;0;2688;945;9059;2688;945;;35.15625;35.15625;BU
2020-04-03;León;0;0;3323;1284;24089;3323;1284;;38.63978332831778;38.63978332831778;LE
2020-04-03;Segovia;0;0;2606;1400;40004;2606;1400;;53.72217958557176;53.72217958557176;SE
2020-04-03;Valladolid;0;0;5951;2093;47186;5951;2093;;35.1705595698202;35.1705595698202;VA
2020-04-04;Segovia;1;0;2944;1561;40004;2945;1561;0.0;53.02309782608695;53.00509337860782;SE
2020-04-04;Soria;0;0;1315;783;42173;1315;783;;59.543726235741445;59.543726235741445;SO
2020-04-07;Segovia;7;3;3384;1713;40004;3391;1716;42.857142857142854;50.62056737588653;50.60454143320554;SE
2020-04-08;Ávila;245;24;2399;1190;5019;2644;1214;9.795918367346939;49.6040016673614;45.915279878971255;AV
2020-04-08;Valladolid;419;22;8958;2947;47186;9377;2969;5.250596658711217;32.89796829649475;31.662578649888022;VA
2020-04-09;Burgos;307;59;3651;1130;9059;3958;1189;19.218241042345277;30.950424541221583;30.040424456796362;BU
2020-04-09;Segovia;98;18;3603;1737;40004;3701;1755;18.367346938775512;48.2098251457119;47.41961631991354;SE
2020-04-09;Valladolid;483;26;10053;3148;47186;10536;3174;5.383022774327122;31.314035611260323;30.125284738041003;VA
2020-04-10;Segovia;138;28;3815;1766;40004;3953;1794;20.28985507246377;46.29095674967235;45.38325322539843;SE
2020-04-10;Castilla y León;5579;681;37290;13152;99999;42869;13833;12.206488618031905;35.269509251810135;32.26807249994168;CyL
2020-04-11;Burgos;819;175;4027;1200;9059;4846;1375;21.367521367521366;29.798857710454435;28.37391663227404;BU
2020-04-11;León;2286;207;5463;1669;24089;7749;1876;9.05511811023622;30.55097931539447;24.209575429087625;LE
2020-04-11;Palencia;258;48;1289;393;34120;1547;441;18.6046511627907;30.48875096974399;28.50678733031674;PA
2020-04-12;Ávila;1211;150;2727;1276;5019;3938;1426;12.386457473162675;46.79134580124679;36.211274758760794;AV
2020-04-12;Segovia;201;39;4009;1784;40004;4210;1823;19.402985074626866;44.4998752806186;43.30166270783848;SE
2020-04-12;Soria;659;111;1858;913;42173;2517;1024;16.84370257966616;49.13885898815931;40.683353198251886;SO
2020-04-13;Burgos;1537;199;4303;1243;9059;5840;1442;12.947299934938192;28.886823146641877;24.69178082191781;BU
2020-04-14;Ávila;2071;221;2857;1303;5019;4928;1524;10.67117334620956;45.6072803640182;30.925324675324678;AV
2020-04-14;Salamanca;529;60;7079;2481;37274;7608;2541;11.342155009451796;35.04732306822997;33.39905362776025;SA
2020-04-14;Segovia;330;74;4495;1816;40004;4825;1890;22.424242424242426;40.40044493882091;39.17098445595855;SE
2020-04-14;Soria;979;179;1917;922;42173;2896;1101;18.283963227783453;48.09598330725091;38.017955801104975;SO
2020-04-15;Salamanca;742;113;7287;2526;37274;8029;2639;15.22911051212938;34.664470975710174;32.86835222319093;SA
2020-04-17;Burgos;6329;588;5338;1457;9059;11667;2045;9.290567230210144;27.294866991382538;17.52807062655353;BU
2020-04-17;Valladolid;3717;77;17529;4400;47186;21246;4477;2.0715630885122414;25.101260767870386;21.072201826226113;VA
2020-04-18;Segovia;756;192;5169;1852;40004;5925;2044;25.396825396825395;35.82898046043722;34.49789029535865;SE
2020-03-17;León;0;0;328;115;24089;328;115;;35.0609756097561;35.0609756097561;LE
2020-03-17;Salamanca;0;0;349;130;37274;349;130;;37.249283667621775;37.249283667621775;SA
2020-03-17;Soria;0;0;70;46;42173;70;46;;65.71428571428571;65.71428571428571;SO
2020-03-18;Ávila;0;0;138;58;5019;138;58;;42.028985507246375;42.028985507246375;AV
2020-03-18;León;0;0;438;149;24089;438;149;;34.01826484018265;34.01826484018265;LE
2020-03-19;Palencia;0;0;12;1;34120;12;1;;8.333333333333332;8.333333333333332;PA
2020-03-20;Ávila;0;0;248;133;5019;248;133;;53.62903225806451;53.62903225806451;AV
2020-03-20;León;0;0;662;233;24089;662;233;;35.196374622356494;35.196374622356494;LE
2020-03-20;Salamanca;0;0;652;276;37274;652;276;;42.331288343558285;42.331288343558285;SA
2020-03-20;Zamora;0;0;181;46;49275;181;46;;25.41436464088398;25.41436464088398;ZA
2020-03-20;Castilla y León;0;0;4184;1533;99999;4184;1533;;36.6395793499044;36.6395793499044;CyL
2020-03-21;León;0;0;771;284;24089;771;284;;36.835278858625166;36.835278858625166;LE
2020-03-21;Valladolid;0;0;1499;412;47186;1499;412;;27.484989993328885;27.484989993328885;VA
2020-03-23;Zamora;0;0;308;89;49275;308;89;;28.8961038961039;28.8961038961039;ZA
2020-03-24;León;0;0;1215;501;24089;1215;501;;41.23456790123457;41.23456790123457;LE
2020-03-24;Segovia;0;0;677;376;40004;677;376;;55.53914327917282;55.53914327917282;SE
2020-03-25;Segovia;0;0;895;504;40004;895;504;;56.31284916201117;56.31284916201117;SE
2020-03-25;Soria;0;0;399;282;42173;399;282;;70.67669172932331;70.67669172932331;SO
2020-03-25;Valladolid;0;0;2587;951;47186;2587;951;;36.76072671047545;36.76072671047545;VA
2020-03-25;Zamora;0;0;340;98;49275;340;98;;28.823529411764703;28.823529411764703;ZA
2020-03-25;Castilla y León;0;0;9122;4001;99999;9122;4001;;43.86099539574655;43.86099539574655;CyL
2020-03-26;Burgos;0;0;1463;594;9059;1463;594;;40.6015037593985;40.6015037593985;BU
2020-03-26;Soria;0;0;546;376;42173;546;376;;68.86446886446886;68.86446886446886;SO
2020-03-26;Valladolid;0;0;2934;1104;47186;2934;1104;;37.627811860940696;37.627811860940696;VA
2020-03-26;Zamora;0;0;418;119;49275;418;119;;28.4688995215311;28.4688995215311;ZA
2020-03-26;Castilla y León;0;0;10892;4886;99999;10892;4886;;44.8586118251928;44.8586118251928;CyL
2020-03-27;Ávila;0;0;845;466;5019;845;466;;55.14792899408284;55.14792899408284;AV
2020-03-27;Burgos;0;0;1629;669;9059;1629;669;;41.06813996316759;41.06813996316759;BU
2020-03-27;Palencia;0;0;57;13;34120;57;13;;22.807017543859647;22.807017543859647;PA
2020-03-28;Segovia;0;0;1610;967;40004;1610;967;;60.06211180124224;60.06211180124224;SE
2020-03-29;Segovia;0;0;1719;1035;40004;1719;1035;;60.20942408376963;60.20942408376963;SE
2020-03-30;Palencia;0;0;267;100;34120;267;100;;37.453183520599254;37.453183520599254;PA
2020-03-31;Palencia;0;0;333;125;34120;333;125;;37.53753753753754;37.53753753753754;PA
2020-03-31;Valladolid;0;0;4274;1537;47186;4274;1537;;35.96162845109967;35.96162845109967;VA
2020-04-01;Castilla y León;26;2;19709;8378;99999;19735;8380;7.6923076923076925;42.508498655436604;42.46262984545224;CyL
2020-04-02;Ávila;34;3;1564;871;5019;1598;874;8.823529411764707;55.69053708439897;54.69336670838548;AV
2020-04-02;Palencia;0;0;520;190;34120;520;190;;36.53846153846153;36.53846153846153;PA
2020-04-03;Salamanca;6;1;4410;1762;37274;4416;1763;16.666666666666664;39.954648526077094;39.92300724637681;SA
2020-04-04;Burgos;0;0;2854;972;9059;2854;972;;34.05746320953048;34.05746320953048;BU
2020-04-04;Castilla y León;122;13;25390;10231;99999;25512;10244;10.655737704918032;40.29539188656951;40.15365318281593;CyL
2020-04-05;Palencia;0;0;748;257;34120;748;257;;34.35828877005348;34.35828877005348;PA
2020-04-06;Ávila;104;14;2072;1092;5019;2176;1106;13.461538461538462;52.702702702702695;50.82720588235294;AV
2020-04-06;Valladolid;4;0;7455;2559;47186;7459;2559;0.0;34.325955734406435;34.30754792867677;VA
2020-04-06;Castilla y León;241;32;28441;11159;99999;28682;11191;13.278008298755188;39.235610562216515;39.01750226622969;CyL
2020-04-07;Palencia;0;0;910;296;34120;910;296;;32.527472527472526;32.527472527472526;PA
2020-04-09;Ávila;428;32;2453;1200;5019;2881;1232;7.476635514018691;48.91969017529556;42.76292953835474;AV
2020-04-09;Palencia;105;30;1111;359;34120;1216;389;28.57142857142857;32.313231323132314;31.990131578947366;PA
2020-04-09;Zamora;155;19;1366;277;49275;1521;296;12.258064516129032;20.27818448023426;19.46088099934254;ZA
2020-04-10;Valladolid;607;28;11059;3491;47186;11666;3519;4.612850082372323;31.56704946197667;30.16458083319047;VA
2020-04-11;Segovia;155;28;3873;1770;40004;4028;1798;18.064516129032256;45.70100697134005;44.63753723932473;SE
2020-04-11;Valladolid;668;28;11891;3654;47186;12559;3682;4.191616766467066;30.72912286603313;29.317620829683893;VA
2020-04-12;Valladolid;669;28;12815;3945;47186;13484;3973;4.185351270553064;30.784237222005462;29.464550578463367;VA
2020-04-14;Castilla y León;13714;1383;45537;14569;99999;59251;15952;10.084585095522822;31.993763313349582;26.92275235860998;CyL
2020-04-15;Valladolid;2235;64;16105;4291;47186;18340;4355;2.8635346756152127;26.64389941012108;23.745910577971646;VA
2020-04-15;Castilla y León;18046;1775;48084;14892;99999;66130;16667;9.83597473124238;30.970801098078365;25.203387267503402;CyL
2020-04-16;Salamanca;741;155;7465;2548;37274;8206;2703;20.917678812415655;34.13261888814467;32.93931269802584;SA
2020-04-16;Soria;1658;276;2040;935;42173;3698;1211;16.646562123039807;45.83333333333333;32.74743104380746;SO
2020-04-16;Castilla y León;22898;2070;50111;15111;99999;73009;17181;9.04009083762774;30.155055776176887;23.532715144708185;CyL
2020-04-17;Soria;1983;283;2096;940;42173;4079;1223;14.27130610186586;44.847328244274806;29.982838931110567;SO
2020-04-17;Zamora;633;58;1918;311;49275;2551;369;9.162717219589258;16.2148070907195;14.464915719325756;ZA
2020-04-18;Salamanca;1103;249;7964;2610;37274;9067;2859;22.57479601087942;32.772476142641885;31.531928973199513;SA
2020-04-18;Valladolid;3796;79;17757;4418;47186;21553;4497;2.0811380400421498;24.880328884383623;20.864844801187772;VA
2020-04-18;Zamora;660;62;1925;312;49275;2585;374;9.393939393939393;16.207792207792206;14.468085106382977;ZA
2020-04-19;Burgos;7491;604;5684;1494;9059;13175;2098;8.063008944066214;26.28430682617875;15.924098671726755;BU
2020-04-19;León;8291;556;8253;1991;24089;16544;2547;6.706066819442769;24.124560765782142;15.395309477756285;LE
2020-04-19;Salamanca;1211;276;8132;2627;37274;9343;2903;22.791081750619323;32.3044761436301;31.071390345713368;SA
2020-04-19;Segovia;949;235;5280;1864;40004;6229;2099;24.76290832455216;35.303030303030305;33.69722266816503;SE
2020-04-19;Valladolid;3828;80;18912;4478;47186;22740;4558;2.089864158829676;23.678087986463623;20.043975373790676;VA
2020-04-19;Zamora;661;62;1931;313;49275;2592;375;9.379727685325264;16.209218021750388;14.467592592592593;ZA
2020-04-20;Burgos;8098;614;5876;1512;9059;13974;2126;7.582119041738701;25.731790333560244;15.213968799198513;BU
2020-04-20;León;9239;664;8457;2003;24089;17696;2667;7.186924991882239;23.684521698001657;15.07120253164557;LE
2020-04-20;Palencia;3153;150;1705;436;34120;4858;586;4.757373929590866;25.57184750733138;12.06257719226019;PA
2020-04-20;Zamora;770;79;2159;324;49275;2929;403;10.25974025974026;15.006947660954145;13.758962103106862;ZA
2020-04-21;Ávila;4042;359;3742;1462;5019;7784;1821;8.881741712023752;39.070016034206304;23.39414182939363;AV
2020-04-21;León;10375;730;8939;2052;24089;19314;2782;7.036144578313253;22.95558787336391;14.404059231645439;LE
2020-04-21;Palencia;3637;165;1759;442;34120;5396;607;4.536706076436624;25.127913587265493;11.249073387694589;PA
2020-04-21;Salamanca;1825;415;8581;2675;37274;10406;3090;22.73972602739726;31.173522899428974;29.694407072842594;SA
2020-04-21;Segovia;1350;355;5578;1877;40004;6928;2232;26.296296296296294;33.65005378271782;32.21709006928407;SE
2020-04-21;Valladolid;4908;110;21013;4621;47186;25921;4731;2.2412387938060307;21.991148336743922;18.25161066316886;VA
2020-04-22;Burgos;9557;636;6368;1568;9059;15925;2204;6.65480799414042;24.623115577889447;13.839874411302983;BU
2020-04-22;Segovia;1523;404;5867;1890;40004;7390;2294;26.526592252133945;32.21407874552582;31.041948579161026;SE
2020-04-22;Soria;3767;573;2361;955;42173;6128;1528;15.211043270507036;40.44896230410843;24.934725848563968;SO
2020-04-23;Ávila;4151;369;3989;1484;5019;8140;1853;8.889424235124066;37.202306342441716;22.764127764127764;AV
2020-04-23;Burgos;9818;642;6690;1600;9059;16508;2242;6.539009981666327;23.916292974588938;13.581293918100314;BU
2020-04-23;León;11282;811;9891;2222;24089;21173;3033;7.188441765644389;22.464867050854313;14.324847683370331;LE
2020-04-23;Segovia;1632;415;5965;1891;40004;7597;2306;25.428921568627448;31.701592623637886;30.35408713966039;SE
2020-04-23;Castilla y León;44514;3794;65689;16427;99999;110203;20221;8.52316125263962;25.007231043249252;18.348865275899932;CyL
2020-04-24;Ávila;4381;379;4163;1499;5019;8544;1878;8.650992923989957;36.007686764352634;21.980337078651687;AV
2020-04-24;Burgos;10024;652;6928;1613;9059;16952;2265;6.504389465283319;23.282332563510394;13.361255309108069;BU
2020-04-24;León;12085;845;10564;2272;24089;22649;3117;6.992139015308234;21.507004922377888;13.762197006490354;LE
2020-04-24;Salamanca;2384;515;9355;2720;37274;11739;3235;21.60234899328859;29.0753607696419;27.55771360422523;SA
2020-04-24;Segovia;1738;433;6333;1891;40004;8071;2324;24.913693901035675;29.859466287699355;28.794449262792714;SE
2020-04-24;Soria;4522;655;2512;962;42173;7034;1617;14.484741264927022;38.296178343949045;22.98834233721922;SO
2020-04-25;Ávila;4406;383;4377;1525;5019;8783;1908;8.692691783931004;34.84121544436829;21.723784583855174;AV
2020-04-25;Palencia;4630;206;2059;472;34120;6689;678;4.449244060475162;22.92374939290918;10.136044251756616;PA
2020-04-25;Segovia;1903;461;6546;1895;40004;8449;2356;24.224908039936942;28.948976474182707;27.884956799621257;SE
2020-04-25;Zamora;1696;159;2652;341;49275;4348;500;9.375;12.858220211161386;11.499540018399264;ZA
2020-04-26;Ávila;4412;384;4518;1541;5019;8930;1925;8.703535811423391;34.108012394864986;21.556550951847704;AV
2020-04-26;Salamanca;2467;525;9941;2771;37274;12408;3296;21.280907985407378;27.87445930992858;26.563507414571248;SA
2020-04-26;Segovia;2017;476;6636;1896;40004;8653;2372;23.599405057015368;28.57142857142857;27.41245810701491;SE
2020-04-26;Castilla y León;49506;4149;73892;16876;99999;123398;21025;8.380802326990668;22.83873761706274;17.038363668779073;CyL
2020-04-27;Burgos;10564;660;7650;1687;9059;18214;2347;6.247633472169633;22.052287581699346;12.885692324585484;BU
2020-04-27;Salamanca;2616;556;10104;2775;37274;12720;3331;21.253822629969417;27.46437054631829;26.187106918238996;SA
2020-04-27;Soria;5748;750;2742;977;42173;8490;1727;13.048016701461378;35.630926331145155;20.34157832744405;SO
2020-04-28;Ávila;5176;413;4869;1560;5019;10045;1973;7.979134466769707;32.039433148490446;19.641612742658037;AV
2020-04-28;Burgos;11157;670;8010;1719;9059;19167;2389;6.005198530070808;21.460674157303373;12.464131058590286;BU
2020-04-28;Palencia;4997;211;3637;733;34120;8634;944;4.2225335201120675;20.153973054715422;10.93351864720871;PA
2020-04-28;Segovia;2588;566;8497;2271;40004;11085;2837;21.87017001545595;26.727080145933858;25.59314388813712;SE
2020-04-28;Soria;6099;768;2784;976;42173;8883;1744;12.592228234136742;35.05747126436782;19.63300686704942;SO
2020-04-29;Ávila;5566;429;4992;1564;5019;10558;1993;7.707509881422925;31.330128205128204;18.876681189619244;AV
2020-04-29;Soria;6340;797;2848;977;42173;9188;1774;12.570977917981072;34.30477528089887;19.30779277318241;SO
2020-04-29;Valladolid;8184;209;27837;4439;47186;36021;4648;2.553763440860215;15.946402270359595;12.903584020432527;VA
2020-04-29;Zamora;2764;281;3539;543;49275;6303;824;10.166425470332852;15.343317321277198;13.073139774710455;ZA
