Fecha;Provincia;test_rapidos_total;test_rapidos_positivos;pcr_total;pcr_positivos;codigo_ine;total_pruebas;total_pruebas_positivas;test_porcentaje;pcr_porcentaje;porcentaje_total;sigla
2020-04-30;Salamanca;4818;655;10883;2747;37274;15701;3402;13.594852635948525;25.24120187448314;21.66740971912617;SA
2020-04-30;Segovia;3964;680;8847;2285;40004;12811;2965;17.15438950554995;25.827964281677406;23.14417297634845;SE
2020-04-30;Valladolid;8800;224;28946;4474;47186;37746;4698;2.5454545454545454;15.456367028259518;12.446351931330472;VA
2020-05-01;Palencia;5395;219;4182;766;34120;9577;985;4.059314179796107;18.31659493065519;10.285057951341756;PA
2020-05-02;Burgos;12517;720;9099;1784;9059;21616;2504;5.752177039226652;19.60655017034839;11.5840118430792;BU
2020-05-02;León;15584;944;14284;2412;24089;29868;3356;6.057494866529774;16.886026323158777;11.23610553100308;LE
2020-05-02;Palencia;5628;228;4427;769;34120;10055;997;4.051172707889126;17.370679918680825;9.91546494281452;PA
2020-05-02;Salamanca;5822;720;11336;2756;37274;17158;3476;12.366884232222604;24.31192660550459;20.258771418580253;SA
2020-05-03;Ávila;6576;468;5634;1591;5019;12210;2059;7.116788321167883;28.239261625843092;16.863226863226863;AV
2020-05-03;Segovia;4532;732;9282;2290;40004;13814;3022;16.15180935569285;24.671407024348202;21.876357318662226;SE
2020-05-03;Soria;8012;921;3062;981;42173;11074;1902;11.495257114328506;32.03788373612018;17.17536572150984;SO
2020-05-04;Palencia;6295;250;4616;770;34120;10911;1020;3.971405877680699;16.68110918544194;9.348364036293647;PA
2020-05-04;Salamanca;7040;798;11594;2765;37274;18634;3563;11.335227272727273;23.848542349491115;19.120961682945154;SA
2020-05-04;Soria;8418;975;3134;981;42173;11552;1956;11.58232359230221;31.3018506700702;16.93213296398892;SO
2020-05-04;Castilla y León;81467;5731;93843;17741;99999;175310;23472;7.034750266979267;18.904979593576503;13.388854030003994;CyL
2020-05-05;Palencia;6624;257;4678;771;34120;11302;1028;3.879830917874396;16.481402308678923;9.095735268094142;PA
2020-05-05;Salamanca;8037;850;11973;2772;37274;20010;3622;10.576085604081124;23.1520922074668;18.100949525237382;SA
2020-05-05;Segovia;6066;866;9730;2296;40004;15796;3162;14.276294098252556;23.597122302158276;20.017726006583946;SE
2020-05-05;Castilla y León;88739;6115;96301;17794;99999;185040;23909;6.890994940217943;18.477482061453152;12.920990056204065;CyL
2020-05-06;Palencia;6917;269;4871;776;34120;11788;1045;3.8889692063033108;15.931020324368713;8.864947404139803;PA
2020-05-06;Segovia;6670;899;9901;2298;40004;16571;3197;13.478260869565217;23.20977679022321;19.292740329491277;SE
2020-05-07;Burgos;16480;844;10108;1824;9059;26588;2668;5.1213592233009715;18.045112781954884;10.034602076124568;BU
2020-05-07;Segovia;7550;971;10179;2299;40004;17729;3270;12.860927152317881;22.585715689163965;18.444356703705793;SE
2020-05-07;Zamora;9390;737;4352;563;49275;13742;1300;7.84877529286475;12.93658088235294;9.460049483335759;ZA
2020-05-07;Castilla y León;110060;7295;101679;17942;99999;211739;25237;6.628202798473559;17.645728223133585;11.91891904656204;CyL
2020-05-08;Burgos;17572;886;10378;1835;9059;27950;2721;5.04211245162759;17.681634226247834;9.735241502683364;BU
2020-05-08;León;19281;1158;16267;2467;24089;35548;3625;6.005912556402676;15.165672834573062;10.197479464386182;LE
2020-05-08;Salamanca;14108;1201;12970;2789;37274;27078;3990;8.51290048199603;21.503469545104085;14.735209395080878;SA
2020-05-08;Soria;11004;1185;3484;991;42173;14488;2176;10.768811341330425;28.444316877152698;15.019326339039205;SO
2020-05-08;Zamora;10366;789;4419;563;49275;14785;1352;7.61142195639591;12.740439013351438;9.144403111261413;ZA
2020-05-08;Castilla y León;120655;7789;104116;18009;99999;224771;25798;6.455596535576643;17.29705328671866;11.477459280779104;CyL
2020-05-09;Burgos;17787;890;10568;1837;9059;28355;2727;5.003654354303705;17.382664647993945;9.617351437136309;BU
2020-05-09;Castilla y León;123309;7898;106539;18105;99999;229848;26003;6.40504748234111;16.993776926759217;11.313128676342627;CyL
2020-05-10;Soria;11702;1221;3727;999;42173;15429;2220;10.434113826696292;26.804400321974782;14.388489208633093;SO
2020-05-10;Castilla y León;124191;7978;107583;18122;99999;231774;26100;6.423975972493981;16.84466876737031;11.260969737761785;CyL
2020-05-11;Soria;12232;1267;3763;999;42173;15995;2266;10.358077174623938;26.547967047568427;14.166927164738983;SO
2020-05-11;Valladolid;25411;656;36036;4699;47186;61447;5355;2.581559167289756;13.039738039738038;8.714827412241444;VA
2020-05-12;Ávila;11961;766;6705;1606;5019;18666;2372;6.404146810467353;23.95227442207308;12.70759669988214;AV
2020-05-12;Burgos;20833;1006;11274;1843;9059;32107;2849;4.828877262036193;16.347347880078054;8.873454386893824;BU
2020-05-12;León;20650;1279;17483;2504;24089;38133;3783;6.193704600484262;14.322484699422297;9.920541263472584;LE
2020-05-12;Palencia;11102;360;5821;797;34120;16923;1157;3.2426589803638985;13.691805531695586;6.836849258405719;PA
2020-05-12;Soria;13165;1296;3860;1001;42173;17025;2297;9.84428408659324;25.932642487046632;13.491923641703377;SO
2020-05-12;Castilla y León;144586;8931;111822;18166;99999;256408;27097;6.176946592339507;16.245461537085724;10.56792299772238;CyL
2020-05-13;Burgos;22516;1110;11512;1848;9059;34028;2958;4.9298276780955765;16.052814454482277;8.692841189608558;BU
2020-05-13;Palencia;11841;376;6031;802;34120;17872;1178;3.175407482476142;13.297960537224341;6.591316025067144;PA
2020-05-13;Salamanca;17764;1469;14152;2803;37274;31916;4272;8.269533888763792;19.806387789711703;13.385135981952626;SA
2020-05-13;Castilla y León;153972;9449;114195;18211;99999;268167;27660;6.136830073000286;15.94728315600508;10.31446822315945;CyL
2020-05-14;Ávila;13398;798;6946;1610;5019;20344;2408;5.956112852664576;23.178807947019866;11.83641368462446;AV
2020-05-14;Valladolid;29296;822;37582;4737;47186;66878;5559;2.8058438012015294;12.604438294928425;8.312150482968988;VA
2020-05-14;Castilla y León;163929;9980;117371;18276;99999;281300;28256;6.0880015128500755;15.57113767455334;10.044792036971204;CyL
2020-05-15;Burgos;25671;1315;12096;1860;9059;37767;3175;5.122511783724826;15.376984126984128;8.406810178197897;BU
2020-05-15;Salamanca;21528;1663;15382;2813;37274;36910;4476;7.724823485693051;18.287608893511898;12.126794906529396;SA
2020-05-15;Soria;14524;1415;4275;1013;42173;18799;2428;9.742495180391076;23.695906432748536;12.915580615990214;SO
2020-05-15;Zamora;16250;1130;5520;606;49275;21770;1736;6.953846153846153;10.978260869565219;7.974276527331189;ZA
2020-05-16;Salamanca;21686;1685;15593;2816;37274;37279;4501;7.7699898552061235;18.05938562175335;12.073821722685695;SA
2020-05-16;Segovia;12730;1467;12169;2329;40004;24899;3796;11.523959151610368;19.138795299531598;15.245592192457528;SE
2020-05-16;Soria;14737;1426;4349;1014;42173;19086;2440;9.676324896518967;23.31570475971488;12.784239756889868;SO
2020-05-16;Castilla y León;175228;11133;122676;18405;99999;297904;29538;6.353436665373113;15.002934559327008;9.915274719372684;CyL
2020-05-17;León;25771;1618;20278;2551;24089;46049;4169;6.278374917542974;12.580136108097445;9.05339963951443;LE
2020-05-17;Palencia;13070;411;6581;824;34120;19651;1235;3.14460596786534;12.520893481233855;6.284667446949264;PA
2020-05-17;Zamora;16642;1140;5695;609;49275;22337;1749;6.8501382045427235;10.693590869183495;7.830057751712404;ZA
2020-05-18;Ávila;15126;936;7351;1624;5019;22477;2560;6.1880206267354225;22.092232349340225;11.389420296302887;AV
2020-05-18;Segovia;13780;1558;12398;2333;40004;26178;3891;11.306240928882438;18.817551217938377;14.863625945450378;SE
2020-05-18;Valladolid;32016;1218;39176;4787;47186;71192;6005;3.804347826086957;12.219215846436594;8.434936509720194;VA
2020-05-18;Zamora;18112;1169;5760;609;49275;23872;1778;6.45428445229682;10.572916666666666;7.448056300268097;ZA
2020-05-19;León;27805;1740;21149;2557;24089;48954;4297;6.257867290055745;12.09040616577616;8.777627977284798;LE
2020-05-19;Castilla y León;197923;12332;127726;18477;99999;325649;30809;6.230705880569717;14.466122794106134;9.460799818209175;CyL
2020-05-20;Segovia;15632;1777;12908;2337;40004;28540;4114;11.36770726714432;18.105051131081503;14.414856341976174;SE
2020-05-20;Valladolid;35812;1491;40601;4805;47186;76413;6296;4.163408913213448;11.83468387478141;8.239435698114194;VA
2020-05-21;Burgos;30931;1620;14068;1891;9059;44999;3511;5.237464032847305;13.441853852715383;7.802395608791307;BU
2020-05-21;León;30357;1885;22360;2566;24089;52717;4451;6.209440985604639;11.475849731663686;8.44319669176926;LE
2020-05-21;Segovia;16329;1860;13183;2340;40004;29512;4200;11.390777144956825;17.75013274671926;14.231499051233396;SE
2020-05-21;Valladolid;37310;1551;41160;4810;47186;78470;6361;4.157062449745377;11.686103012633625;8.106282655792024;VA
2020-05-21;Castilla y León;217851;13390;133734;18550;99999;351585;31940;6.146402816604009;13.870818191335038;9.084574142810416;CyL
2020-05-22;Palencia;17110;542;7345;843;34120;24455;1385;3.167738164815897;11.47719537100068;5.663463504395829;PA
2020-05-22;Soria;16604;1517;4875;1029;42173;21479;2546;9.136352686099734;21.107692307692307;11.853438242003818;SO
2020-05-22;Valladolid;38727;1607;41670;4821;47186;80397;6428;4.149559738683606;11.569474442044637;7.995323208577434;VA
2020-05-22;Zamora;25093;1340;6406;612;49275;31499;1952;5.340134698920018;9.55354355291914;6.197022127686593;ZA
2020-05-22;Castilla y León;226948;13802;136524;18596;99999;363472;32398;6.0815693462819675;13.62104831384958;8.913478892459391;CyL
2020-05-23;Palencia;17114;542;7556;844;34120;24670;1386;3.1669977795956523;11.169931180518793;5.618159708147548;PA
2020-05-23;Salamanca;28057;2008;17746;2861;37274;45803;4869;7.15685925081085;16.12194297306435;10.63030805842412;SA
2020-05-23;Segovia;17261;2005;13666;2345;40004;30927;4350;11.615781240947802;17.159373627981854;14.06537976525366;SE
2020-05-23;Soria;16799;1533;5019;1033;42173;21818;2566;9.12554318709447;20.581789201036063;11.760931341094508;SO
2020-05-23;Castilla y León;228084;13900;138812;18631;99999;366896;32531;6.094245979551394;13.42175028095554;8.866545288038028;CyL
2020-05-24;Ávila;21527;1233;8190;1632;5019;29717;2865;5.727690806893668;19.926739926739927;9.64094625971666;AV
2020-05-24;Palencia;17122;544;7597;844;34120;24719;1388;3.1771989253591872;11.109648545478478;5.615113880011327;PA
2020-05-24;Segovia;17433;2032;13720;2346;40004;31153;4378;11.656054609074744;17.099125364431487;14.053221198600454;SE
2020-05-24;Soria;16911;1545;5057;1033;42173;21968;2578;9.136065282951925;20.42713070990706;11.73525127458121;SO
2020-05-25;León;31695;1966;23720;2574;24089;55415;4540;6.2028711153178735;10.85160202360877;8.1927276008301;LE
2020-05-25;Segovia;18433;2128;13916;2346;40004;32349;4474;11.54451255899745;16.858292612819774;13.830412068379239;SE
2020-05-25;Soria;17241;1560;5098;1034;42173;22339;2594;9.048199060379329;20.282463711259318;11.611979050091769;SO
2020-05-26;Ávila;22737;1289;8458;1637;5019;31195;2926;5.669173593701895;19.354457318515013;9.379708286584389;AV
2020-05-26;León;33129;2027;24239;2578;24089;57368;4605;6.118506444504815;10.635752300012378;8.027123134848695;LE
2020-05-26;Salamanca;29803;2124;18358;2880;37274;48161;5004;7.12679931550515;15.687983440461926;10.390149706193808;SA
2020-05-26;Castilla y León;244382;14831;144091;18715;99999;388473;33546;6.068777569542765;12.988319881186195;8.635349174846128;CyL
2020-05-27;Soria;18545;1628;5365;1039;42173;23910;2667;8.7786465354543;19.366262814538675;11.154328732747805;SO
2020-05-27;Valladolid;43495;1843;43836;4850;47186;87331;6693;4.2372686515691464;11.06396569030021;7.663945219910456;VA
2020-05-28;Burgos;37499;1918;16523;1925;9059;54022;3843;5.114803061414971;11.65042667796405;7.113768464699567;BU
2020-05-28;León;34897;2119;25280;2585;24089;60177;4704;6.072155199587357;10.225474683544304;7.816940026920584;LE
2020-05-28;Palencia;19988;633;8219;854;34120;28207;1487;3.16690014008405;10.390558462100012;5.2717410571843875;PA
2020-05-28;Salamanca;31232;2242;19037;2895;37274;50269;5137;7.178534836065574;15.207228029626515;10.219021663450635;SA
2020-05-28;Soria;18905;1649;5479;1048;42173;24384;2697;8.722560169267389;19.127578025187077;11.060531496062993;SO
2020-05-28;Valladolid;44912;1897;44495;4854;47186;89407;6751;4.223815461346633;10.909090909090908;7.5508629078260086;VA
2020-05-28;Zamora;26994;1414;7244;613;49275;34238;2027;5.238201081721864;8.462175593594699;5.920322448741165;ZA
2020-05-28;Castilla y León;258789;15525;149668;18778;99999;408457;34303;5.9990957884608695;12.546436111927733;8.39819124167293;CyL
2020-05-29;Ávila;24900;1359;8885;1652;5019;33785;3011;5.457831325301204;18.593134496342152;8.912239159390262;AV
2020-05-29;Soria;19269;1673;5642;1052;42173;24911;2725;8.682339509055996;18.645870258773485;10.938942635783388;SO
2020-05-30;Ávila;24992;1359;9006;1659;5019;33998;3018;5.437740076824584;18.421052631578945;8.876992764280251;AV
2020-05-30;León;36315;2164;26521;2601;24089;62836;4765;5.958970122538896;9.807322499151617;7.583232541854988;LE
2020-05-30;Palencia;20432;653;8636;864;34120;29068;1517;3.195967110415035;10.00463177396943;5.218797302876014;PA
2020-05-30;Soria;19277;1676;5754;1062;42173;25031;2738;8.694298905431342;18.45672575599583;10.938436338939715;SO
2020-06-01;León;36792;2201;26855;2602;24089;63647;4803;5.982278756251358;9.689070936510893;7.546310116737631;LE
2020-06-01;Palencia;20619;671;8803;867;34120;29422;1538;3.2542800329792914;9.848915142565035;5.227380871456734;PA
2020-06-01;Segovia;20642;2375;15256;2354;40004;35898;4729;11.505668055420987;15.429994756161511;13.173435846008132;SE
2020-06-01;Soria;19504;1697;5882;1071;42173;25386;2768;8.700779327317473;18.20809248554913;10.903647679823525;SO
2020-06-01;Valladolid;46635;1997;45630;4872;47186;92265;6869;4.282191487080519;10.677186061801446;7.444859914377067;VA
2020-06-02;León;37440;2235;27568;2603;24089;65008;4838;5.969551282051282;9.442106790481718;7.442160964804331;LE
2020-06-02;Castilla y León;272822;16316;160620;18956;99999;433442;35272;5.9804561215737735;11.801768148424854;8.137651635051519;CyL
2020-06-03;Ávila;26089;1427;9663;1670;5019;35752;3097;5.4697382038406985;17.282417468695023;8.662452450212575;AV
2020-06-03;Burgos;40460;2068;19104;1963;9059;59564;4031;5.111220958971824;10.27533500837521;6.7675105768585055;BU
2020-06-03;León;38781;2284;28169;2604;24089;66950;4888;5.889481962816843;9.24420462210231;7.300970873786408;LE
2020-06-03;Palencia;21011;699;9328;870;34120;30339;1569;3.32682880395983;9.326758147512864;5.171561356669633;PA
2020-06-03;Salamanca;33949;2460;20629;2932;37274;54578;5392;7.246163362691095;14.213001114935286;9.879438601634357;SA
2020-06-03;Soria;20213;1717;6157;1080;42173;26370;2797;8.494533221194281;17.541010232255967;10.606750094804703;SO
2020-06-03;Zamora;28788;1453;7817;617;49275;36605;2070;5.047241906349869;7.893053601125752;5.654965168692802;ZA
2020-06-03;Castilla y León;278601;16654;164162;18991;99999;442763;35645;5.977724415920976;11.568450676770507;8.050582365735167;CyL
2020-06-04;Palencia;21139;704;9525;873;34120;30664;1577;3.330337291262595;9.165354330708661;5.142838507696322;PA
2020-06-04;Salamanca;34581;2496;20995;2943;37274;55576;5439;7.217836384141581;14.017623243629435;9.786598531740319;SA
2020-06-05;Ávila;26854;1457;9860;1672;5019;36714;3129;5.425634914724063;16.95740365111562;8.522634417388462;AV
2020-06-05;Soria;20716;1748;6376;1086;42173;27092;2834;8.437922378837612;17.03262233375157;10.460652591170826;SO
2020-06-05;Valladolid;50731;2215;48918;4914;47186;99649;7129;4.366166643669551;10.045382067950449;7.15411092936206;VA
2020-06-06;Ávila;27095;1461;10112;1680;5019;37207;3141;5.392138770990957;16.61392405063291;8.441959846265487;AV
2020-06-06;Burgos;41254;2122;20802;1975;9059;62056;4097;5.143743636980656;9.494279396211901;6.6021013278329255;BU
2020-06-06;León;40383;2390;30174;2612;24089;70557;5002;5.918331971374093;8.656459203287598;7.089303683546635;LE
2020-06-06;Valladolid;50740;2216;49544;4917;47186;100284;7133;4.367363027197477;9.924511545293074;7.11279964899685;VA
2020-06-07;Ávila;27160;1463;10281;1682;5019;37441;3145;5.38659793814433;16.36027623772007;8.39988248177132;AV
2020-06-07;León;40388;2390;30249;2612;24089;70637;5002;5.917599286916906;8.634996198221428;7.081274686071039;LE
2020-06-07;Palencia;21634;721;9984;882;34120;31618;1603;3.3327170195063323;8.834134615384617;5.069896894174204;PA
2020-06-07;Valladolid;50752;2216;49660;4919;47186;100412;7135;4.366330390920555;9.905356423681031;7.105724415408517;VA
2020-06-08;Burgos;41621;2141;21185;1978;9059;62806;4119;5.1440378655005885;9.33679490205334;6.558290609177467;BU
2020-06-08;León;40904;2415;30667;2615;24089;71571;5030;5.904068061803247;8.527081227377964;7.02798619552612;LE
2020-06-08;Soria;21125;1771;6583;1089;42173;27708;2860;8.383431952662722;16.542609752392526;10.321928684856358;SO
2020-06-09;Burgos;42115;2156;21633;1981;9059;63748;4137;5.11931615813843;9.15730596773448;6.489615360481897;BU
2020-06-09;Valladolid;52431;2277;50499;4922;47186;102930;7199;4.342850603650512;9.746727657973425;6.994073642281162;VA
2020-06-09;Zamora;29770;1481;8449;623;49275;38219;2104;4.97480685253611;7.373653686826843;5.50511525680944;ZA
2020-06-09;Castilla y León;295944;17542;178307;19138;99999;474251;36680;5.9274727651177255;10.73317368359066;7.734301034684165;CyL
2020-06-10;Soria;21927;1808;6777;1098;42173;28704;2906;8.245542025812924;16.201859229747676;10.12402452619844;SO
2020-06-10;Valladolid;53243;2327;51128;4927;47186;104371;7254;4.370527581090472;9.636598341417619;6.950206474978682;VA
2020-06-10;Zamora;30012;1487;8581;625;49275;38593;2112;4.954684792749567;7.283533387717049;5.472495012048817;ZA
2020-06-10;Castilla y León;299746;17752;181314;19168;99999;481060;36920;5.922347587624188;10.571715366711892;7.6747183303538025;CyL
2020-06-11;León;43372;2541;32643;2620;24089;76015;5161;5.858618463524855;8.02622307998652;6.789449450766297;LE
2020-06-11;Palencia;22896;772;10808;892;34120;33704;1664;3.371767994409504;8.253145817912658;4.937099454070734;PA
2020-06-11;Castilla y León;304086;17923;184310;19202;99999;488396;37125;5.8940562867083655;10.418316965981226;7.601413606991048;CyL
2020-06-14;Ávila;29063;1523;11280;1688;5019;40343;3211;5.2403399511406255;14.964539007092197;7.959249436085567;AV
2020-06-15;Ávila;29361;1536;11375;1689;5019;40736;3225;5.231429447225912;14.848351648351649;7.9168303220738405;AV
2020-06-15;Soria;22840;1847;7231;1115;42173;30071;2962;8.086690017513135;15.419720647213387;9.85002161550996;SO
2020-06-15;Castilla y León;313033;18220;191596;19252;99999;504629;37472;5.820472601930148;10.048226476544396;7.425653301732559;CyL
2020-06-16;Burgos;44680;2232;24433;1991;9059;69113;4223;4.995523724261415;8.148815127082225;6.110283159463488;BU
2020-06-16;León;46219;2613;34690;2627;24089;80909;5240;5.653519115515264;7.572787546843471;6.4764117712491815;LE
2020-06-16;Palencia;23924;798;11511;903;34120;35435;1701;3.335562614947333;7.844670315350534;4.800338648229152;PA
2020-06-16;Salamanca;38469;2774;24050;2986;37274;62519;5760;7.211001065793236;12.415800415800415;9.213199187447016;SA
2020-06-16;Segovia;23381;2566;17593;2377;40004;40974;4943;10.974723065737138;13.511055533450806;12.063747742470834;SE
2020-06-16;Castilla y León;317355;18370;194297;19284;99999;511652;37654;5.788470325030329;9.925011708878676;7.359298898470054;CyL
2020-06-17;Ávila;30123;1557;11688;1693;5019;41811;3250;5.168807887660591;14.484941820670775;7.773074071416612;AV
2020-06-17;Palencia;24567;810;11750;909;34120;36317;1719;3.2971058737330563;7.736170212765956;4.733320483520115;PA
2020-06-17;Zamora;31495;1520;9331;628;49275;40826;2148;4.826162882997301;6.730253992069446;5.26135305932494;ZA
2020-06-18;León;47189;2648;35612;2630;24089;82801;5278;5.611477251054271;7.385151072672133;6.374319150734895;LE
2020-06-18;Salamanca;39458;2847;24676;2992;37274;64134;5839;7.215266866034771;12.125141838223374;9.10437521439486;SA
2020-06-18;Segovia;24165;2588;18005;2382;40004;42170;4970;10.709704117525346;13.229658428214385;11.78562959449846;SE
2020-06-18;Castilla y León;326594;18649;199426;19330;99999;526020;37979;5.710147767564622;9.692818388775787;7.220067678035055;CyL
2020-04-08;Castilla y León;1219;112;32384;12109;99999;33603;12221;9.187858900738311;37.39192193675889;36.36877659732762;CyL
2020-04-09;Salamanca;143;7;5998;2246;37274;6141;2253;4.895104895104895;37.445815271757255;36.687835857352226;SA
2020-04-09;Castilla y León;2384;254;34711;12561;99999;37095;12815;10.654362416107382;36.18737575984558;34.546434829491844;CyL
2020-04-10;Palencia;167;38;1178;372;34120;1345;410;22.75449101796407;31.57894736842105;30.483271375464682;PA
2020-04-10;Zamora;192;21;1421;281;49275;1613;302;10.9375;19.774806474313863;18.722876627402353;ZA
2020-04-13;Palencia;463;58;1396;407;34120;1859;465;12.526997840172784;29.15472779369627;25.013448090371167;PA
2020-04-13;Segovia;250;55;4195;1793;40004;4445;1848;22.0;42.74135876042908;41.574803149606296;SE
2020-04-15;Ávila;2473;251;3017;1346;5019;5490;1597;10.149615851192884;44.61385482267153;29.089253187613846;AV
2020-04-15;León;5626;429;6847;1893;24089;12473;2322;7.6253110558123005;27.647144734920403;18.616211015794114;LE
2020-04-15;Palencia;1253;109;1520;419;34120;2773;528;8.699122106943335;27.56578947368421;19.04075009015507;PA
2020-04-15;Segovia;410;94;4672;1828;40004;5082;1922;22.926829268292686;39.12671232876712;37.819756001574184;SE
2020-04-16;Burgos;5103;527;5150;1436;9059;10253;1963;10.327258475406625;27.883495145631066;19.1456159172925;BU
2020-04-16;León;6495;477;7171;1916;24089;13666;2393;7.344110854503465;26.718728210849253;17.510610273671887;LE
2020-04-18;Castilla y León;29618;2480;53403;15428;99999;83021;17908;8.37328651495712;28.889762747411197;21.570446031726913;CyL
2020-04-19;Palencia;2597;146;1666;433;34120;4263;579;5.62187139006546;25.990396158463387;13.58198451794511;PA
2020-04-20;Salamanca;1507;334;8257;2630;37274;9764;2964;22.16323822163238;31.851762141213513;30.35641130684146;SA
2020-04-20;Castilla y León;34931;3042;57380;15706;99999;92311;18748;8.708596948269445;27.371906587661204;20.30960557246699;CyL
2020-04-21;Soria;3138;544;2320;953;42173;5458;1497;17.335882727852134;41.07758620689655;27.42762916819348;SO
2020-04-21;Zamora;929;90;2222;327;49275;3151;417;9.68783638320775;14.716471647164717;13.233894001904156;ZA
2020-04-22;Ávila;4131;368;3829;1466;5019;7960;1834;8.908254659888646;38.28675894489423;23.040201005025125;AV
2020-04-22;Palencia;4184;189;1877;448;34120;6061;637;4.517208413001912;23.867874267448055;10.509816861903975;PA
2020-04-22;Salamanca;1972;448;8897;2696;37274;10869;3144;22.718052738336713;30.302349106440374;28.926304167816724;SA
2020-04-25;León;12284;855;11406;2293;24089;23690;3148;6.960273526538587;20.103454322286517;13.28830730265935;LE
2020-04-25;Soria;4931;673;2586;968;42173;7517;1641;13.648347191239099;37.4323279195669;21.83051749368099;SO
2020-04-26;Soria;5311;719;2660;976;42173;7971;1695;13.537940124270381;36.69172932330827;21.264584117425667;SO
2020-04-27;Valladolid;6965;178;28410;4992;47186;35375;5170;2.555635319454415;17.571277719112988;14.614840989399294;VA
2020-04-28;Salamanca;2889;583;10266;2719;37274;13155;3302;20.17999307718934;26.48548607052406;25.100722158874955;SA
2020-04-29;Burgos;11544;689;8305;1739;9059;19849;2428;5.968468468468469;20.939193257074052;12.232354274774549;BU
2020-04-29;Castilla y León;61384;4771;83427;17365;99999;144811;22136;7.772383683044441;20.81460438467163;15.286131578402193;CyL
2020-05-01;Ávila;6220;449;5246;1575;5019;11466;2024;7.218649517684887;30.02287457110179;17.652189080760508;AV
2020-05-01;Burgos;12156;708;8979;1774;9059;21135;2482;5.824284304047384;19.757211270742843;11.743553347527797;BU
2020-05-01;Segovia;4127;697;9063;2287;40004;13190;2984;16.888781196995396;25.234469822354626;22.623199393479908;SE
2020-05-01;Soria;7110;845;2980;977;42173;10090;1822;11.884669479606188;32.785234899328856;18.057482656095143;SO
2020-03-13;Ávila;0;0;23;7;5019;23;7;;30.434782608695656;30.434782608695656;AV
2020-03-13;Palencia;0;0;2;0;34120;2;0;;0.0;0.0;PA
2020-03-13;Salamanca;0;0;65;18;37274;65;18;;27.692307692307693;27.692307692307693;SA
2020-03-13;Zamora;0;0;14;0;49275;14;0;;0.0;0.0;ZA
2020-03-14;Burgos;0;0;312;93;9059;312;93;;29.807692307692307;29.807692307692307;BU
2020-03-14;Palencia;0;0;2;0;34120;2;0;;0.0;0.0;PA
2020-03-14;Salamanca;0;0;106;33;37274;106;33;;31.132075471698112;31.132075471698112;SA
2020-03-14;Segovia;0;0;4;2;40004;4;2;;50.0;50.0;SE
2020-03-14;Soria;0;0;5;3;42173;5;3;;60.0;60.0;SO
2020-03-14;Valladolid;0;0;280;52;47186;280;52;;18.571428571428573;18.571428571428573;VA
2020-03-15;Burgos;0;0;345;99;9059;345;99;;28.695652173913043;28.695652173913043;BU
2020-03-15;Salamanca;0;0;178;55;37274;178;55;;30.89887640449438;30.89887640449438;SA
2020-03-15;Segovia;0;0;4;2;40004;4;2;;50.0;50.0;SE
2020-03-15;Soria;0;0;12;8;42173;12;8;;66.66666666666666;66.66666666666666;SO
2020-03-16;Castilla y León;0;0;1554;445;99999;1554;445;;28.635778635778635;28.635778635778635;CyL
2020-03-17;Burgos;0;0;436;138;9059;436;138;;31.65137614678899;31.65137614678899;BU
2020-03-17;Palencia;0;0;5;0;34120;5;0;;0.0;0.0;PA
2020-03-17;Segovia;0;0;82;49;40004;82;49;;59.756097560975604;59.756097560975604;SE
2020-03-17;Valladolid;0;0;680;136;47186;680;136;;20.0;20.0;VA
2020-03-18;Burgos;0;0;526;169;9059;526;169;;32.129277566539926;32.129277566539926;BU
2020-03-18;Valladolid;0;0;875;199;47186;875;199;;22.742857142857144;22.742857142857144;VA
2020-03-18;Zamora;0;0;126;23;49275;126;23;;18.253968253968253;18.253968253968253;ZA
2020-03-19;León;0;0;552;188;24089;552;188;;34.05797101449276;34.05797101449276;LE
2020-03-19;Segovia;0;0;235;135;40004;235;135;;57.446808510638306;57.446808510638306;SE
2020-03-19;Soria;0;0;115;82;42173;115;82;;71.30434782608695;71.30434782608695;SO
2020-03-19;Valladolid;0;0;1098;275;47186;1098;275;;25.045537340619305;25.045537340619305;VA
2020-03-20;Burgos;0;0;691;247;9059;691;247;;35.74529667149059;35.74529667149059;BU
2020-03-20;Palencia;0;0;19;2;34120;19;2;;10.526315789473683;10.526315789473683;PA
2020-03-20;Segovia;0;0;238;135;40004;238;135;;56.72268907563025;56.72268907563025;SE
2020-03-20;Valladolid;0;0;1334;348;47186;1334;348;;26.08695652173913;26.08695652173913;VA
2020-03-21;Burgos;0;0;779;282;9059;779;282;;36.2002567394095;36.2002567394095;BU
2020-03-23;Burgos;0;0;1018;393;9059;1018;393;;38.60510805500982;38.60510805500982;BU
2020-03-23;León;0;0;1090;431;24089;1090;431;;39.54128440366972;39.54128440366972;LE
2020-03-23;Salamanca;0;0;1123;512;37274;1123;512;;45.59216384683882;45.59216384683882;SA
2020-03-24;Ávila;0;0;491;268;5019;491;268;;54.58248472505092;54.58248472505092;AV
2020-03-24;Palencia;0;0;31;3;34120;31;3;;9.67741935483871;9.67741935483871;PA
2020-03-24;Salamanca;0;0;1270;571;37274;1270;571;;44.960629921259844;44.960629921259844;SA
2020-03-25;León;0;0;1394;593;24089;1394;593;;42.53945480631277;42.53945480631277;LE
2020-03-25;Palencia;0;0;33;3;34120;33;3;;9.090909090909092;9.090909090909092;PA
