FECHA;GERENCIA;NOMBREGERENCIA;CS;CENTRO;FASE DESESCALADA;x_geo;y_geo;zbs_geo;PROVINCIA;Posición;MUNICIPIO
2020-06-04;1701;Gerencia de Ávila;170109;C.S. BURGOHONDO;Propuesta Fase 2;-4.8384527;40.4092233;BURGOHONDO;Ávila;40.4092233,-4.8384527;NAVALMORAL/NAVALUENGA/SAN JUAN DEL MOLINILLO/SERRANILLOS/BURGOHONDO/HOYOCASERO/NAVAQUESERA/NAVARREDONDILLA/NAVARREVISCA/NAVATALGORDO/VILLANUEVA DE AVILA/NAVALACRUZ/NAVALOSA
2020-06-04;1701;Gerencia de Ávila;170110;C.S. CANDELEDA;Propuesta Fase 2;-5.2770352;40.1758101;CANDELEDA;Ávila;40.1758101,-5.2770352;CANDELEDA/POYALES DEL HOYO
2020-06-04;1701;Gerencia de Ávila;170114;C.S. LAS NAVAS MARQUES;Propuesta Fase 2;-4.3241213;40.6144359;LAS NAVAS MARQUES;Ávila;40.6144359,-4.3241213;NAVAS DEL MARQUES (LAS)/NAVALPERAL DE PINARES/PEGUERINOS
2020-06-04;1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;Propuesta Fase 2;-5.308102;40.5423616;PIEDRAHITA;Ávila;40.5423616,-5.308102;BECEDILLAS/BONILLA DE LA SIERRA/COLLADO DEL MIRON/DIEGO DEL CARPIO/MALPARTIDA DE CORNEJA/MIRON (EL)/PIEDRAHITA/SAN MIGUEL DE SERREZUELA/TORTOLES/VILLAFRANCA DE LA SIERRA/VILLAR DE CORNEJA/HOYORREDONDO/NAVACEPEDILLA DE CORNEJA/PASCUALCOBO/SAN BARTOLOME DE CORNEJA/SANTA MARIA DEL BERROCAL/SANTIAGO DEL COLLADO/AREVALILLO/CASAS DEL PUERTO/MARTINEZ/MESEGAR DE CORNEJA/NARRILLOS DEL ALAMO/NAVAESCURIAL/SAN MIGUEL DE CORNEJA/ZAPARDIEL DE LA CAÑADA
2020-06-04;1701;Gerencia de Ávila;170121;C.S. MUÑICO;Propuesta Fase 2;-5.1006928;40.706767;MUÑICO;Ávila;40.706767,-5.1006928;CHAMARTIN/MIRUEÑA DE LOS INFANZONES/MUÑICO/CILLAN/HURTUMPASCUAL/MANCERA DE ARRIBA/SAN GARCIA DE INGELMOS/SAN JUAN DEL OLMO/SOLANA DE RIOALMAR/CABEZAS DEL VILLAR/GALLEGOS DE SOBRINOS/MANJABALAGO/NARRILLOS DEL REBOLLAR/VALDECASA
2020-06-04;1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;Propuesta Fase 2;-3.628658;41.6853253;ARANDA RURAL;Burgos;41.6853253,-3.628658;CAMPILLO DE ARANDA/CASTRILLO DE LA VEGA/ESPINOSA DE CERVERA/MILAGROS/MONTEJO DE LA VEGA DE LA SERREZUELA/SEQUERA DE HAZA (LA)/VALDEANDE/VALDEVACAS DE MONTEJO/VID Y BARRIOS (LA)/VILLALBA DE DUERO/VILLAVERDE DE MONTEJO/ZAZUAR/ALDEHORNO/ARANDA DE DUERO/BAÑOS DE VALDEARADOS/FUENTELCESPED/FUENTESPINA/GUMIEL DE IZAN/GUMIEL DE MERCADO/HONRUBIA DE LA CUESTA/HONTANGAS/HONTORIA DE VALDEARADOS/MORADILLO DE ROA/PARDILLA/PEÑARANDA DE DUERO/QUEMADA/SAN JUAN DEL MONTE/VILLANUEVA DE GUMIEL/ADRADA DE HAZA/CALERUEGA/FRESNILLO DE LAS DUEÑAS/FUENTENEBRO/QUINTANA DEL PIDIO/SANTA CRUZ DE LA SALCEDA/SANTA MARIA DEL MERCADILLO/TORREGALINDO/TUBILLA DEL LAGO/VADOCONDES/VILLALBILLA DE GUMIEL
2020-06-04;1702;Gerencia de Burgos;170203;C.S. ARANDA SUR;Propuesta Fase 2;-3.706626;41.6526832;ARANDA SUR;Burgos;41.6526832,-3.706626;ARANDA DE DUERO
2020-06-04;1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;Propuesta Fase 2;-3.3925833;42.6158001;BRIVIESCA;Burgos;42.6158001,-3.3925833;CARCEDO DE BUREBA/CUBO DE BUREBA/GRISALEÑA/MIRANDA DE EBRO/MIRAVECHE/QUINTANABUREBA/QUINTANILLA SAN GARCIA/REINOSO/RUBLACEDO DE ABAJO/SALAS DE BUREBA/SANTA MARIA RIVARREDONDA/SANTA OLALLA DE BUREBA/BAÑUELOS DE BUREBA/BRIVIESCA/CANTABRANA/CARRIAS/CASCAJARES DE BUREBA/CASTIL DE PEONES/PIERNIGAS/QUINTANAELEZ/RUCANDIO/VALLARTA DE BUREBA/VID DE BUREBA (LA)/VILEÑA/ABAJAS/AGUAS CANDIDAS/AGUILAR DE BUREBA/ALCOCERO DE MOLA/BARRIOS DE BUREBA (LOS)/BERZOSA DE BUREBA/BUSTO DE BUREBA/FUENTEBUREBA/HORMAZAS (LAS)/LLANO DE BUREBA/NAVAS DE BUREBA/OÑA/PADRONES DE BUREBA/POZA DE LA SAL/PRADANOS DE BUREBA/QUINTANAVIDES/ROJAS/VILLANUEVA DE TEBA/ZUÑEDA
2020-06-04;1702;Gerencia de Burgos;170207;C.S. I. LOPEZ SAIZ;Propuesta Fase 2;-3.6981439;42.351365;I. LOPEZ SAIZ;Burgos;42.351365,-3.6981439;BURGOS
2020-06-04;1702;Gerencia de Burgos;170214;C.S. GARCIA LORCA;Propuesta Fase 2;-3.6258658;42.352035;GARCIA LORCA;Burgos;42.352035,-3.6258658;BURGOS
2020-06-04;1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;Propuesta Fase 2;-3.3753229;41.8011313;HUERTA DE REY;Burgos;41.8011313,-3.3753229;BRAZACORTA/ARAUZO DE MIEL/ARAUZO DE TORRE/HUERTA DE REY/ARAUZO DE SALCE/CORUÑA DEL CONDE
2020-06-04;1702;Gerencia de Burgos;170224;C.S. QUINTANAR SIERRA;Propuesta Fase 2;-3.0397322;41.9837379;QUINTANAR SIERRA;Burgos;41.9837379,-3.0397322;CANICOSA DE LA SIERRA/QUINTANAR DE LA SIERRA/REGUMIEL DE LA SIERRA/NEILA/PALACIOS DE LA SIERRA/VILVIESTRE DEL PINAR
2020-06-04;1702;Gerencia de Burgos;170227;C.S. SAN AGUSTIN;Propuesta Fase 2;-3.6970311;42.3120645;SAN AGUSTIN;Burgos;42.3120645,-3.6970311;BURGOS
2020-06-04;1702;Gerencia de Burgos;170228;C.S. SANTA CLARA;Propuesta Fase 2;-3.6638629;42.3283523;SANTA CLARA;Burgos;42.3283523,-3.6638629;BURGOS
2020-06-04;1702;Gerencia de Burgos;170229;C.S. SEDANO;Propuesta Fase 2;-3.7494493;42.7559832;SEDANO;Burgos;42.7559832,-3.7494493;VALLE DE ZAMANZAS/ALTOS (LOS)/SARGENTES DE LA LORA/TUBILLA DEL AGUA/VALLE DE SEDANO
2020-06-04;1702;Gerencia de Burgos;170235;C.S. VILLARCAYO;Propuesta Fase 2;-3.5891204;42.8916432;VILLARCAYO;Burgos;42.8916432,-3.5891204;MERINDAD DE VALDIVIELSO/VALLE DE MANZANEDO/VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA
2020-06-04;1702;Gerencia de Burgos;170237;C.S. LAS HUELGAS;Propuesta Fase 2;-3.7350745;42.3342952;LAS HUELGAS;Burgos;42.3342952,-3.7350745;BURGOS
2020-06-04;1703;Gerencia de León;170303;C.S. ASTORGA II;Propuesta Fase 2;-6.1802328;42.4989784;ASTORGA II;León;42.4989784,-6.1802328;ASTORGA/BRAZUELO/MAGAZ DE CEPEDA/VAL DE SAN LORENZO/VILLAFRANCA DEL BIERZO/LUCILLO/LUYEGO/SANTA COLOMBA DE SOMOZA/SANTIAGO MILLAS/VILLAMEJIL/QUINTANA DEL CASTILLO/SOBRADO/VALDERREY/VILLAGATON
2020-06-04;1703;Gerencia de León;170304;C.S. SAN EMILIANO;Propuesta Fase 2;-6.03948;42.9619753;SAN EMILIANO;León;42.9619753,-6.03948;CABRILLANES/SAN EMILIANO/SENA DE LUNA
2020-06-04;1703;Gerencia de León;170308;C.S. LA BAÑEZA I;Propuesta Fase 2;-5.9064216;42.2735381;LA BAÑEZA I;León;42.2735381,-5.9064216;BAÑEZA (LA)/SANTA ELENA DE JAMUZ/SOTO DE LA VEGA/SANTA MARIA DE LA ISLA
2020-06-04;1703;Gerencia de León;170310;C.S. TRUCHAS;Propuesta Fase 2;-6.5124396;42.2812357;TRUCHAS;León;42.2812357,-6.5124396;ENCINEDO/CASTRILLO DE CABRERA/TRUCHAS
2020-06-04;1703;Gerencia de León;170311;C.S. LA MAGDALENA;Propuesta Fase 2;-5.9752349;42.7934006;LA MAGDALENA;León;42.7934006,-5.9752349;RIOSECO DE TAPIA/SANTA MARIA DE ORDAS/SOTO Y AMIO/CARROCERA/VALDESAMARIO/BARRIOS DE LUNA (LOS)/MURIAS DE PAREDES/OMAÑAS (LAS)/RIELLO
2020-06-04;1703;Gerencia de León;170315;C.S. CRUCERO;Propuesta Fase 2;-5.5865679;42.6003574;CRUCERO;León;42.6003574,-5.5865679;LEON/SAN ANDRES DEL RABANEDO
2020-06-04;1703;Gerencia de León;170318;C.S. MANSILLA MULAS;Propuesta Fase 2;-5.3429113;42.4399063;MANSILLA MULAS;León;42.4399063,-5.3429113;MANSILLA MAYOR/SANTA CRISTINA DE VALMADRIGAL/VILLAMORATIEL DE LAS MATAS/VILLATURIEL/BURGO RANERO (EL)/GUSENDOS DE LOS OTEROS/VALVERDE-ENRIQUE/VILLANUEVA DE LAS MANZANAS/VILLASABARIEGO/CAMPO DE VILLAVIDEL/CORBILLOS DE LOS OTEROS/MANSILLA DE LAS MULAS/SANTAS MARTAS
2020-06-04;1703;Gerencia de León;170319;C.S. MATALLANA DE TORIO;Propuesta Fase 2;-5.5413909;42.9258494;MATALLANA DE TORIO;León;42.9258494,-5.5413909;MATALLANA DE TORIO/VEGACERVERA/CARMENES
2020-06-04;1703;Gerencia de León;170321;C.S. RIBERA DEL ESLA;Propuesta Fase 2;-5.2352506;42.6220766;RIBERA DEL ESLA;León;42.6220766,-5.2352506;VALDEPOLO/CUBILLAS DE RUEDA/GRADEFES
2020-06-04;1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;Propuesta Fase 2;-5.0507432;42.4547098;SAHAGUN CAMPOS;León;42.4547098,-5.0507432;SANTA MARIA DEL MONTE DE CEA/VILLAMARTIN DE DON SANCHO/VILLAZANZO DE VALDERADUEY/CALZADA DEL COTO/CEA/ESCOBAR DE CAMPOS/GORDALIZA DEL PINO/VILLASELAN/BERCIANOS DEL REAL CAMINO/CASTROTIERRA DE VALMADRIGAL/GRAJAL DE CAMPOS/JOARILLA DE LAS MATAS/SAHAGUN/VALLECILLO/VILLAMOL
2020-06-04;1704;Gerencia de Ponferrada;170404;C.S. PONFERRADA I;Fase 2;-6.5098923;42.5043763;PONFERRADA I;León;42.5043763,-6.5098923;PONFERRADA/CONGOSTO/MOLINASECA
2020-06-04;1704;Gerencia de Ponferrada;170407;C.S. PUENTE DOMINGO FLOREZ;Fase 2;-6.7140276;42.4127795;PUENTE DOMINGO FLOREZ;León;42.4127795,-6.7140276;PUENTE DE DOMINGO FLOREZ/BENUZA/BORRENES/CARUCEDO
2020-06-04;1704;Gerencia de Ponferrada;170411;C.S. PONFERRADA IV;Fase 2;-6.6267109;42.5980544;PONFERRADA IV;León;42.5980544,-6.6267109;CABAÑAS RARAS/PONFERRADA
2020-06-04;1705;Gerencia de Palencia;170501;C.S. AGUILAR DE CAMPOO;Propuesta Fase 2;-4.1750585;42.7876987;AGUILAR DE CAMPOO;Palencia;42.7876987,-4.1750585;BARRUELO DE SANTULLAN/VALLE DE VALDELUCIO/BASCONCILLOS DEL TOZO/AGUILAR DE CAMPOO/BERZOSILLA/BRAÑOSERA/POMAR DE VALDIVIA
2020-06-04;1705;Gerencia de Palencia;170502;C.S. BALTANAS;Propuesta Fase 2;-4.1664881;41.9106172;BALTANAS;Palencia;41.9106172,-4.1664881;HERMEDES DE CERRATO/VILLAVIUDAS/CEVICO NAVERO/REINOSO DE CERRATO/ANTIGÜEDAD/BALTANAS/CASTRILLO DE DON JUAN/ESPINOSA DE CERRATO/VILLACONANCIO
2020-06-04;1705;Gerencia de Palencia;170505;C.S. FROMISTA;Propuesta Fase 2;-4.3777922;42.2112657;FROMISTA;Palencia;42.2112657,-4.3777922;AMAYUELAS DE ARRIBA/ASTUDILLO/BOADILLA DEL CAMINO/ITERO DEL CASTILLO/MELGAR DE YUSO/REVENGA DE CAMPOS/SAN CEBRIAN DE CAMPOS/SANTOYO/TAMARA DE CAMPOS/VILLALACO/AMUSCO/REQUENA DE CAMPOS/RIBAS DE CAMPOS/FROMISTA/ITERO DE LA VEGA/MARCILLA DE CAMPOS/PIÑA DE CAMPOS/POBLACION DE CAMPOS/VALBUENA DE PISUERGA/VILLODRE/VILLOVIECO
2020-06-04;1705;Gerencia de Palencia;170506;C.S. GUARDO;Propuesta Fase 2;-4.7793976;42.8075753;GUARDO;Palencia;42.8075753,-4.7793976;FRESNO DEL RIO/MANTINOS/SANTIBAÑEZ DE LA PEÑA/VILLALBA DE GUARDO/RESPENDA DE LA PEÑA/VELILLA DEL RIO CARRION/CONGOSTO DE VALDAVIA/GUARDO
2020-06-04;1705;Gerencia de Palencia;170509;C.S. DE LA PUEBLA;Propuesta Fase 2;-4.529;42.006;DE LA PUEBLA;Palencia;42.006,-4.529;PALENCIA
2020-06-04;1705;Gerencia de Palencia;170510;C.S. OSORNO;Propuesta Fase 2;-4.3972754;42.42559;OSORNO;Palencia;42.42559,-4.3972754;CASTRILLO DE VILLAVEGA/ESPINOSA DE VILLAGONZALO/OSORNILLO/SAN CRISTOBAL DE BOEDO/SANTA CRUZ DE BOEDO/VILLASARRACINO/ABIA DE LAS TORRES/LANTADILLA/VILLAHERREROS/VILLAPROVEDO/BARCENA DE CAMPOS/OSORNO LA MAYOR
2020-06-04;1705;Gerencia de Palencia;170514;C.S. SALDAÑA;Propuesta Fase 2;-4.7204164;42.560098;SALDAÑA;Palencia;42.560098,-4.7204164;AYUELA/BUSTILLO DE LA VEGA/POZA DE LA VEGA/RENEDO DE LA VEGA/TABANERA DE VALDAVIA/VALDERRABANO/VILLAELES DE VALDAVIA/VILLARRABE/VILLASILA DE VALDAVIA/PINO DEL RIO/PUEBLA DE VALDAVIA (LA)/QUINTANILLA DE ONSOÑA/RESPENDA DE LA PEÑA/SALDAÑA/VILLABASTA DE VALDAVIA/VILLOTA DEL PARAMO/BUENAVISTA DE VALDAVIA/CONGOSTO DE VALDAVIA/PEDROSA DE LA VEGA/SANTERVAS DE LA VEGA/VILLALUENGA DE LA VEGA
2020-06-04;1705;Gerencia de Palencia;170515;C.S. ERAS DEL BOSQUE;Propuesta Fase 2;-4.5339183;42.0278396;ERAS DEL BOSQUE;Palencia;42.0278396,-4.5339183;PALENCIA
2020-06-04;1705;Gerencia de Palencia;170518;C.S. VILLARRAMIEL;Propuesta Fase 2;-4.8185734;42.0000161;VILLARRAMIEL;Palencia;42.0000161,-4.8185734;CAPILLAS/CASTROMOCHO/MENESES DE CAMPOS/ABARCA DE CAMPOS/AUTILLO DE CAMPOS/BELMONTE DE CAMPOS/FRECHILLA/GUAZA DE CAMPOS/MAZARIEGOS/MAZUECOS DE VALDEGINATE/PEDRAZA DE CAMPOS/TORREMORMOJON/VILLAMARTIN DE CAMPOS/VILLARRAMIEL/AMPUDIA/BAQUERIN DE CAMPOS/CASTIL DE VELA/VILLERIAS DE CAMPOS
2020-06-04;1706;Gerencia de Salamanca;170603;C.S. BEJAR;Propuesta Fase 2;-5.8578389;40.3892584;BEJAR;Salamanca;40.3892584,-5.8578389;CALZADA DE BEJAR (LA)/COLMENAR DE MONTEMAYOR/HORCAJO DE MONTEMAYOR/LAGUNILLA/MONTEMAYOR DEL RIO/PEÑACABALLERA/SANCHOTELLO/SANTIBAÑEZ DE LA SIERRA/VALDEHIJADEROS/VALDELAGEVE/ALDEACIPRESTE/BEJAR/CANDELARIO/CERRO (EL)/HOYA (LA)/MOLINILLO/NAVACARROS/NAVALMORAL DE BEJAR/CANTAGALLO/CRISTOBAL/PINEDAS/PUERTO DE BEJAR/VALDEFUENTES DE SANGUSIN/VALLEJERA DE RIOFRIO
2020-06-04;1706;Gerencia de Salamanca;170604;C.S. CALZADA VALDUNCIEL;Propuesta Fase 2;-5.7649621;41.1556443;CALZADA VALDUNCIEL;Salamanca;41.1556443,-5.7649621;SANTIZ/TOPAS/ARCO (EL)/CALZADA DE VALDUNCIEL/SAN PELAYO DE GUAREÑA/TORRESMENUDAS/ALDEARRODRIGO/AÑOVER DE TORMES/FORFOLEDA/PALACIOS DEL ARZOBISPO/VALDELOSA/VALDUNCIEL/ZAMAYON
2020-06-04;1706;Gerencia de Salamanca;170606;C.S. CIUDAD RODRIGO;Propuesta Fase 2;-6.4762406;40.6126798;CIUDAD RODRIGO;Salamanca;40.6126798,-6.4762406;ATALAYA (LA)/BODON (EL)/CASTILLEJO DE MARTIN VIEJO/ENCINA (LA)/SERRADILLA DEL ARROYO/SERRADILLA DEL LLANO/CIUDAD RODRIGO/MONSAGRO/PASTORES/SAELICES EL CHICO/SANCTI-SPIRITUS/TENEBRON/ZAMARRA/CARPIO DE AZABA
2020-06-04;1706;Gerencia de Salamanca;170612;C.S. GARRIDO SUR;Propuesta Fase 2;-5.6376245;40.9715334;GARRIDO SUR;Salamanca;40.9715334,-5.6376245;SALAMANCA
2020-06-04;1706;Gerencia de Salamanca;170616;C.S. LEDESMA;Propuesta Fase 2;-6.0954699;41.0899495;LEDESMA;Salamanca;41.0899495,-6.0954699;DOÑINOS DE LEDESMA/ENCINA DE SAN SILVESTRE/GEJUELO DEL BARRO/LEDESMA/MANZANO (EL)/SANDO/SANTA MARIA DE SANDO/SARDON DE LOS FRAILES/VILLARMAYOR/MONLERAS/VILLASDARDO/VILLASECO DE LOS GAMITOS/VILLASECO DE LOS REYES/MATA DE LEDESMA (LA)
2020-06-04;1706;Gerencia de Salamanca;170622;C.S. PERIURBANA NORTE;Propuesta Fase 2;-5.6415859;41.0249771;PERIURBANA NORTE;Salamanca;41.0249771,-5.6415859;ALDEALENGUA/ALDEARRUBIA/ALMENARA DE TORMES/CASTELLANOS DE MORISCOS/CASTELLANOS DE VILLIQUERA/MONTERRUBIO DE ARMUÑA/MORISCOS/SAN MORALES/VALVERDON/VILLARES DE LA REINA/JUZBADO/SAN CRISTOBAL DE LA CUESTA/CABRERIZOS/VILLAMAYOR
2020-06-04;1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;Propuesta Fase 2;-5.2549602;40.8839787;PEÑARANDA;Salamanca;40.8839787,-5.2549602;ALARAZ/CANTARACILLO/MALPARTIDA/SALMORAL/SANTIAGO DE LA PUEBLA/CAMPO DE PEÑARANDA (EL)/VENTOSA DEL RIO ALMAR/VILLAR DE GALLIMAZO/ALCONADA/ALDEASECA DE LA FRONTERA/BOVEDA DEL RIO ALMAR/MACOTERA/MANCERA DE ABAJO/NAVA DE SOTROBAL/PARADINAS DE SAN JUAN/PEÑARANDA DE BRACAMONTE/RAGAMA/TORDILLOS
2020-06-04;1706;Gerencia de Salamanca;170625;C.S. PIZARRALES-VIDAL;Propuesta Fase 2;-5.6796761;40.9778179;PIZARRALES-VIDAL;Salamanca;40.9778179,-5.6796761;SALAMANCA
2020-06-04;1706;Gerencia de Salamanca;170627;C.S. SAN JOSE;Propuesta Fase 2;-5.6718137;40.9403986;SAN JOSE;Salamanca;40.9403986,-5.6718137;SALAMANCA
2020-06-04;1706;Gerencia de Salamanca;170629;C.S. F.VILLALOBOS;Propuesta Fase 2;-5.660618;40.9597778;F.VILLALOBOS;Salamanca;40.9597778,-5.660618;SALAMANCA
2020-06-04;1707;Gerencia de Segovia;170701;C.S. CANTALEJO;Propuesta Fase 2;-3.9413908;41.2406977;CANTALEJO;Segovia;41.2406977,-3.9413908;CABEZUELA/CANTALEJO/CUBILLO/FUENTERREBOLLO/NAVALILLA/PUEBLA DE PEDRAZA/SEBULCOR/AREVALILLO DE CEGA/CABALLAR/COBOS DE FUENTIDUEÑA/FUENTE EL OLMO DE FUENTIDUEÑA/MUÑOVEROS/REBOLLO/VALLE DE TABLADILLO/VEGANZONES/ALDEALCORVO/CARRASCAL DEL RIO/SAN MIGUEL DE BERNUY/SAN PEDRO DE GAILLOS/SAUQUILLO DE CABEZAS/TORREIGLESIAS/TUREGANO/VALDEVACAS Y GUIJAR
2020-06-04;1707;Gerencia de Segovia;170703;C.S. CUELLAR;Propuesta Fase 2;-4.3165518;41.3472504;CUELLAR;Segovia;41.3472504,-4.3165518;FRESNEDA DE CUELLAR/VALLELADO/CHAÑE/GOMEZSERRACIN/OLOMBRADA/PINAREJOS/SANCHONUÑO/CUELLAR/FRUMALES/SAMBOAL/SAN CRISTOBAL DE CUELLAR
2020-06-04;1707;Gerencia de Segovia;170706;C.S. NAVA DE LA ASUNCION;Propuesta Fase 2;-4.4695964;41.1179671;NAVA DE LA ASUNCION;Segovia;41.1179671,-4.4695964;BERNARDOS/COCA/JUARROS DE VOLTOYA/MELQUE DE CERCOS/MIGUELAÑEZ/ALDEANUEVA DEL CODONAL/DOMINGO GARCIA/FUENTE DE SANTA CRUZ/NAVA DE LA ASUNCION/ORTIGOSA DE PESTAÑO/ALDEHUELA DEL CODONAL/NAVAS DE ORO/NIEVA/SANTA MARIA LA REAL DE NIEVA/SANTIUSTE DE SAN JUAN BAUTISTA/VILLEGUILLO
2020-06-04;1707;Gerencia de Segovia;170707;C.S. RIAZA;Propuesta Fase 2;-3.4554609;41.3634767;RIAZA;Segovia;41.3634767,-3.4554609;ALCONADA DE MADERUELO/AYLLON/RIBOTA/ALDEALENGUA DE SANTA MARIA/CEREZO DE ABAJO/CILLERUELO DE SAN MAMES/CORRAL DE AYLLON/FRESNO DE CANTESPINO/LANGUILLA/MADERUELO/MONTEJO DE TIERMES/RIAGUAS DE SAN BARTOLOME/RIAZA/CAMPO DE SAN PEDRO/CASTILLEJO DE MESLEON/CEREZO DE ARRIBA/MORAL DE HORNUEZ/SEQUERA DE FRESNO
2020-06-04;1707;Gerencia de Segovia;170715;C.S. SAN ILDEFONSO;Propuesta Fase 2;-4.0179965;40.8500482;SAN ILDEFONSO;Segovia;40.8500482,-4.0179965;SAN ILDEFONSO
2020-06-04;1708;Gerencia de Soria;170805;C.S. EL BURGO DE OSMA;Propuesta Fase 2;-3.0173364;41.5822815;EL BURGO DE OSMA;Soria;41.5822815,-3.0173364;BLACOS/FRESNO DE CARACENA/GORMAZ/RECUERDA/RIOSECO DE SORIA/UCERO/VALDENEBRO/BURGO DE OSMA-CIUDAD DE OSMA/CARRASCOSA DE ABAJO/NAFRIA DE UCERO/QUINTANAS DE GORMAZ/VALDEMALUQUE/TORREBLACOS/VILLANUEVA DE GORMAZ
2020-06-04;1708;Gerencia de Soria;170807;C.S. GOMARA;Propuesta Fase 2;-2.1536023;41.5519374;GOMARA;Soria;41.5519374,-2.1536023;ALMAZUL/GOMARA/VELILLA DE LOS AJOS/BLIECOS/CARABANTES/FUENTELMONGE/MAJAN/QUIÑONERIA/REZNOS/SERON DE NAGIMA/TORLENGUA/VILLASECA DE ARCIEL/ALMENAR DE SORIA/CAÑAMAQUE/CIHUELA/DEZA/TEJADO/TORRUBIA DE SORIA
2020-06-04;1708;Gerencia de Soria;170808;C.S. OLVEGA;Propuesta Fase 2;-1.9769546;41.7233482;OLVEGA;Soria;41.7233482,-1.9769546;BERATON/BOROBIA/HINOJOSA DEL CAMPO/TAJAHUERCE/CUEVA DE AGREDA/NOVIERCAS/CIRIA/OLVEGA/PINILLA DEL CAMPO/POZALMURO
2020-06-04;1708;Gerencia de Soria;170809;C.S. PINARES-COVALEDA;Propuesta Fase 2;-2.819235;41.9661517;PINARES-COVALEDA;Soria;41.9661517,-2.819235;COVALEDA/DURUELO DE LA SIERRA/MOLINOS DE DUERO/MONTENEGRO DE CAMEROS/VINUESA/SALDUERO
2020-06-04;1708;Gerencia de Soria;170812;C.S. S.PEDRO MANRIQUE;Propuesta Fase 2;-2.293891;42.0324759;S.PEDRO MANRIQUE;Soria;42.0324759,-2.293891;ALDEHUELAS (LAS)/CERBON/VILLAR DEL RIO/VIZMANOS/YANGUAS/FUENTES DE MAGAÑA/ONCALA/SAN PEDRO MANRIQUE/SANTA CRUZ DE YANGUAS
2020-06-04;1709;Gerencia de Valladolid Oeste;170907;C.S. HUERTA DEL REY;Propuesta Fase 2;-4.7490241;41.6519156;HUERTA DEL REY;Valladolid;41.6519156,-4.7490241;VALLADOLID
2020-06-04;1709;Gerencia de Valladolid Oeste;170909;C.S. LAGUNA DE DUERO;Propuesta Fase 2;-4.7293581;41.5472386;LAGUNA DE DUERO;Valladolid;41.5472386,-4.7293581;BOECILLO/LAGUNA DE DUERO/VIANA DE CEGA
2020-06-04;1709;Gerencia de Valladolid Oeste;170913;C.S. MEDINA DE RIOSECO;Propuesta Fase 2;-5.0000709;41.858445;MEDINA DE RIOSECO;Valladolid;41.858445,-5.0000709;CASTROMONTE/MEDINA DE RIOSECO/MUDARRA (LA)/VILLANUEVA DE SAN MANCIO/MONTEALEGRE DE CAMPOS/MORAL DE LA REINA/TAMARIZ DE CAMPOS/BERRUECES/VALDENEBRO DE LOS VALLES/VALVERDE DE CAMPOS/VILLABRAGIMA/VILLALBA DE LOS ALCORES
2020-06-04;1709;Gerencia de Valladolid Oeste;170924;C.S. VILLAFRECHOS;Propuesta Fase 2;-5.2179261;41.8799318;VILLAFRECHOS;Valladolid;41.8799318,-5.2179261;AGUILAR DE CAMPOS/POZUELO DE LA ORDEN/VILLAFRECHOS/BARCIAL DE LA LOMA/BOLAÑOS DE CAMPOS/PALAZUELO DE VEDIJA/TORDEHUMOS/VILLAMURIEL DE CAMPOS/CABREROS DEL MONTE/MORALES DE CAMPOS/SANTA EUFEMIA DEL ARROYO/VILLAGARCIA DE CAMPOS/VILLANUEVA DE LOS CABALLEROS
2020-06-04;1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;Propuesta Fase 2;-5.059256;42.1180914;VILLALON DE CAMPOS;Valladolid;42.1180914,-5.059256;CABEZON DE VALDERADUEY/CUENCA DE CAMPOS/FONTIHOYUELO/HERRIN DE CAMPOS/VEGA DE RUIPONCE/VILLACARRALON/VILLANUEVA DE LA CONDESA/BUSTILLO DE CHAVES/GATON DE CAMPOS/SANTERVAS DE CAMPOS/VILLABARUZ DE CAMPOS/VILLACID DE CAMPOS/VILLAGOMEZ LA NUEVA/CEINOS DE CAMPOS/VILLAFRADES DE CAMPOS/VILLALON DE CAMPOS
2020-06-04;1709;Gerencia de Valladolid Oeste;170926;C.S. VALLADOLID RURAL II;Propuesta Fase 2;-4.8965168;41.7013384;VALLADOLID RURAL II;Valladolid;41.7013384,-4.8965168;CASTRODEZA/ZARATAN/PEÑAFLOR DE HORNIJA/VILLANUBLA/WAMBA
2020-06-04;1709;Gerencia de Valladolid Oeste;170927;C.S. DELICIAS I;Propuesta Fase 2;-4.7079834;41.6161785;DELICIAS I;Valladolid;41.6161785,-4.7079834;CISTERNIGA/VALLADOLID
2020-06-04;1709;Gerencia de Valladolid Oeste;170928;C.S. DELICIAS II;Propuesta Fase 2;-4.7327299;41.6090563;DELICIAS II;Valladolid;41.6090563,-4.7327299;VALLADOLID
2020-06-04;1710;Gerencia de Valladolid Este;171001;C.S. BARRIO ESPAÑA;Propuesta Fase 2;-4.7052252;41.675017;BARRIO ESPAÑA;Valladolid;41.675017,-4.7052252;VALLADOLID
